[911, 559]
[chapter-title, [171.0, 13.0, 228.0, 30.0], 7QYkjJcL8J, 5776160]
[paragraph, [27.0, 47.0, 505.0, 18.0], shoonya_5sU1JPD5QQYROU, 5776160]
[paragraph, [27.0, 65.0, 505.0, 18.0], shoonya_5sU1JPD5QQYROU, 5776160]
[paragraph, [27.0, 83.0, 505.0, 18.0], shoonya_5sU1JPD5QQYROU, 5776160]
[paragraph, [27.0, 101.0, 505.0, 18.0], shoonya_5sU1JPD5QQYROU, 5776160]
[paragraph, [27.0, 119.0, 505.0, 18.0], shoonya_5sU1JPD5QQYROU, 5776160]
[paragraph, [28.0, 136.0, 505.0, 18.0], shoonya_1sQ30I92QS2OQV, 5776160]
[paragraph, [28.0, 154.0, 505.0, 18.0], shoonya_1sQ30I92QS2OQV, 5776160]
[paragraph, [28.0, 172.0, 505.0, 18.0], shoonya_1sQ30I92QS2OQV, 5776160]
[paragraph, [28.0, 190.0, 505.0, 18.0], shoonya_1sQ30I92QS2OQV, 5776160]
[paragraph, [28.0, 208.0, 505.0, 18.0], shoonya_1sQ30I92QS2OQV, 5776160]
[paragraph, [28.0, 226.0, 505.0, 18.0], shoonya_1sQ30I92QS2OQV, 5776160]
[paragraph, [28.0, 244.0, 505.0, 18.0], shoonya_1sQ30I92QS2OQV, 5776160]
[paragraph, [29.0, 258.0, 504.0, 18.0], shoonya_3sIV0O8MLIQ3GE, 5776160]
[paragraph, [29.0, 276.0, 504.0, 18.0], shoonya_3sIV0O8MLIQ3GE, 5776160]
[paragraph, [29.0, 294.0, 504.0, 18.0], shoonya_3sIV0O8MLIQ3GE, 5776160]
[paragraph, [29.0, 312.0, 504.0, 18.0], shoonya_3sIV0O8MLIQ3GE, 5776160]
[paragraph, [29.0, 330.0, 504.0, 18.0], shoonya_3sIV0O8MLIQ3GE, 5776160]
[paragraph, [29.0, 348.0, 504.0, 18.0], shoonya_3sIV0O8MLIQ3GE, 5776160]
[paragraph, [31.0, 357.0, 507.0, 18.0], shoonya_4s5C70C42WPJNE, 5776160]
[paragraph, [31.0, 375.0, 507.0, 18.0], shoonya_4s5C70C42WPJNE, 5776160]
[paragraph, [31.0, 393.0, 507.0, 18.0], shoonya_4s5C70C42WPJNE, 5776160]
[paragraph, [31.0, 411.0, 507.0, 18.0], shoonya_4s5C70C42WPJNE, 5776160]
[paragraph, [31.0, 429.0, 507.0, 18.0], shoonya_4s5C70C42WPJNE, 5776160]
[paragraph, [32.0, 453.0, 505.0, 18.0], shoonya_2sXJFX0CZTV9CY, 5776160]
[paragraph, [32.0, 471.0, 505.0, 18.0], shoonya_2sXJFX0CZTV9CY, 5776160]
[paragraph, [32.0, 489.0, 505.0, 18.0], shoonya_2sXJFX0CZTV9CY, 5776160]
[paragraph, [32.0, 507.0, 505.0, 18.0], shoonya_2sXJFX0CZTV9CY, 5776160]
[paragraph, [32.0, 525.0, 505.0, 18.0], shoonya_2sXJFX0CZTV9CY, 5776160]
[paragraph, [32.0, 543.0, 505.0, 18.0], shoonya_2sXJFX0CZTV9CY, 5776160]
[paragraph, [32.0, 561.0, 505.0, 18.0], shoonya_2sXJFX0CZTV9CY, 5776160]
[paragraph, [32.0, 579.0, 505.0, 18.0], shoonya_2sXJFX0CZTV9CY, 5776160]
[paragraph, [34.0, 589.0, 508.0, 18.0], shoonya_0sBATOV3PP56GQ, 5776160]
[paragraph, [34.0, 607.0, 508.0, 18.0], shoonya_0sBATOV3PP56GQ, 5776160]
[paragraph, [34.0, 625.0, 508.0, 18.0], shoonya_0sBATOV3PP56GQ, 5776160]
[paragraph, [34.0, 643.0, 508.0, 18.0], shoonya_0sBATOV3PP56GQ, 5776160]
[paragraph, [34.0, 661.0, 508.0, 18.0], shoonya_0sBATOV3PP56GQ, 5776160]
[paragraph, [34.0, 679.0, 508.0, 18.0], shoonya_0sBATOV3PP56GQ, 5776160]
[paragraph, [34.0, 697.0, 508.0, 18.0], shoonya_0sBATOV3PP56GQ, 5776160]
[paragraph, [34.0, 715.0, 508.0, 18.0], shoonya_0sBATOV3PP56GQ, 5776160]
[paragraph, [34.0, 733.0, 508.0, 18.0], shoonya_0sBATOV3PP56GQ, 5776160]
[paragraph, [34.0, 751.0, 508.0, 18.0], shoonya_0sBATOV3PP56GQ, 5776160]
[paragraph, [34.0, 769.0, 508.0, 18.0], shoonya_0sBATOV3PP56GQ, 5776160]
[paragraph, [34.0, 787.0, 508.0, 18.0], shoonya_0sBATOV3PP56GQ, 5776160]
[paragraph, [34.0, 805.0, 508.0, 18.0], shoonya_0sBATOV3PP56GQ, 5776160]
[paragraph, [34.0, 823.0, 508.0, 18.0], shoonya_0sBATOV3PP56GQ, 5776160]
[paragraph, [34.0, 841.0, 508.0, 18.0], shoonya_0sBATOV3PP56GQ, 5776160]
[paragraph, [34.0, 859.0, 508.0, 18.0], shoonya_0sBATOV3PP56GQ, 5776160]
