[3509, 2480]
[paragraph, [356.0, 390.0, 1596.0, 52.5], vD6kzHJVA9, 5724376]
[paragraph, [356.0, 442.5, 1596.0, 52.5], vD6kzHJVA9, 5724376]
[paragraph, [356.0, 548.0, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [356.0, 600.5, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [356.0, 653.0, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [356.0, 705.5, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [356.0, 758.0, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [356.0, 810.5, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [356.0, 863.0, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [356.0, 915.5, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [356.0, 968.0, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [356.0, 1020.5, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [356.0, 1073.0, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [356.0, 1125.5, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [356.0, 1178.0, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [356.0, 1230.5, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [356.0, 1283.0, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [356.0, 1335.5, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [356.0, 1388.0, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [356.0, 1440.5, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [356.0, 1493.0, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [356.0, 1545.5, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [356.0, 1598.0, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [356.0, 1650.5, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [356.0, 1703.0, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [356.0, 1755.5, 1773.0, 52.5], dmex3ya8vw, 5724376]
[paragraph, [359.0, 1887.0, 1768.0, 52.5], shoonya_2sWI462VXEIVML, 5724376]
[paragraph, [359.0, 1939.5, 1768.0, 52.5], shoonya_2sWI462VXEIVML, 5724376]
[paragraph, [359.0, 1992.0, 1768.0, 52.5], shoonya_2sWI462VXEIVML, 5724376]
[paragraph, [359.0, 2044.5, 1768.0, 52.5], shoonya_2sWI462VXEIVML, 5724376]
[paragraph, [359.0, 2097.0, 1768.0, 52.5], shoonya_2sWI462VXEIVML, 5724376]
[paragraph, [359.0, 2149.5, 1768.0, 52.5], shoonya_2sWI462VXEIVML, 5724376]
[paragraph, [359.0, 2202.0, 1768.0, 52.5], shoonya_2sWI462VXEIVML, 5724376]
[paragraph, [359.0, 2254.5, 1768.0, 52.5], shoonya_2sWI462VXEIVML, 5724376]
[paragraph, [359.0, 2307.0, 1768.0, 52.5], shoonya_2sWI462VXEIVML, 5724376]
[paragraph, [359.0, 2359.5, 1768.0, 52.5], shoonya_2sWI462VXEIVML, 5724376]
[paragraph, [359.0, 2412.0, 1768.0, 52.5], shoonya_2sWI462VXEIVML, 5724376]
[paragraph, [359.0, 2464.5, 1768.0, 52.5], shoonya_2sWI462VXEIVML, 5724376]
[paragraph, [359.0, 2517.0, 1768.0, 52.5], shoonya_2sWI462VXEIVML, 5724376]
[paragraph, [359.0, 2569.5, 1768.0, 52.5], shoonya_2sWI462VXEIVML, 5724376]
[paragraph, [359.0, 2622.0, 1768.0, 52.5], shoonya_2sWI462VXEIVML, 5724376]
[paragraph, [359.0, 2674.5, 1768.0, 52.5], shoonya_2sWI462VXEIVML, 5724376]
[paragraph, [359.0, 2727.0, 1768.0, 52.5], shoonya_2sWI462VXEIVML, 5724376]
[paragraph, [359.0, 2779.5, 1768.0, 52.5], shoonya_2sWI462VXEIVML, 5724376]
[paragraph, [515.0, 3027.0, 1610.0, 52.5], shoonya_3sNH19B7WS3QD5, 5724376]
