[1162, 749]
[folio, [320.0, 73.0, 94.0, 18.0], shoonya_7sJK4KU8GU1WVF, 5700105]
[paragraph, [90.0, 124.0, 590.0, 18.0], shoonya_2sQOE9NCVDWVE8, 5700105]
[paragraph, [90.0, 142.0, 590.0, 18.0], shoonya_2sQOE9NCVDWVE8, 5700105]
[paragraph, [90.0, 160.0, 590.0, 18.0], shoonya_2sQOE9NCVDWVE8, 5700105]
[paragraph, [90.0, 178.0, 590.0, 18.0], shoonya_2sQOE9NCVDWVE8, 5700105]
[paragraph, [90.0, 196.0, 590.0, 18.0], shoonya_2sQOE9NCVDWVE8, 5700105]
[paragraph, [90.0, 214.0, 590.0, 18.0], shoonya_2sQOE9NCVDWVE8, 5700105]
[paragraph, [90.0, 232.0, 590.0, 18.0], shoonya_2sQOE9NCVDWVE8, 5700105]
[paragraph, [91.0, 264.0, 580.0, 18.0], shoonya_1sCPW0TP3K901O, 5700105]
[paragraph, [91.0, 282.0, 580.0, 18.0], shoonya_1sCPW0TP3K901O, 5700105]
[paragraph, [91.0, 300.0, 580.0, 18.0], shoonya_1sCPW0TP3K901O, 5700105]
[paragraph, [91.0, 318.0, 580.0, 18.0], shoonya_1sCPW0TP3K901O, 5700105]
[paragraph, [91.0, 336.0, 580.0, 18.0], shoonya_1sCPW0TP3K901O, 5700105]
[paragraph, [91.0, 354.0, 580.0, 18.0], shoonya_1sCPW0TP3K901O, 5700105]
[paragraph, [91.0, 372.0, 580.0, 18.0], shoonya_1sCPW0TP3K901O, 5700105]
[paragraph, [91.0, 390.0, 580.0, 18.0], shoonya_1sCPW0TP3K901O, 5700105]
[paragraph, [91.0, 408.0, 580.0, 18.0], shoonya_1sCPW0TP3K901O, 5700105]
[paragraph, [91.0, 426.0, 580.0, 18.0], shoonya_1sCPW0TP3K901O, 5700105]
[paragraph, [91.0, 444.0, 580.0, 18.0], shoonya_1sCPW0TP3K901O, 5700105]
[paragraph, [91.0, 462.0, 580.0, 18.0], shoonya_1sCPW0TP3K901O, 5700105]
[paragraph, [91.0, 480.0, 580.0, 18.0], shoonya_1sCPW0TP3K901O, 5700105]
[paragraph, [93.0, 504.0, 579.0, 18.0], shoonya_4sFM0O1UVNL15X, 5700105]
[paragraph, [93.0, 522.0, 579.0, 18.0], shoonya_4sFM0O1UVNL15X, 5700105]
[paragraph, [93.0, 540.0, 579.0, 18.0], shoonya_4sFM0O1UVNL15X, 5700105]
[paragraph, [91.0, 573.0, 582.0, 18.0], shoonya_0s04U1ZXZRX307, 5700105]
[paragraph, [91.0, 591.0, 582.0, 18.0], shoonya_0s04U1ZXZRX307, 5700105]
[paragraph, [91.0, 609.0, 582.0, 18.0], shoonya_0s04U1ZXZRX307, 5700105]
[paragraph, [91.0, 627.0, 582.0, 18.0], shoonya_0s04U1ZXZRX307, 5700105]
[paragraph, [91.0, 645.0, 582.0, 18.0], shoonya_0s04U1ZXZRX307, 5700105]
[paragraph, [91.0, 663.0, 582.0, 18.0], shoonya_0s04U1ZXZRX307, 5700105]
[paragraph, [91.0, 681.0, 582.0, 18.0], shoonya_0s04U1ZXZRX307, 5700105]
[paragraph, [91.0, 699.0, 582.0, 18.0], shoonya_0s04U1ZXZRX307, 5700105]
[paragraph, [91.0, 717.0, 582.0, 18.0], shoonya_0s04U1ZXZRX307, 5700105]
[paragraph, [91.0, 735.0, 582.0, 18.0], shoonya_0s04U1ZXZRX307, 5700105]
[paragraph, [91.0, 753.0, 582.0, 18.0], shoonya_0s04U1ZXZRX307, 5700105]
[paragraph, [91.0, 771.0, 582.0, 18.0], shoonya_0s04U1ZXZRX307, 5700105]
[paragraph, [91.0, 789.0, 582.0, 18.0], shoonya_0s04U1ZXZRX307, 5700105]
[paragraph, [91.0, 807.0, 582.0, 18.0], shoonya_0s04U1ZXZRX307, 5700105]
[paragraph, [91.0, 825.0, 582.0, 18.0], shoonya_0s04U1ZXZRX307, 5700105]
[paragraph, [90.0, 853.0, 587.0, 18.0], UXwuw8WnW8, 5700105]
[paragraph, [90.0, 871.0, 587.0, 18.0], UXwuw8WnW8, 5700105]
[paragraph, [90.0, 889.0, 587.0, 18.0], UXwuw8WnW8, 5700105]
[paragraph, [90.0, 907.0, 587.0, 18.0], UXwuw8WnW8, 5700105]
[paragraph, [90.0, 925.0, 587.0, 18.0], UXwuw8WnW8, 5700105]
[paragraph, [90.0, 943.0, 587.0, 18.0], UXwuw8WnW8, 5700105]
[paragraph, [90.0, 961.0, 587.0, 18.0], UXwuw8WnW8, 5700105]
[paragraph, [90.0, 979.0, 587.0, 18.0], UXwuw8WnW8, 5700105]
[paragraph, [90.0, 997.0, 587.0, 18.0], UXwuw8WnW8, 5700105]
[paragraph, [90.0, 1015.0, 587.0, 18.0], UXwuw8WnW8, 5700105]
[paragraph, [90.0, 1033.0, 587.0, 18.0], UXwuw8WnW8, 5700105]
[paragraph, [90.0, 1051.0, 587.0, 18.0], UXwuw8WnW8, 5700105]
[paragraph, [90.0, 1069.0, 587.0, 18.0], UXwuw8WnW8, 5700105]
