[3509, 2482]
[section-title, [232.0, 657.0, 269.0, 93.0], eAIACIkJ8F, 5691770]
[paragraph, [290.0, 793.0, 657.0, 52.5], shoonya_0s6F5KMAHFFO0E, 5691770]
[paragraph, [228.0, 866.0, 1767.0, 52.5], fc0N4ilj1z, 5691770]
[paragraph, [228.0, 918.5, 1767.0, 52.5], fc0N4ilj1z, 5691770]
[paragraph, [228.0, 971.0, 1767.0, 52.5], fc0N4ilj1z, 5691770]
[paragraph, [228.0, 1023.5, 1767.0, 52.5], fc0N4ilj1z, 5691770]
[paragraph, [248.0, 1154.0, 1732.0, 52.5], _Ztac6-HLu, 5691770]
[paragraph, [213.0, 1238.0, 1299.0, 52.5], M7DTi-6Die, 5691770]
[paragraph, [296.0, 1317.0, 921.0, 52.5], uEgJBwCLe4, 5691770]
[paragraph, [206.0, 1389.0, 1789.0, 52.5], 2JZ_ith8s2, 5691770]
[paragraph, [206.0, 1441.5, 1789.0, 52.5], 2JZ_ith8s2, 5691770]
[paragraph, [206.0, 1494.0, 1789.0, 52.5], 2JZ_ith8s2, 5691770]
[paragraph, [206.0, 1546.5, 1789.0, 52.5], 2JZ_ith8s2, 5691770]
[paragraph, [179.0, 1613.0, 1852.0, 52.5], F6BQ1G3Bmj, 5691770]
[paragraph, [179.0, 1665.5, 1852.0, 52.5], F6BQ1G3Bmj, 5691770]
[paragraph, [213.0, 1757.0, 1816.0, 52.5], jFEBVakk6E, 5691770]
[paragraph, [213.0, 1809.5, 1816.0, 52.5], jFEBVakk6E, 5691770]
[paragraph, [213.0, 1862.0, 1816.0, 52.5], jFEBVakk6E, 5691770]
[paragraph, [213.0, 1914.5, 1816.0, 52.5], jFEBVakk6E, 5691770]
[paragraph, [284.0, 1994.0, 723.0, 52.5], R0ifK23l7h, 5691770]
[paragraph, [290.0, 2056.0, 1152.0, 52.5], TLOBP1d6ut, 5691770]
[paragraph, [290.0, 2108.5, 1152.0, 52.5], TLOBP1d6ut, 5691770]
[paragraph, [290.0, 2161.0, 1152.0, 52.5], TLOBP1d6ut, 5691770]
[paragraph, [224.0, 2218.0, 1786.0, 52.5], QljTEvzAcx, 5691770]
[paragraph, [224.0, 2270.5, 1786.0, 52.5], QljTEvzAcx, 5691770]
[paragraph, [325.0, 2364.0, 799.0, 52.5], dEAvNUEA3u, 5691770]
[paragraph, [250.0, 2447.0, 1797.0, 52.5], PfKrmvOum8, 5691770]
[paragraph, [250.0, 2499.5, 1797.0, 52.5], PfKrmvOum8, 5691770]
[paragraph, [152.0, 2589.0, 2001.0, 52.5], mL1vg14rba, 5691770]
[paragraph, [152.0, 2641.5, 2001.0, 52.5], mL1vg14rba, 5691770]
[paragraph, [183.0, 2733.0, 1864.0, 52.5], WEON6OCTKx, 5691770]
[paragraph, [183.0, 2785.5, 1864.0, 52.5], WEON6OCTKx, 5691770]
[paragraph, [183.0, 2838.0, 1864.0, 52.5], WEON6OCTKx, 5691770]
[paragraph, [183.0, 2890.5, 1864.0, 52.5], WEON6OCTKx, 5691770]
[paragraph, [183.0, 2943.0, 1864.0, 52.5], WEON6OCTKx, 5691770]
[paragraph, [183.0, 2995.5, 1864.0, 52.5], WEON6OCTKx, 5691770]
[paragraph, [183.0, 3048.0, 1864.0, 52.5], WEON6OCTKx, 5691770]
[paragraph, [183.0, 3100.5, 1864.0, 52.5], WEON6OCTKx, 5691770]
[paragraph, [142.0, 3180.0, 1861.0, 52.5], UwsIV5wmuz, 5691770]
[paragraph, [142.0, 3232.5, 1861.0, 52.5], UwsIV5wmuz, 5691770]
[paragraph, [142.0, 3285.0, 1861.0, 52.5], UwsIV5wmuz, 5691770]
