[1823, 1375]
[folio, [631.0, 95.0, 118.0, 36.0], shoonya_6sOTQHZTI7T174, 5683559]
[folio, [998.0, 104.0, 269.0, 36.0], shoonya_4sWNL12OKCUDEO, 5683559]
[paragraph, [100.0, 173.0, 590.0, 36.0], shoonya_0sYI2XES84HCSD, 5683559]
[paragraph, [100.0, 209.0, 590.0, 36.0], shoonya_0sYI2XES84HCSD, 5683559]
[paragraph, [100.0, 245.0, 590.0, 36.0], shoonya_0sYI2XES84HCSD, 5683559]
[paragraph, [100.0, 281.0, 590.0, 36.0], shoonya_0sYI2XES84HCSD, 5683559]
[paragraph, [100.0, 317.0, 590.0, 36.0], shoonya_0sYI2XES84HCSD, 5683559]
[paragraph, [100.0, 353.0, 590.0, 36.0], shoonya_0sYI2XES84HCSD, 5683559]
[paragraph, [100.0, 389.0, 590.0, 36.0], shoonya_0sYI2XES84HCSD, 5683559]
[paragraph, [100.0, 425.0, 590.0, 36.0], shoonya_0sYI2XES84HCSD, 5683559]
[paragraph, [707.0, 179.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 215.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 251.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 287.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 323.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 359.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 395.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 431.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 467.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 503.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 539.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 575.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 611.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 647.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 683.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 719.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 755.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 791.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 827.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 863.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 899.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 935.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 971.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 1007.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 1043.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 1079.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 1115.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 1151.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 1187.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 1223.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 1259.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 1295.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 1331.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 1367.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 1403.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 1439.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 1475.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 1511.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 1547.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [707.0, 1583.0, 573.0, 36.0], shoonya_2s414RHAJALJGC, 5683559]
[paragraph, [106.0, 482.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 518.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 554.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 590.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 626.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 662.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 698.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 734.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 770.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 806.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 842.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 878.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 914.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 950.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 986.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
[paragraph, [106.0, 1022.0, 581.0, 36.0], shoonya_1sJ9WOTH73NHJJ, 5683559]
