[2181, 1471]
[folio, [169.0, 152.0, 191.0, 36.0], siPxpkx8a6, 5654964]
[paragraph, [170.0, 261.0, 1164.0, 36.0], shoonya_3sQ5F976HIZRS1, 5654964]
[paragraph, [170.0, 297.0, 1164.0, 36.0], shoonya_3sQ5F976HIZRS1, 5654964]
[paragraph, [170.0, 333.0, 1164.0, 36.0], shoonya_3sQ5F976HIZRS1, 5654964]
[paragraph, [170.0, 369.0, 1164.0, 36.0], shoonya_3sQ5F976HIZRS1, 5654964]
[paragraph, [170.0, 405.0, 1164.0, 36.0], shoonya_3sQ5F976HIZRS1, 5654964]
[paragraph, [170.0, 441.0, 1164.0, 36.0], shoonya_3sQ5F976HIZRS1, 5654964]
[paragraph, [170.0, 477.0, 1164.0, 36.0], shoonya_3sQ5F976HIZRS1, 5654964]
[paragraph, [170.0, 513.0, 1164.0, 36.0], shoonya_3sQ5F976HIZRS1, 5654964]
[paragraph, [177.0, 597.0, 1155.0, 36.0], shoonya_1sAKKYTP9KMFP9, 5654964]
[paragraph, [177.0, 633.0, 1155.0, 36.0], shoonya_1sAKKYTP9KMFP9, 5654964]
[paragraph, [177.0, 669.0, 1155.0, 36.0], shoonya_1sAKKYTP9KMFP9, 5654964]
[paragraph, [177.0, 705.0, 1155.0, 36.0], shoonya_1sAKKYTP9KMFP9, 5654964]
[paragraph, [177.0, 741.0, 1155.0, 36.0], shoonya_1sAKKYTP9KMFP9, 5654964]
[paragraph, [177.0, 777.0, 1155.0, 36.0], shoonya_1sAKKYTP9KMFP9, 5654964]
[paragraph, [169.0, 853.0, 1170.0, 36.0], shoonya_0sCF8HUXVZI2A1, 5654964]
[paragraph, [169.0, 889.0, 1170.0, 36.0], shoonya_0sCF8HUXVZI2A1, 5654964]
[paragraph, [169.0, 925.0, 1170.0, 36.0], shoonya_0sCF8HUXVZI2A1, 5654964]
[paragraph, [169.0, 961.0, 1170.0, 36.0], shoonya_0sCF8HUXVZI2A1, 5654964]
[paragraph, [169.0, 997.0, 1170.0, 36.0], shoonya_0sCF8HUXVZI2A1, 5654964]
[paragraph, [169.0, 1033.0, 1170.0, 36.0], shoonya_0sCF8HUXVZI2A1, 5654964]
[paragraph, [169.0, 1069.0, 1170.0, 36.0], shoonya_0sCF8HUXVZI2A1, 5654964]
[paragraph, [169.0, 1105.0, 1170.0, 36.0], shoonya_0sCF8HUXVZI2A1, 5654964]
[paragraph, [169.0, 1141.0, 1170.0, 36.0], shoonya_0sCF8HUXVZI2A1, 5654964]
[paragraph, [169.0, 1177.0, 1170.0, 36.0], shoonya_0sCF8HUXVZI2A1, 5654964]
[paragraph, [169.0, 1213.0, 1170.0, 36.0], shoonya_0sCF8HUXVZI2A1, 5654964]
[paragraph, [169.0, 1249.0, 1170.0, 36.0], shoonya_0sCF8HUXVZI2A1, 5654964]
[paragraph, [175.0, 1341.0, 1166.0, 36.0], shoonya_5s6E2UBEXRBDMX, 5654964]
[paragraph, [175.0, 1377.0, 1166.0, 36.0], shoonya_5s6E2UBEXRBDMX, 5654964]
[paragraph, [175.0, 1413.0, 1166.0, 36.0], shoonya_5s6E2UBEXRBDMX, 5654964]
[paragraph, [175.0, 1449.0, 1166.0, 36.0], shoonya_5s6E2UBEXRBDMX, 5654964]
[paragraph, [175.0, 1485.0, 1166.0, 36.0], shoonya_5s6E2UBEXRBDMX, 5654964]
[paragraph, [175.0, 1521.0, 1166.0, 36.0], shoonya_5s6E2UBEXRBDMX, 5654964]
[paragraph, [175.0, 1557.0, 1166.0, 36.0], shoonya_5s6E2UBEXRBDMX, 5654964]
[paragraph, [175.0, 1593.0, 1166.0, 36.0], shoonya_5s6E2UBEXRBDMX, 5654964]
[paragraph, [181.0, 1669.0, 1160.0, 36.0], shoonya_2sHX9I7A5PIN24, 5654964]
[paragraph, [181.0, 1705.0, 1160.0, 36.0], shoonya_2sHX9I7A5PIN24, 5654964]
[paragraph, [181.0, 1741.0, 1160.0, 36.0], shoonya_2sHX9I7A5PIN24, 5654964]
[paragraph, [181.0, 1777.0, 1160.0, 36.0], shoonya_2sHX9I7A5PIN24, 5654964]
[paragraph, [181.0, 1813.0, 1160.0, 36.0], shoonya_2sHX9I7A5PIN24, 5654964]
[paragraph, [181.0, 1849.0, 1160.0, 36.0], shoonya_2sHX9I7A5PIN24, 5654964]
[paragraph, [181.0, 1885.0, 1160.0, 36.0], shoonya_2sHX9I7A5PIN24, 5654964]
[paragraph, [181.0, 1921.0, 1160.0, 36.0], shoonya_2sHX9I7A5PIN24, 5654964]
[reference, [180.0, 1994.0, 775.0, 36.0], shoonya_7sDBRQ6PVDAMWM, 5654964]
