[1447, 1063]
[folio, [423.0, 45.0, 235.0, 18.0], CZxUHxJdV4, 5762565]
[folio, [423.0, 63.0, 235.0, 18.0], CZxUHxJdV4, 5762565]
[headline, [85.0, 98.0, 892.0, 25.5], shoonya_2sEY94ZV8E8PH6, 5762565]
[headline, [85.0, 123.5, 892.0, 25.5], shoonya_2sEY94ZV8E8PH6, 5762565]
[headline, [85.0, 149.0, 892.0, 25.5], shoonya_2sEY94ZV8E8PH6, 5762565]
[headline, [85.0, 174.5, 892.0, 25.5], shoonya_2sEY94ZV8E8PH6, 5762565]
[unordered-list, [530.0, 216.0, 437.0, 18.0], shoonya_0sRNZD0CKG9KRP, 5762565]
[unordered-list, [530.0, 234.0, 437.0, 18.0], shoonya_0sRNZD0CKG9KRP, 5762565]
[unordered-list, [530.0, 252.0, 437.0, 18.0], shoonya_0sRNZD0CKG9KRP, 5762565]
[unordered-list, [530.0, 270.0, 437.0, 18.0], shoonya_0sRNZD0CKG9KRP, 5762565]
[unordered-list, [530.0, 288.0, 437.0, 18.0], shoonya_0sRNZD0CKG9KRP, 5762565]
[unordered-list, [530.0, 306.0, 437.0, 18.0], shoonya_0sRNZD0CKG9KRP, 5762565]
[unordered-list, [530.0, 324.0, 437.0, 18.0], shoonya_0sRNZD0CKG9KRP, 5762565]
[unordered-list, [530.0, 342.0, 437.0, 18.0], shoonya_0sRNZD0CKG9KRP, 5762565]
[unordered-list, [530.0, 360.0, 437.0, 18.0], shoonya_0sRNZD0CKG9KRP, 5762565]
[unordered-list, [530.0, 378.0, 437.0, 18.0], shoonya_0sRNZD0CKG9KRP, 5762565]
[unordered-list, [530.0, 396.0, 437.0, 18.0], shoonya_0sRNZD0CKG9KRP, 5762565]
[unordered-list, [530.0, 414.0, 437.0, 18.0], shoonya_0sRNZD0CKG9KRP, 5762565]
[unordered-list, [530.0, 432.0, 437.0, 18.0], shoonya_0sRNZD0CKG9KRP, 5762565]
[paragraph, [531.0, 468.0, 440.0, 18.0], shoonya_7sZJFPFCOJJFNN, 5762565]
[paragraph, [531.0, 486.0, 440.0, 18.0], shoonya_7sZJFPFCOJJFNN, 5762565]
[paragraph, [531.0, 504.0, 440.0, 18.0], shoonya_7sZJFPFCOJJFNN, 5762565]
[paragraph, [531.0, 522.0, 440.0, 18.0], shoonya_7sZJFPFCOJJFNN, 5762565]
[paragraph, [531.0, 540.0, 440.0, 18.0], shoonya_7sZJFPFCOJJFNN, 5762565]
[paragraph, [531.0, 558.0, 440.0, 18.0], shoonya_7sZJFPFCOJJFNN, 5762565]
[paragraph, [531.0, 576.0, 440.0, 18.0], shoonya_7sZJFPFCOJJFNN, 5762565]
[paragraph, [531.0, 594.0, 440.0, 18.0], shoonya_7sZJFPFCOJJFNN, 5762565]
[paragraph, [84.0, 497.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 515.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 533.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 551.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 569.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 587.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 605.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 623.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 641.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 659.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 677.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 695.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 713.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 731.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 749.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 767.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 785.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 803.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 821.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 839.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 857.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 875.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 893.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 911.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 929.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 947.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 965.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 983.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[paragraph, [84.0, 1001.0, 444.0, 18.0], shoonya_3sLQOH0X4SJTT1, 5762565]
[unordered-list, [530.0, 624.0, 418.0, 18.0], shoonya_8s3Z4UMAJ8VKH9, 5762565]
[unordered-list, [530.0, 642.0, 418.0, 18.0], shoonya_8s3Z4UMAJ8VKH9, 5762565]
[unordered-list, [530.0, 660.0, 418.0, 18.0], shoonya_8s3Z4UMAJ8VKH9, 5762565]
[unordered-list, [530.0, 678.0, 418.0, 18.0], shoonya_8s3Z4UMAJ8VKH9, 5762565]
[unordered-list, [530.0, 696.0, 418.0, 18.0], shoonya_8s3Z4UMAJ8VKH9, 5762565]
[unordered-list, [530.0, 714.0, 418.0, 18.0], shoonya_8s3Z4UMAJ8VKH9, 5762565]
[unordered-list, [530.0, 732.0, 418.0, 18.0], shoonya_8s3Z4UMAJ8VKH9, 5762565]
[unordered-list, [530.0, 750.0, 418.0, 18.0], shoonya_8s3Z4UMAJ8VKH9, 5762565]
