[1728, 1296]
[section-title, [58.0, 51.0, 696.0, 49.5], shoonya_2sCURVL7CXJQ85, 5771473]
[headline, [852.0, 52.0, 355.0, 37.5], shoonya_4sRUFEHPVAU9HF, 5771473]
[headline, [852.0, 89.5, 355.0, 37.5], shoonya_4sRUFEHPVAU9HF, 5771473]
[folio, [882.0, 146.0, 300.0, 36.0], 5RP6_sR1N3, 5771473]
[sub-section-title, [109.0, 189.0, 654.0, 36.0], shoonya_1sQJQXZD9AREYK, 5771473]
[sub-section-title, [109.0, 225.0, 654.0, 36.0], shoonya_1sQJQXZD9AREYK, 5771473]
[unordered-list, [17.0, 298.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 334.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 370.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 406.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 442.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 478.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 514.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 550.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 586.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 622.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 658.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 694.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 730.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 766.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 802.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 838.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 874.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 910.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 946.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 982.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 1018.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 1054.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 1090.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 1126.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 1162.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 1198.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 1234.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 1270.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 1306.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[unordered-list, [17.0, 1342.0, 1162.0, 36.0], shoonya_3s9Y4DIIR59A84, 5771473]
[figure-caption, [610.0, 1642.0, 158.0, 36.0], 5jQYmzf0-i, 5771473]
[figure-caption, [1015.0, 1653.0, 157.0, 36.0], DxulddLUmG, 5771473]
