[1461, 1106]
[section-title, [138.0, 137.0, 168.0, 30.0], shoonya_3sP1CF6PCJ57MY, 5758806]
[paragraph, [161.0, 191.0, 772.0, 18.0], shoonya_2s4BZQBZ5ZFU7T, 5758806]
[paragraph, [161.0, 209.0, 772.0, 18.0], shoonya_2s4BZQBZ5ZFU7T, 5758806]
[paragraph, [161.0, 227.0, 772.0, 18.0], shoonya_2s4BZQBZ5ZFU7T, 5758806]
[paragraph, [161.0, 245.0, 772.0, 18.0], shoonya_2s4BZQBZ5ZFU7T, 5758806]
[paragraph, [161.0, 263.0, 772.0, 18.0], shoonya_2s4BZQBZ5ZFU7T, 5758806]
[section-title, [121.0, 359.0, 164.0, 30.0], s0xJ5k5B4t, 5758806]
[unordered-list, [139.0, 403.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 421.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 439.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 457.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 475.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 493.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 511.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 529.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 547.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 565.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 583.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 601.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 619.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 637.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 655.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 673.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 691.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 709.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 727.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 745.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 763.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 781.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 799.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 817.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 835.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 853.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 871.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 889.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 907.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 925.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 943.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 961.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 979.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 997.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 1015.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 1033.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[unordered-list, [139.0, 1051.0, 826.0, 18.0], shoonya_0sIVUBN7J5CJ54, 5758806]
[folio, [756.0, 1347.0, 157.0, 18.0], S8-GuPdoP8, 5758806]
