[2339, 1653]
[paragraph, [324.0, 163.0, 1135.0, 36.0], shoonya_2sAUGGBFSI85CF, 5734339]
[paragraph, [324.0, 199.0, 1135.0, 36.0], shoonya_2sAUGGBFSI85CF, 5734339]
[paragraph, [324.0, 235.0, 1135.0, 36.0], shoonya_2sAUGGBFSI85CF, 5734339]
[paragraph, [324.0, 271.0, 1135.0, 36.0], shoonya_2sAUGGBFSI85CF, 5734339]
[paragraph, [324.0, 307.0, 1135.0, 36.0], shoonya_2sAUGGBFSI85CF, 5734339]
[paragraph, [324.0, 343.0, 1135.0, 36.0], shoonya_2sAUGGBFSI85CF, 5734339]
[paragraph, [324.0, 379.0, 1135.0, 36.0], shoonya_2sAUGGBFSI85CF, 5734339]
[paragraph, [324.0, 415.0, 1135.0, 36.0], shoonya_2sAUGGBFSI85CF, 5734339]
[paragraph, [324.0, 451.0, 1135.0, 36.0], shoonya_2sAUGGBFSI85CF, 5734339]
[paragraph, [324.0, 487.0, 1135.0, 36.0], shoonya_2sAUGGBFSI85CF, 5734339]
[paragraph, [324.0, 523.0, 1135.0, 36.0], shoonya_2sAUGGBFSI85CF, 5734339]
[paragraph, [324.0, 559.0, 1135.0, 36.0], shoonya_2sAUGGBFSI85CF, 5734339]
[paragraph, [324.0, 595.0, 1135.0, 36.0], shoonya_2sAUGGBFSI85CF, 5734339]
[paragraph, [325.0, 666.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 702.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 738.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 774.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 810.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 846.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 882.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 918.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 954.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 990.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 1026.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 1062.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 1098.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 1134.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 1170.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 1206.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 1242.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 1278.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 1314.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 1350.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 1386.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 1422.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 1458.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 1494.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 1530.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 1566.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 1602.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 1638.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [325.0, 1674.0, 1135.0, 36.0], shoonya_1s059LXS0Y1CIH, 5734339]
[paragraph, [328.0, 1724.0, 1133.0, 36.0], shoonya_0sL9HATZQW3P8W, 5734339]
[paragraph, [328.0, 1760.0, 1133.0, 36.0], shoonya_0sL9HATZQW3P8W, 5734339]
[paragraph, [328.0, 1796.0, 1133.0, 36.0], shoonya_0sL9HATZQW3P8W, 5734339]
[paragraph, [328.0, 1832.0, 1133.0, 36.0], shoonya_0sL9HATZQW3P8W, 5734339]
[paragraph, [328.0, 1868.0, 1133.0, 36.0], shoonya_0sL9HATZQW3P8W, 5734339]
[paragraph, [328.0, 1904.0, 1133.0, 36.0], shoonya_0sL9HATZQW3P8W, 5734339]
[paragraph, [328.0, 1940.0, 1133.0, 36.0], shoonya_0sL9HATZQW3P8W, 5734339]
[paragraph, [328.0, 1976.0, 1133.0, 36.0], shoonya_0sL9HATZQW3P8W, 5734339]
[paragraph, [328.0, 2012.0, 1133.0, 36.0], shoonya_0sL9HATZQW3P8W, 5734339]
[paragraph, [328.0, 2048.0, 1133.0, 36.0], shoonya_0sL9HATZQW3P8W, 5734339]
[folio, [1124.0, 2161.0, 277.0, 36.0], NRdQ2biop2, 5734339]
