[1945, 1492]
[chapter-title, [271.0, 164.0, 943.0, 58.5], shoonya_3sXYM917KDM7R9, 5750051]
[chapter-title, [271.0, 222.5, 943.0, 58.5], shoonya_3sXYM917KDM7R9, 5750051]
[paragraph, [220.0, 350.0, 1041.0, 36.0], shoonya_6sWUNIYL5XE5EB, 5750051]
[paragraph, [220.0, 386.0, 1041.0, 36.0], shoonya_6sWUNIYL5XE5EB, 5750051]
[paragraph, [217.0, 441.0, 1040.0, 36.0], shoonya_0sO3YMGVNPNC6V, 5750051]
[paragraph, [217.0, 477.0, 1040.0, 36.0], shoonya_0sO3YMGVNPNC6V, 5750051]
[paragraph, [217.0, 513.0, 1040.0, 36.0], shoonya_0sO3YMGVNPNC6V, 5750051]
[paragraph, [217.0, 549.0, 1040.0, 36.0], shoonya_0sO3YMGVNPNC6V, 5750051]
[paragraph, [217.0, 585.0, 1040.0, 36.0], shoonya_0sO3YMGVNPNC6V, 5750051]
[paragraph, [217.0, 621.0, 1040.0, 36.0], shoonya_0sO3YMGVNPNC6V, 5750051]
[paragraph, [217.0, 657.0, 1040.0, 36.0], shoonya_0sO3YMGVNPNC6V, 5750051]
[paragraph, [217.0, 693.0, 1040.0, 36.0], shoonya_0sO3YMGVNPNC6V, 5750051]
[paragraph, [217.0, 729.0, 1040.0, 36.0], shoonya_0sO3YMGVNPNC6V, 5750051]
[paragraph, [217.0, 765.0, 1040.0, 36.0], shoonya_0sO3YMGVNPNC6V, 5750051]
[paragraph, [217.0, 801.0, 1040.0, 36.0], shoonya_0sO3YMGVNPNC6V, 5750051]
[paragraph, [217.0, 837.0, 1040.0, 36.0], shoonya_0sO3YMGVNPNC6V, 5750051]
[paragraph, [217.0, 873.0, 1040.0, 36.0], shoonya_0sO3YMGVNPNC6V, 5750051]
[paragraph, [217.0, 909.0, 1040.0, 36.0], shoonya_0sO3YMGVNPNC6V, 5750051]
[paragraph, [217.0, 945.0, 1040.0, 36.0], shoonya_0sO3YMGVNPNC6V, 5750051]
[paragraph, [219.0, 986.0, 1043.0, 36.0], shoonya_1sDFVWS3U8DPH5, 5750051]
[paragraph, [219.0, 1022.0, 1043.0, 36.0], shoonya_1sDFVWS3U8DPH5, 5750051]
[paragraph, [219.0, 1058.0, 1043.0, 36.0], shoonya_1sDFVWS3U8DPH5, 5750051]
[paragraph, [219.0, 1094.0, 1043.0, 36.0], shoonya_1sDFVWS3U8DPH5, 5750051]
[paragraph, [219.0, 1130.0, 1043.0, 36.0], shoonya_1sDFVWS3U8DPH5, 5750051]
[paragraph, [219.0, 1166.0, 1043.0, 36.0], shoonya_1sDFVWS3U8DPH5, 5750051]
[paragraph, [218.0, 1209.0, 1042.0, 36.0], shoonya_4sZT715YN0GWV5, 5750051]
[paragraph, [218.0, 1245.0, 1042.0, 36.0], shoonya_4sZT715YN0GWV5, 5750051]
[paragraph, [218.0, 1281.0, 1042.0, 36.0], shoonya_4sZT715YN0GWV5, 5750051]
[paragraph, [218.0, 1346.0, 1045.0, 36.0], shoonya_7sXG3O4BETIW6J, 5750051]
[paragraph, [218.0, 1382.0, 1045.0, 36.0], shoonya_7sXG3O4BETIW6J, 5750051]
[paragraph, [218.0, 1418.0, 1045.0, 36.0], shoonya_7sXG3O4BETIW6J, 5750051]
[paragraph, [218.0, 1454.0, 1045.0, 36.0], shoonya_7sXG3O4BETIW6J, 5750051]
[paragraph, [218.0, 1490.0, 1045.0, 36.0], shoonya_7sXG3O4BETIW6J, 5750051]
[paragraph, [218.0, 1526.0, 1045.0, 36.0], shoonya_7sXG3O4BETIW6J, 5750051]
[paragraph, [218.0, 1576.0, 1045.0, 36.0], NyshOBR2z_, 5750051]
[paragraph, [218.0, 1612.0, 1045.0, 36.0], NyshOBR2z_, 5750051]
[paragraph, [218.0, 1648.0, 1045.0, 36.0], NyshOBR2z_, 5750051]
