[1601, 1158]
[paragraph, [117.0, 87.0, 436.0, 36.0], shoonya_0s89D0TCJL5HR4, 5695984]
[paragraph, [117.0, 123.0, 436.0, 36.0], shoonya_0s89D0TCJL5HR4, 5695984]
[paragraph, [117.0, 159.0, 436.0, 36.0], shoonya_0s89D0TCJL5HR4, 5695984]
[paragraph, [117.0, 195.0, 436.0, 36.0], shoonya_0s89D0TCJL5HR4, 5695984]
[paragraph, [117.0, 231.0, 436.0, 36.0], shoonya_0s89D0TCJL5HR4, 5695984]
[paragraph, [117.0, 267.0, 436.0, 36.0], shoonya_0s89D0TCJL5HR4, 5695984]
[paragraph, [117.0, 303.0, 436.0, 36.0], shoonya_0s89D0TCJL5HR4, 5695984]
[paragraph, [117.0, 339.0, 436.0, 36.0], shoonya_0s89D0TCJL5HR4, 5695984]
[paragraph, [117.0, 375.0, 436.0, 36.0], shoonya_0s89D0TCJL5HR4, 5695984]
[paragraph, [117.0, 411.0, 436.0, 36.0], shoonya_0s89D0TCJL5HR4, 5695984]
[paragraph, [117.0, 447.0, 436.0, 36.0], shoonya_0s89D0TCJL5HR4, 5695984]
[paragraph, [117.0, 483.0, 436.0, 36.0], shoonya_0s89D0TCJL5HR4, 5695984]
[paragraph, [117.0, 519.0, 436.0, 36.0], shoonya_0s89D0TCJL5HR4, 5695984]
[paragraph, [117.0, 555.0, 436.0, 36.0], shoonya_0s89D0TCJL5HR4, 5695984]
[paragraph, [575.0, 89.0, 438.0, 36.0], L4X218AURE, 5695984]
[paragraph, [575.0, 125.0, 438.0, 36.0], L4X218AURE, 5695984]
[paragraph, [575.0, 161.0, 438.0, 36.0], L4X218AURE, 5695984]
[paragraph, [575.0, 197.0, 438.0, 36.0], L4X218AURE, 5695984]
[paragraph, [575.0, 233.0, 438.0, 36.0], L4X218AURE, 5695984]
[paragraph, [575.0, 295.0, 439.0, 36.0], k97DS7Acfo, 5695984]
[paragraph, [575.0, 331.0, 439.0, 36.0], k97DS7Acfo, 5695984]
[paragraph, [575.0, 367.0, 439.0, 36.0], k97DS7Acfo, 5695984]
[paragraph, [575.0, 403.0, 439.0, 36.0], k97DS7Acfo, 5695984]
[paragraph, [575.0, 439.0, 439.0, 36.0], k97DS7Acfo, 5695984]
[paragraph, [575.0, 475.0, 439.0, 36.0], k97DS7Acfo, 5695984]
[paragraph, [575.0, 511.0, 439.0, 36.0], k97DS7Acfo, 5695984]
[paragraph, [575.0, 547.0, 439.0, 36.0], k97DS7Acfo, 5695984]
[paragraph, [575.0, 583.0, 439.0, 36.0], k97DS7Acfo, 5695984]
[paragraph, [575.0, 619.0, 439.0, 36.0], k97DS7Acfo, 5695984]
[paragraph, [575.0, 655.0, 439.0, 36.0], k97DS7Acfo, 5695984]
[paragraph, [575.0, 691.0, 439.0, 36.0], k97DS7Acfo, 5695984]
[paragraph, [575.0, 727.0, 439.0, 36.0], k97DS7Acfo, 5695984]
[paragraph, [575.0, 763.0, 439.0, 36.0], k97DS7Acfo, 5695984]
[paragraph, [575.0, 799.0, 439.0, 36.0], k97DS7Acfo, 5695984]
[paragraph, [575.0, 835.0, 439.0, 36.0], k97DS7Acfo, 5695984]
[paragraph, [575.0, 871.0, 439.0, 36.0], k97DS7Acfo, 5695984]
[paragraph, [575.0, 907.0, 439.0, 36.0], k97DS7Acfo, 5695984]
[paragraph, [106.0, 622.0, 455.0, 36.0], U3rp_2Tnta, 5695984]
[paragraph, [106.0, 658.0, 455.0, 36.0], U3rp_2Tnta, 5695984]
[paragraph, [106.0, 694.0, 455.0, 36.0], U3rp_2Tnta, 5695984]
[paragraph, [106.0, 730.0, 455.0, 36.0], U3rp_2Tnta, 5695984]
[paragraph, [106.0, 766.0, 455.0, 36.0], U3rp_2Tnta, 5695984]
[paragraph, [106.0, 802.0, 455.0, 36.0], U3rp_2Tnta, 5695984]
[paragraph, [106.0, 838.0, 455.0, 36.0], U3rp_2Tnta, 5695984]
[paragraph, [106.0, 874.0, 455.0, 36.0], U3rp_2Tnta, 5695984]
[paragraph, [711.0, 947.0, 329.0, 36.0], Gil85chXRW, 5695984]
[paragraph, [711.0, 983.0, 329.0, 36.0], Gil85chXRW, 5695984]
[paragraph, [711.0, 1019.0, 329.0, 36.0], Gil85chXRW, 5695984]
[paragraph, [711.0, 1055.0, 329.0, 36.0], Gil85chXRW, 5695984]
[paragraph, [711.0, 1091.0, 329.0, 36.0], Gil85chXRW, 5695984]
[paragraph, [711.0, 1127.0, 329.0, 36.0], Gil85chXRW, 5695984]
[paragraph, [711.0, 1163.0, 329.0, 36.0], Gil85chXRW, 5695984]
[paragraph, [711.0, 1199.0, 329.0, 36.0], Gil85chXRW, 5695984]
[paragraph, [711.0, 1235.0, 329.0, 36.0], Gil85chXRW, 5695984]
[paragraph, [711.0, 1271.0, 329.0, 36.0], Gil85chXRW, 5695984]
[paragraph, [711.0, 1307.0, 329.0, 36.0], Gil85chXRW, 5695984]
[paragraph, [711.0, 1343.0, 329.0, 36.0], Gil85chXRW, 5695984]
[paragraph, [711.0, 1379.0, 329.0, 36.0], Gil85chXRW, 5695984]
[paragraph, [711.0, 1415.0, 329.0, 36.0], Gil85chXRW, 5695984]
[paragraph, [711.0, 1451.0, 329.0, 36.0], Gil85chXRW, 5695984]
