[2339, 1653]
[paragraph, [440.0, 239.0, 961.0, 36.0], shoonya_2s16V73B8L9GM6, 5685790]
[paragraph, [440.0, 275.0, 961.0, 36.0], shoonya_2s16V73B8L9GM6, 5685790]
[paragraph, [440.0, 311.0, 961.0, 36.0], shoonya_2s16V73B8L9GM6, 5685790]
[paragraph, [440.0, 347.0, 961.0, 36.0], shoonya_2s16V73B8L9GM6, 5685790]
[paragraph, [440.0, 383.0, 961.0, 36.0], shoonya_2s16V73B8L9GM6, 5685790]
[paragraph, [235.0, 433.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 469.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 505.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 541.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 577.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 613.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 649.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 685.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 721.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 757.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 793.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 829.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 865.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 901.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 937.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 973.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 1009.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 1045.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 1081.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 1117.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 1153.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 1189.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 1225.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 1261.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 1297.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 1333.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 1369.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [235.0, 1405.0, 1173.0, 36.0], Ob_vUnU68c, 5685790]
[paragraph, [244.0, 1475.0, 1168.0, 36.0], shoonya_0s1W7LZ8RI2LH4, 5685790]
[paragraph, [244.0, 1511.0, 1168.0, 36.0], shoonya_0s1W7LZ8RI2LH4, 5685790]
[paragraph, [244.0, 1547.0, 1168.0, 36.0], shoonya_0s1W7LZ8RI2LH4, 5685790]
[paragraph, [244.0, 1583.0, 1168.0, 36.0], shoonya_0s1W7LZ8RI2LH4, 5685790]
[paragraph, [244.0, 1619.0, 1168.0, 36.0], shoonya_0s1W7LZ8RI2LH4, 5685790]
[paragraph, [244.0, 1655.0, 1168.0, 36.0], shoonya_0s1W7LZ8RI2LH4, 5685790]
[paragraph, [244.0, 1691.0, 1168.0, 36.0], shoonya_0s1W7LZ8RI2LH4, 5685790]
[paragraph, [244.0, 1727.0, 1168.0, 36.0], shoonya_0s1W7LZ8RI2LH4, 5685790]
[paragraph, [244.0, 1763.0, 1168.0, 36.0], shoonya_0s1W7LZ8RI2LH4, 5685790]
[paragraph, [244.0, 1799.0, 1168.0, 36.0], shoonya_0s1W7LZ8RI2LH4, 5685790]
[paragraph, [244.0, 1835.0, 1168.0, 36.0], shoonya_0s1W7LZ8RI2LH4, 5685790]
[paragraph, [244.0, 1871.0, 1168.0, 36.0], shoonya_0s1W7LZ8RI2LH4, 5685790]
[paragraph, [244.0, 1907.0, 1168.0, 36.0], shoonya_0s1W7LZ8RI2LH4, 5685790]
[paragraph, [244.0, 1943.0, 1168.0, 36.0], shoonya_0s1W7LZ8RI2LH4, 5685790]
[footnote, [240.0, 2085.0, 699.0, 36.0], shoonya_1sREVDLJRHBSLX, 5685790]
