[2339, 1656]
[paragraph, [188.0, 196.0, 1281.0, 36.0], shoonya_0sJNVSG0PRREV8, 5731625]
[paragraph, [188.0, 232.0, 1281.0, 36.0], shoonya_0sJNVSG0PRREV8, 5731625]
[paragraph, [188.0, 268.0, 1281.0, 36.0], shoonya_0sJNVSG0PRREV8, 5731625]
[paragraph, [188.0, 304.0, 1281.0, 36.0], shoonya_0sJNVSG0PRREV8, 5731625]
[paragraph, [188.0, 340.0, 1281.0, 36.0], shoonya_0sJNVSG0PRREV8, 5731625]
[paragraph, [188.0, 376.0, 1281.0, 36.0], shoonya_0sJNVSG0PRREV8, 5731625]
[paragraph, [188.0, 412.0, 1281.0, 36.0], shoonya_0sJNVSG0PRREV8, 5731625]
[paragraph, [188.0, 448.0, 1281.0, 36.0], shoonya_0sJNVSG0PRREV8, 5731625]
[paragraph, [188.0, 484.0, 1281.0, 36.0], shoonya_0sJNVSG0PRREV8, 5731625]
[paragraph, [188.0, 520.0, 1281.0, 36.0], shoonya_0sJNVSG0PRREV8, 5731625]
[paragraph, [188.0, 556.0, 1281.0, 36.0], shoonya_0sJNVSG0PRREV8, 5731625]
[paragraph, [188.0, 592.0, 1281.0, 36.0], shoonya_0sJNVSG0PRREV8, 5731625]
[paragraph, [188.0, 628.0, 1281.0, 36.0], shoonya_0sJNVSG0PRREV8, 5731625]
[paragraph, [188.0, 664.0, 1281.0, 36.0], shoonya_0sJNVSG0PRREV8, 5731625]
[paragraph, [188.0, 700.0, 1281.0, 36.0], shoonya_0sJNVSG0PRREV8, 5731625]
[paragraph, [189.0, 782.0, 1273.0, 36.0], shoonya_2sT9YT1O46O6P3, 5731625]
[paragraph, [189.0, 818.0, 1273.0, 36.0], shoonya_2sT9YT1O46O6P3, 5731625]
[paragraph, [189.0, 854.0, 1273.0, 36.0], shoonya_2sT9YT1O46O6P3, 5731625]
[paragraph, [189.0, 890.0, 1273.0, 36.0], shoonya_2sT9YT1O46O6P3, 5731625]
[paragraph, [189.0, 926.0, 1273.0, 36.0], shoonya_2sT9YT1O46O6P3, 5731625]
[paragraph, [189.0, 962.0, 1273.0, 36.0], shoonya_2sT9YT1O46O6P3, 5731625]
[paragraph, [189.0, 998.0, 1273.0, 36.0], shoonya_2sT9YT1O46O6P3, 5731625]
[paragraph, [189.0, 1034.0, 1273.0, 36.0], shoonya_2sT9YT1O46O6P3, 5731625]
[paragraph, [189.0, 1070.0, 1273.0, 36.0], shoonya_2sT9YT1O46O6P3, 5731625]
[paragraph, [189.0, 1106.0, 1273.0, 36.0], shoonya_2sT9YT1O46O6P3, 5731625]
[paragraph, [187.0, 1184.0, 1279.0, 36.0], shoonya_1s6QOK9U3LAAEN, 5731625]
[paragraph, [187.0, 1220.0, 1279.0, 36.0], shoonya_1s6QOK9U3LAAEN, 5731625]
[paragraph, [187.0, 1256.0, 1279.0, 36.0], shoonya_1s6QOK9U3LAAEN, 5731625]
[paragraph, [187.0, 1292.0, 1279.0, 36.0], shoonya_1s6QOK9U3LAAEN, 5731625]
[paragraph, [187.0, 1328.0, 1279.0, 36.0], shoonya_1s6QOK9U3LAAEN, 5731625]
[paragraph, [187.0, 1364.0, 1279.0, 36.0], shoonya_1s6QOK9U3LAAEN, 5731625]
[paragraph, [187.0, 1400.0, 1279.0, 36.0], shoonya_1s6QOK9U3LAAEN, 5731625]
[paragraph, [187.0, 1436.0, 1279.0, 36.0], shoonya_1s6QOK9U3LAAEN, 5731625]
[paragraph, [187.0, 1472.0, 1279.0, 36.0], shoonya_1s6QOK9U3LAAEN, 5731625]
[paragraph, [187.0, 1508.0, 1279.0, 36.0], shoonya_1s6QOK9U3LAAEN, 5731625]
[paragraph, [187.0, 1544.0, 1279.0, 36.0], shoonya_1s6QOK9U3LAAEN, 5731625]
[paragraph, [187.0, 1580.0, 1279.0, 36.0], shoonya_1s6QOK9U3LAAEN, 5731625]
[paragraph, [187.0, 1616.0, 1279.0, 36.0], shoonya_1s6QOK9U3LAAEN, 5731625]
[paragraph, [187.0, 1652.0, 1279.0, 36.0], shoonya_1s6QOK9U3LAAEN, 5731625]
[paragraph, [187.0, 1688.0, 1279.0, 36.0], shoonya_1s6QOK9U3LAAEN, 5731625]
[paragraph, [183.0, 1788.0, 1284.0, 36.0], shoonya_3s9I08OGVL5ARO, 5731625]
[paragraph, [183.0, 1824.0, 1284.0, 36.0], shoonya_3s9I08OGVL5ARO, 5731625]
[paragraph, [183.0, 1860.0, 1284.0, 36.0], shoonya_3s9I08OGVL5ARO, 5731625]
[paragraph, [183.0, 1896.0, 1284.0, 36.0], shoonya_3s9I08OGVL5ARO, 5731625]
[paragraph, [183.0, 1932.0, 1284.0, 36.0], shoonya_3s9I08OGVL5ARO, 5731625]
[paragraph, [183.0, 1968.0, 1284.0, 36.0], shoonya_3s9I08OGVL5ARO, 5731625]
[paragraph, [183.0, 2004.0, 1284.0, 36.0], shoonya_3s9I08OGVL5ARO, 5731625]
[paragraph, [183.0, 2040.0, 1284.0, 36.0], shoonya_3s9I08OGVL5ARO, 5731625]
