[1518, 1004]
[paragraph, [44.0, 83.0, 306.0, 36.0], shoonya_1sSZ9HNZUHYCSR, 6472677]
[paragraph, [44.0, 119.0, 306.0, 36.0], shoonya_1sSZ9HNZUHYCSR, 6472677]
[paragraph, [44.0, 155.0, 306.0, 36.0], shoonya_1sSZ9HNZUHYCSR, 6472677]
[paragraph, [44.0, 191.0, 306.0, 36.0], shoonya_1sSZ9HNZUHYCSR, 6472677]
[paragraph, [44.0, 227.0, 306.0, 36.0], shoonya_1sSZ9HNZUHYCSR, 6472677]
[paragraph, [44.0, 263.0, 306.0, 36.0], shoonya_1sSZ9HNZUHYCSR, 6472677]
[paragraph, [44.0, 299.0, 306.0, 36.0], shoonya_1sSZ9HNZUHYCSR, 6472677]
[paragraph, [44.0, 335.0, 306.0, 36.0], shoonya_1sSZ9HNZUHYCSR, 6472677]
[paragraph, [44.0, 371.0, 306.0, 36.0], shoonya_1sSZ9HNZUHYCSR, 6472677]
[paragraph, [45.0, 431.0, 300.0, 36.0], shoonya_3s2MW6G1EYIGUR, 6472677]
[paragraph, [45.0, 467.0, 300.0, 36.0], shoonya_3s2MW6G1EYIGUR, 6472677]
[paragraph, [45.0, 503.0, 300.0, 36.0], shoonya_3s2MW6G1EYIGUR, 6472677]
[paragraph, [45.0, 539.0, 300.0, 36.0], shoonya_3s2MW6G1EYIGUR, 6472677]
[paragraph, [45.0, 575.0, 300.0, 36.0], shoonya_3s2MW6G1EYIGUR, 6472677]
[paragraph, [45.0, 611.0, 300.0, 36.0], shoonya_3s2MW6G1EYIGUR, 6472677]
[paragraph, [45.0, 647.0, 300.0, 36.0], shoonya_3s2MW6G1EYIGUR, 6472677]
[paragraph, [45.0, 683.0, 300.0, 36.0], shoonya_3s2MW6G1EYIGUR, 6472677]
[paragraph, [45.0, 719.0, 300.0, 36.0], shoonya_3s2MW6G1EYIGUR, 6472677]
[paragraph, [45.0, 755.0, 300.0, 36.0], shoonya_3s2MW6G1EYIGUR, 6472677]
[paragraph, [45.0, 791.0, 300.0, 36.0], shoonya_3s2MW6G1EYIGUR, 6472677]
[paragraph, [45.0, 827.0, 300.0, 36.0], shoonya_3s2MW6G1EYIGUR, 6472677]
[paragraph, [45.0, 863.0, 300.0, 36.0], shoonya_3s2MW6G1EYIGUR, 6472677]
[paragraph, [45.0, 899.0, 300.0, 36.0], shoonya_3s2MW6G1EYIGUR, 6472677]
[paragraph, [45.0, 935.0, 300.0, 36.0], shoonya_3s2MW6G1EYIGUR, 6472677]
[paragraph, [653.0, 474.0, 299.0, 36.0], pivki-AMJl, 6472677]
[paragraph, [653.0, 510.0, 299.0, 36.0], pivki-AMJl, 6472677]
[paragraph, [653.0, 546.0, 299.0, 36.0], pivki-AMJl, 6472677]
[paragraph, [653.0, 582.0, 299.0, 36.0], pivki-AMJl, 6472677]
[paragraph, [653.0, 618.0, 299.0, 36.0], pivki-AMJl, 6472677]
[paragraph, [357.0, 476.0, 289.0, 36.0], AR8IaNZY5u, 6472677]
[paragraph, [357.0, 512.0, 289.0, 36.0], AR8IaNZY5u, 6472677]
[paragraph, [357.0, 548.0, 289.0, 36.0], AR8IaNZY5u, 6472677]
[paragraph, [357.0, 584.0, 289.0, 36.0], AR8IaNZY5u, 6472677]
[paragraph, [357.0, 620.0, 289.0, 36.0], AR8IaNZY5u, 6472677]
[paragraph, [357.0, 656.0, 289.0, 36.0], AR8IaNZY5u, 6472677]
[paragraph, [357.0, 692.0, 289.0, 36.0], AR8IaNZY5u, 6472677]
[paragraph, [357.0, 728.0, 289.0, 36.0], AR8IaNZY5u, 6472677]
[paragraph, [357.0, 764.0, 289.0, 36.0], AR8IaNZY5u, 6472677]
[paragraph, [357.0, 800.0, 289.0, 36.0], AR8IaNZY5u, 6472677]
[paragraph, [357.0, 836.0, 289.0, 36.0], AR8IaNZY5u, 6472677]
[paragraph, [357.0, 872.0, 289.0, 36.0], AR8IaNZY5u, 6472677]
[paragraph, [357.0, 908.0, 289.0, 36.0], AR8IaNZY5u, 6472677]
[paragraph, [657.0, 695.0, 298.0, 36.0], ETOmJvNkat, 6472677]
[paragraph, [657.0, 731.0, 298.0, 36.0], ETOmJvNkat, 6472677]
[paragraph, [657.0, 767.0, 298.0, 36.0], ETOmJvNkat, 6472677]
[paragraph, [657.0, 803.0, 298.0, 36.0], ETOmJvNkat, 6472677]
[paragraph, [657.0, 839.0, 298.0, 36.0], ETOmJvNkat, 6472677]
[paragraph, [657.0, 875.0, 298.0, 36.0], ETOmJvNkat, 6472677]
[paragraph, [657.0, 911.0, 298.0, 36.0], ETOmJvNkat, 6472677]
[paragraph, [657.0, 947.0, 298.0, 36.0], ETOmJvNkat, 6472677]
[paragraph, [657.0, 983.0, 298.0, 36.0], ETOmJvNkat, 6472677]
[paragraph, [361.0, 954.0, 285.0, 36.0], ZXgs6SZVdn, 6472677]
[paragraph, [361.0, 990.0, 285.0, 36.0], ZXgs6SZVdn, 6472677]
[paragraph, [361.0, 1026.0, 285.0, 36.0], ZXgs6SZVdn, 6472677]
[paragraph, [361.0, 1062.0, 285.0, 36.0], ZXgs6SZVdn, 6472677]
[paragraph, [361.0, 1098.0, 285.0, 36.0], ZXgs6SZVdn, 6472677]
[paragraph, [46.0, 980.0, 299.0, 36.0], shoonya_9sNJD4N0E7LL0T, 6472677]
[paragraph, [46.0, 1016.0, 299.0, 36.0], shoonya_9sNJD4N0E7LL0T, 6472677]
[paragraph, [46.0, 1052.0, 299.0, 36.0], shoonya_9sNJD4N0E7LL0T, 6472677]
[paragraph, [46.0, 1088.0, 299.0, 36.0], shoonya_9sNJD4N0E7LL0T, 6472677]
[paragraph, [46.0, 1124.0, 299.0, 36.0], shoonya_9sNJD4N0E7LL0T, 6472677]
[paragraph, [46.0, 1160.0, 299.0, 36.0], shoonya_9sNJD4N0E7LL0T, 6472677]
[paragraph, [660.0, 1036.0, 299.0, 36.0], umPDxl-vNm, 6472677]
[paragraph, [660.0, 1072.0, 299.0, 36.0], umPDxl-vNm, 6472677]
[paragraph, [660.0, 1108.0, 299.0, 36.0], umPDxl-vNm, 6472677]
[paragraph, [660.0, 1144.0, 299.0, 36.0], umPDxl-vNm, 6472677]
[paragraph, [660.0, 1180.0, 299.0, 36.0], umPDxl-vNm, 6472677]
[paragraph, [660.0, 1216.0, 299.0, 36.0], umPDxl-vNm, 6472677]
[paragraph, [660.0, 1252.0, 299.0, 36.0], umPDxl-vNm, 6472677]
[paragraph, [660.0, 1288.0, 299.0, 36.0], umPDxl-vNm, 6472677]
[paragraph, [660.0, 1324.0, 299.0, 36.0], umPDxl-vNm, 6472677]
[paragraph, [660.0, 1360.0, 299.0, 36.0], umPDxl-vNm, 6472677]
[paragraph, [363.0, 1165.0, 285.0, 36.0], zkpPvAea_A, 6472677]
[paragraph, [363.0, 1201.0, 285.0, 36.0], zkpPvAea_A, 6472677]
[paragraph, [363.0, 1237.0, 285.0, 36.0], zkpPvAea_A, 6472677]
[paragraph, [363.0, 1273.0, 285.0, 36.0], zkpPvAea_A, 6472677]
[paragraph, [363.0, 1309.0, 285.0, 36.0], zkpPvAea_A, 6472677]
[paragraph, [363.0, 1345.0, 285.0, 36.0], zkpPvAea_A, 6472677]
[paragraph, [363.0, 1381.0, 285.0, 36.0], zkpPvAea_A, 6472677]
[paragraph, [43.0, 1218.0, 302.0, 36.0], shoonya_10sHMUKYGVJCHF, 6472677]
[paragraph, [43.0, 1254.0, 302.0, 36.0], shoonya_10sHMUKYGVJCHF, 6472677]
[paragraph, [43.0, 1290.0, 302.0, 36.0], shoonya_10sHMUKYGVJCHF, 6472677]
[paragraph, [43.0, 1326.0, 302.0, 36.0], shoonya_10sHMUKYGVJCHF, 6472677]
[paragraph, [43.0, 1362.0, 302.0, 36.0], shoonya_10sHMUKYGVJCHF, 6472677]
