[1008, 612]
[paragraph, [69.0, 34.0, 474.0, 18.0], shoonya_1s7CZAY0GITO72, 5771164]
[paragraph, [69.0, 52.0, 474.0, 18.0], shoonya_1s7CZAY0GITO72, 5771164]
[paragraph, [69.0, 70.0, 474.0, 18.0], shoonya_1s7CZAY0GITO72, 5771164]
[paragraph, [69.0, 88.0, 474.0, 18.0], shoonya_1s7CZAY0GITO72, 5771164]
[paragraph, [69.0, 106.0, 474.0, 18.0], shoonya_1s7CZAY0GITO72, 5771164]
[paragraph, [69.0, 124.0, 474.0, 18.0], shoonya_1s7CZAY0GITO72, 5771164]
[paragraph, [69.0, 142.0, 474.0, 18.0], shoonya_1s7CZAY0GITO72, 5771164]
[paragraph, [69.0, 160.0, 474.0, 18.0], shoonya_1s7CZAY0GITO72, 5771164]
[paragraph, [69.0, 178.0, 474.0, 18.0], shoonya_1s7CZAY0GITO72, 5771164]
[paragraph, [69.0, 196.0, 474.0, 18.0], shoonya_1s7CZAY0GITO72, 5771164]
[paragraph, [69.0, 214.0, 474.0, 18.0], shoonya_1s7CZAY0GITO72, 5771164]
[paragraph, [69.0, 232.0, 474.0, 18.0], shoonya_1s7CZAY0GITO72, 5771164]
[paragraph, [69.0, 250.0, 474.0, 18.0], shoonya_1s7CZAY0GITO72, 5771164]
[paragraph, [69.0, 268.0, 474.0, 18.0], shoonya_1s7CZAY0GITO72, 5771164]
[paragraph, [127.0, 298.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 316.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 334.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 352.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 370.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 388.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 406.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 424.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 442.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 460.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 478.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 496.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 514.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 532.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 550.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 568.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 586.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 604.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 622.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 640.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 658.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 676.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 694.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 712.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 730.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 748.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 766.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 784.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 802.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 820.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 838.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 856.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 874.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 892.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 910.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 928.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 946.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 964.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
[paragraph, [127.0, 982.0, 370.0, 18.0], shoonya_0sDA2PLI2P2CEQ, 5771164]
