[2200, 1700]
[paragraph, [893.0, 191.0, 676.0, 36.0], 8hGzspXKxL, 5752696]
[paragraph, [893.0, 227.0, 676.0, 36.0], 8hGzspXKxL, 5752696]
[paragraph, [893.0, 263.0, 676.0, 36.0], 8hGzspXKxL, 5752696]
[paragraph, [893.0, 299.0, 676.0, 36.0], 8hGzspXKxL, 5752696]
[paragraph, [893.0, 335.0, 676.0, 36.0], 8hGzspXKxL, 5752696]
[paragraph, [893.0, 371.0, 676.0, 36.0], 8hGzspXKxL, 5752696]
[paragraph, [129.0, 204.0, 670.0, 36.0], shoonya_1sOTXWIAV51OEM, 5752696]
[paragraph, [129.0, 240.0, 670.0, 36.0], shoonya_1sOTXWIAV51OEM, 5752696]
[paragraph, [129.0, 276.0, 670.0, 36.0], shoonya_1sOTXWIAV51OEM, 5752696]
[paragraph, [129.0, 312.0, 670.0, 36.0], shoonya_1sOTXWIAV51OEM, 5752696]
[paragraph, [129.0, 348.0, 670.0, 36.0], shoonya_1sOTXWIAV51OEM, 5752696]
[paragraph, [129.0, 384.0, 670.0, 36.0], shoonya_1sOTXWIAV51OEM, 5752696]
[paragraph, [129.0, 420.0, 670.0, 36.0], shoonya_1sOTXWIAV51OEM, 5752696]
[paragraph, [129.0, 456.0, 670.0, 36.0], shoonya_1sOTXWIAV51OEM, 5752696]
[paragraph, [129.0, 492.0, 670.0, 36.0], shoonya_1sOTXWIAV51OEM, 5752696]
[paragraph, [891.0, 448.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 484.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 520.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 556.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 592.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 628.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 664.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 700.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 736.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 772.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 808.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 844.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 880.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 916.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 952.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 988.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 1024.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 1060.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 1096.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 1132.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 1168.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 1204.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 1240.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 1276.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 1312.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 1348.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 1384.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 1420.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 1456.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 1492.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 1528.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 1564.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 1600.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 1636.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 1672.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 1708.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 1744.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [891.0, 1780.0, 677.0, 36.0], shoonya_4sEKCZQ9LSLVLK, 5752696]
[paragraph, [129.0, 537.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 573.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 609.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 645.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 681.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 717.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 753.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 789.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 825.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 861.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 897.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 933.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 969.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1005.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1041.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1077.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1113.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1149.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1185.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1221.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1257.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1293.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1329.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1365.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1401.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1437.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1473.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1509.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1545.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1581.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1617.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1653.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1689.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1725.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1761.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1797.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1833.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1869.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1905.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [129.0, 1941.0, 681.0, 36.0], shoonya_0s1PHC72JHSMER, 5752696]
[paragraph, [890.0, 1850.0, 677.0, 36.0], shoonya_3sJC2MC4T3G5UK, 5752696]
[paragraph, [890.0, 1886.0, 677.0, 36.0], shoonya_3sJC2MC4T3G5UK, 5752696]
[paragraph, [890.0, 1922.0, 677.0, 36.0], shoonya_3sJC2MC4T3G5UK, 5752696]
[paragraph, [890.0, 1958.0, 677.0, 36.0], shoonya_3sJC2MC4T3G5UK, 5752696]
