[2339, 1654]
[folio, [113.0, 53.0, 424.0, 36.0], SzMmKSZKjo, 5751169]
[paragraph, [103.0, 82.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 118.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 154.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 190.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 226.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 262.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 298.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 334.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 370.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 406.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 442.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 478.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 514.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 550.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 586.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 622.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 658.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 694.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 730.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 766.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 802.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 838.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 874.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 910.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [103.0, 946.0, 1467.0, 36.0], _I1hrGyx5E, 5751169]
[paragraph, [84.0, 988.0, 1502.0, 36.0], PvmrnATZHT, 5751169]
[paragraph, [84.0, 1024.0, 1502.0, 36.0], PvmrnATZHT, 5751169]
[paragraph, [84.0, 1060.0, 1502.0, 36.0], PvmrnATZHT, 5751169]
[paragraph, [84.0, 1096.0, 1502.0, 36.0], PvmrnATZHT, 5751169]
[paragraph, [84.0, 1132.0, 1502.0, 36.0], PvmrnATZHT, 5751169]
[paragraph, [84.0, 1168.0, 1502.0, 36.0], PvmrnATZHT, 5751169]
[paragraph, [84.0, 1204.0, 1502.0, 36.0], PvmrnATZHT, 5751169]
[paragraph, [84.0, 1240.0, 1502.0, 36.0], PvmrnATZHT, 5751169]
[paragraph, [84.0, 1276.0, 1502.0, 36.0], PvmrnATZHT, 5751169]
[paragraph, [84.0, 1312.0, 1502.0, 36.0], PvmrnATZHT, 5751169]
[paragraph, [84.0, 1348.0, 1502.0, 36.0], PvmrnATZHT, 5751169]
[paragraph, [84.0, 1384.0, 1502.0, 36.0], PvmrnATZHT, 5751169]
[paragraph, [84.0, 1420.0, 1502.0, 36.0], PvmrnATZHT, 5751169]
[paragraph, [84.0, 1456.0, 1502.0, 36.0], PvmrnATZHT, 5751169]
[paragraph, [84.0, 1492.0, 1502.0, 36.0], PvmrnATZHT, 5751169]
[paragraph, [223.0, 1524.0, 1260.0, 36.0], vKwWxPUr24, 5751169]
[paragraph, [223.0, 1560.0, 1260.0, 36.0], vKwWxPUr24, 5751169]
[paragraph, [265.0, 1586.0, 1173.0, 36.0], ir1L2Uk6lO, 5751169]
[paragraph, [265.0, 1622.0, 1173.0, 36.0], ir1L2Uk6lO, 5751169]
[paragraph, [265.0, 1658.0, 1173.0, 36.0], ir1L2Uk6lO, 5751169]
[paragraph, [265.0, 1694.0, 1173.0, 36.0], ir1L2Uk6lO, 5751169]
[paragraph, [265.0, 1730.0, 1173.0, 36.0], ir1L2Uk6lO, 5751169]
[paragraph, [265.0, 1766.0, 1173.0, 36.0], ir1L2Uk6lO, 5751169]
[reference, [1029.0, 1808.0, 391.0, 36.0], shoonya_0sDZTCPZMJDRKM, 5751169]
[paragraph, [105.0, 1870.0, 1525.0, 36.0], DZCC8ZK-Fw, 5751169]
[paragraph, [105.0, 1906.0, 1525.0, 36.0], DZCC8ZK-Fw, 5751169]
[paragraph, [105.0, 1942.0, 1525.0, 36.0], DZCC8ZK-Fw, 5751169]
[paragraph, [105.0, 1978.0, 1525.0, 36.0], DZCC8ZK-Fw, 5751169]
[paragraph, [105.0, 2014.0, 1525.0, 36.0], DZCC8ZK-Fw, 5751169]
[paragraph, [105.0, 2050.0, 1525.0, 36.0], DZCC8ZK-Fw, 5751169]
[paragraph, [105.0, 2086.0, 1525.0, 36.0], DZCC8ZK-Fw, 5751169]
[paragraph, [105.0, 2122.0, 1525.0, 36.0], DZCC8ZK-Fw, 5751169]
[paragraph, [105.0, 2158.0, 1525.0, 36.0], DZCC8ZK-Fw, 5751169]
[paragraph, [105.0, 2194.0, 1525.0, 36.0], DZCC8ZK-Fw, 5751169]
[paragraph, [105.0, 2230.0, 1525.0, 36.0], DZCC8ZK-Fw, 5751169]
