[1164, 755]
[paragraph, [69.0, 81.0, 619.0, 18.0], shoonya_5sTHUPCMHE2RTI, 5692410]
[paragraph, [69.0, 99.0, 619.0, 18.0], shoonya_5sTHUPCMHE2RTI, 5692410]
[paragraph, [69.0, 117.0, 619.0, 18.0], shoonya_5sTHUPCMHE2RTI, 5692410]
[paragraph, [69.0, 135.0, 619.0, 18.0], shoonya_5sTHUPCMHE2RTI, 5692410]
[paragraph, [69.0, 153.0, 619.0, 18.0], shoonya_5sTHUPCMHE2RTI, 5692410]
[paragraph, [69.0, 171.0, 619.0, 18.0], shoonya_5sTHUPCMHE2RTI, 5692410]
[paragraph, [75.0, 197.0, 607.0, 18.0], shoonya_3sTZD1QH63VRRF, 5692410]
[paragraph, [75.0, 215.0, 607.0, 18.0], shoonya_3sTZD1QH63VRRF, 5692410]
[paragraph, [75.0, 233.0, 607.0, 18.0], shoonya_3sTZD1QH63VRRF, 5692410]
[paragraph, [75.0, 251.0, 607.0, 18.0], shoonya_3sTZD1QH63VRRF, 5692410]
[paragraph, [72.0, 275.0, 607.0, 18.0], shoonya_4sR9DYFBK4PRFM, 5692410]
[paragraph, [72.0, 293.0, 607.0, 18.0], shoonya_4sR9DYFBK4PRFM, 5692410]
[paragraph, [72.0, 311.0, 607.0, 18.0], shoonya_4sR9DYFBK4PRFM, 5692410]
[paragraph, [72.0, 329.0, 607.0, 18.0], shoonya_4sR9DYFBK4PRFM, 5692410]
[paragraph, [75.0, 356.0, 610.0, 18.0], shoonya_1sME8V6LLCB6Y8, 5692410]
[paragraph, [75.0, 374.0, 610.0, 18.0], shoonya_1sME8V6LLCB6Y8, 5692410]
[paragraph, [75.0, 392.0, 610.0, 18.0], shoonya_1sME8V6LLCB6Y8, 5692410]
[paragraph, [75.0, 410.0, 610.0, 18.0], shoonya_1sME8V6LLCB6Y8, 5692410]
[paragraph, [63.0, 433.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 451.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 469.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 487.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 505.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 523.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 541.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 559.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 577.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 595.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 613.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 631.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 649.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 667.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 685.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 703.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 721.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 739.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 757.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 775.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 793.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 811.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 829.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 847.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 865.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 883.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 901.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 919.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 937.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 955.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 973.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
[paragraph, [63.0, 991.0, 629.0, 18.0], shoonya_0s7FUJ85MC1DJA, 5692410]
