[1806, 1262]
[paragraph, [642.0, 162.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 198.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 234.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 270.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 306.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 342.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 378.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 414.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 450.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 486.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 522.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 558.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 594.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 630.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 666.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 702.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 738.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 774.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 810.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 846.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 882.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 918.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 954.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 990.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 1026.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 1062.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 1098.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 1134.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 1170.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 1206.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 1242.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 1278.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 1314.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 1350.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 1386.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 1422.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 1458.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 1494.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 1530.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [642.0, 1566.0, 532.0, 36.0], shoonya_1sSRL0323HDKZY, 5681632]
[paragraph, [95.0, 163.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 199.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 235.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 271.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 307.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 343.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 379.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 415.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 451.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 487.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 523.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 559.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 595.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 631.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 667.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 703.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
[paragraph, [95.0, 739.0, 506.0, 36.0], shoonya_0sTXXTO1J54QR5, 5681632]
