[1625, 1211]
[headline, [81.0, 96.0, 686.0, 37.5], 94fXSx3NKN, 5742484]
[headline, [81.0, 133.5, 686.0, 37.5], 94fXSx3NKN, 5742484]
[section-title, [786.0, 111.0, 362.0, 49.5], IhdDL5HI1L, 5742484]
[section-title, [786.0, 160.5, 362.0, 49.5], IhdDL5HI1L, 5742484]
[sub-headline, [101.0, 213.0, 633.0, 36.0], qKeI-7h99v, 5742484]
[sub-headline, [101.0, 249.0, 633.0, 36.0], qKeI-7h99v, 5742484]
[paragraph, [63.0, 305.0, 346.0, 36.0], P4AA6F4qlL, 5742484]
[paragraph, [63.0, 341.0, 346.0, 36.0], P4AA6F4qlL, 5742484]
[paragraph, [63.0, 377.0, 346.0, 36.0], P4AA6F4qlL, 5742484]
[paragraph, [63.0, 413.0, 346.0, 36.0], P4AA6F4qlL, 5742484]
[paragraph, [63.0, 449.0, 346.0, 36.0], P4AA6F4qlL, 5742484]
[paragraph, [63.0, 485.0, 346.0, 36.0], P4AA6F4qlL, 5742484]
[paragraph, [63.0, 521.0, 346.0, 36.0], P4AA6F4qlL, 5742484]
[paragraph, [63.0, 557.0, 346.0, 36.0], P4AA6F4qlL, 5742484]
[paragraph, [432.0, 305.0, 337.0, 36.0], IiQ1GRi5Vq, 5742484]
[paragraph, [432.0, 341.0, 337.0, 36.0], IiQ1GRi5Vq, 5742484]
[paragraph, [432.0, 377.0, 337.0, 36.0], IiQ1GRi5Vq, 5742484]
[paragraph, [432.0, 413.0, 337.0, 36.0], IiQ1GRi5Vq, 5742484]
[paragraph, [432.0, 449.0, 337.0, 36.0], IiQ1GRi5Vq, 5742484]
[paragraph, [432.0, 485.0, 337.0, 36.0], IiQ1GRi5Vq, 5742484]
[paragraph, [432.0, 521.0, 337.0, 36.0], IiQ1GRi5Vq, 5742484]
[paragraph, [432.0, 557.0, 337.0, 36.0], IiQ1GRi5Vq, 5742484]
[paragraph, [432.0, 593.0, 337.0, 36.0], IiQ1GRi5Vq, 5742484]
[paragraph, [432.0, 629.0, 337.0, 36.0], IiQ1GRi5Vq, 5742484]
[paragraph, [432.0, 665.0, 337.0, 36.0], IiQ1GRi5Vq, 5742484]
[paragraph, [432.0, 701.0, 337.0, 36.0], IiQ1GRi5Vq, 5742484]
[paragraph, [432.0, 737.0, 337.0, 36.0], IiQ1GRi5Vq, 5742484]
[paragraph, [792.0, 317.0, 343.0, 36.0], WQG0818sRb, 5742484]
[paragraph, [792.0, 353.0, 343.0, 36.0], WQG0818sRb, 5742484]
[paragraph, [792.0, 389.0, 343.0, 36.0], WQG0818sRb, 5742484]
[paragraph, [792.0, 425.0, 343.0, 36.0], WQG0818sRb, 5742484]
[paragraph, [792.0, 461.0, 343.0, 36.0], WQG0818sRb, 5742484]
[paragraph, [792.0, 497.0, 343.0, 36.0], WQG0818sRb, 5742484]
[paragraph, [792.0, 533.0, 343.0, 36.0], WQG0818sRb, 5742484]
[paragraph, [792.0, 569.0, 343.0, 36.0], WQG0818sRb, 5742484]
[paragraph, [68.0, 625.0, 343.0, 36.0], lnWJGTwatr, 5742484]
[paragraph, [68.0, 661.0, 343.0, 36.0], lnWJGTwatr, 5742484]
[paragraph, [68.0, 697.0, 343.0, 36.0], lnWJGTwatr, 5742484]
[paragraph, [68.0, 733.0, 343.0, 36.0], lnWJGTwatr, 5742484]
[paragraph, [68.0, 769.0, 343.0, 36.0], lnWJGTwatr, 5742484]
[paragraph, [792.0, 632.0, 339.0, 36.0], shoonya_1sX1Q5NX7YL3UC, 5742484]
[paragraph, [792.0, 668.0, 339.0, 36.0], shoonya_1sX1Q5NX7YL3UC, 5742484]
[paragraph, [792.0, 704.0, 339.0, 36.0], shoonya_1sX1Q5NX7YL3UC, 5742484]
[paragraph, [792.0, 740.0, 339.0, 36.0], shoonya_1sX1Q5NX7YL3UC, 5742484]
[paragraph, [792.0, 776.0, 339.0, 36.0], shoonya_1sX1Q5NX7YL3UC, 5742484]
[paragraph, [792.0, 812.0, 339.0, 36.0], shoonya_1sX1Q5NX7YL3UC, 5742484]
[paragraph, [792.0, 848.0, 339.0, 36.0], shoonya_1sX1Q5NX7YL3UC, 5742484]
[paragraph, [792.0, 884.0, 339.0, 36.0], shoonya_1sX1Q5NX7YL3UC, 5742484]
[paragraph, [792.0, 920.0, 339.0, 36.0], shoonya_1sX1Q5NX7YL3UC, 5742484]
[paragraph, [792.0, 956.0, 339.0, 36.0], shoonya_1sX1Q5NX7YL3UC, 5742484]
[paragraph, [792.0, 992.0, 339.0, 36.0], shoonya_1sX1Q5NX7YL3UC, 5742484]
[paragraph, [792.0, 1028.0, 339.0, 36.0], shoonya_1sX1Q5NX7YL3UC, 5742484]
[paragraph, [792.0, 1064.0, 339.0, 36.0], shoonya_1sX1Q5NX7YL3UC, 5742484]
[paragraph, [792.0, 1100.0, 339.0, 36.0], shoonya_1sX1Q5NX7YL3UC, 5742484]
[paragraph, [792.0, 1136.0, 339.0, 36.0], shoonya_1sX1Q5NX7YL3UC, 5742484]
[paragraph, [792.0, 1172.0, 339.0, 36.0], shoonya_1sX1Q5NX7YL3UC, 5742484]
[paragraph, [792.0, 1208.0, 339.0, 36.0], shoonya_1sX1Q5NX7YL3UC, 5742484]
[paragraph, [792.0, 1244.0, 339.0, 36.0], shoonya_1sX1Q5NX7YL3UC, 5742484]
[paragraph, [792.0, 1280.0, 339.0, 36.0], shoonya_1sX1Q5NX7YL3UC, 5742484]
[paragraph, [792.0, 1316.0, 339.0, 36.0], shoonya_1sX1Q5NX7YL3UC, 5742484]
[paragraph, [792.0, 1352.0, 339.0, 36.0], shoonya_1sX1Q5NX7YL3UC, 5742484]
[paragraph, [792.0, 1388.0, 339.0, 36.0], shoonya_1sX1Q5NX7YL3UC, 5742484]
[paragraph, [792.0, 1424.0, 339.0, 36.0], shoonya_1sX1Q5NX7YL3UC, 5742484]
[paragraph, [432.0, 790.0, 344.0, 36.0], 0kHublTmMc, 5742484]
[paragraph, [432.0, 826.0, 344.0, 36.0], 0kHublTmMc, 5742484]
[paragraph, [432.0, 862.0, 344.0, 36.0], 0kHublTmMc, 5742484]
[paragraph, [432.0, 898.0, 344.0, 36.0], 0kHublTmMc, 5742484]
[paragraph, [66.0, 822.0, 343.0, 36.0], u2M5Flrti8, 5742484]
[paragraph, [66.0, 858.0, 343.0, 36.0], u2M5Flrti8, 5742484]
[paragraph, [66.0, 894.0, 343.0, 36.0], u2M5Flrti8, 5742484]
[paragraph, [429.0, 970.0, 340.0, 36.0], cdW6DzVyN0, 5742484]
[paragraph, [429.0, 1006.0, 340.0, 36.0], cdW6DzVyN0, 5742484]
[paragraph, [75.0, 973.0, 331.0, 36.0], fVmITmiaeb, 5742484]
[paragraph, [75.0, 1009.0, 331.0, 36.0], fVmITmiaeb, 5742484]
[paragraph, [75.0, 1045.0, 331.0, 36.0], fVmITmiaeb, 5742484]
[paragraph, [75.0, 1081.0, 331.0, 36.0], fVmITmiaeb, 5742484]
[paragraph, [75.0, 1117.0, 331.0, 36.0], fVmITmiaeb, 5742484]
[paragraph, [75.0, 1153.0, 331.0, 36.0], fVmITmiaeb, 5742484]
[paragraph, [75.0, 1189.0, 331.0, 36.0], fVmITmiaeb, 5742484]
[paragraph, [75.0, 1225.0, 331.0, 36.0], fVmITmiaeb, 5742484]
[paragraph, [75.0, 1261.0, 331.0, 36.0], fVmITmiaeb, 5742484]
[paragraph, [75.0, 1297.0, 331.0, 36.0], fVmITmiaeb, 5742484]
[paragraph, [75.0, 1333.0, 331.0, 36.0], fVmITmiaeb, 5742484]
[paragraph, [75.0, 1369.0, 331.0, 36.0], fVmITmiaeb, 5742484]
[paragraph, [75.0, 1405.0, 331.0, 36.0], fVmITmiaeb, 5742484]
[paragraph, [75.0, 1441.0, 331.0, 36.0], fVmITmiaeb, 5742484]
[paragraph, [414.0, 1062.0, 353.0, 36.0], KdEOlscj-N, 5742484]
[paragraph, [414.0, 1098.0, 353.0, 36.0], KdEOlscj-N, 5742484]
[paragraph, [414.0, 1134.0, 353.0, 36.0], KdEOlscj-N, 5742484]
[paragraph, [414.0, 1170.0, 353.0, 36.0], KdEOlscj-N, 5742484]
[paragraph, [426.0, 1236.0, 338.0, 36.0], 8atGYQWtdY, 5742484]
[paragraph, [426.0, 1272.0, 338.0, 36.0], 8atGYQWtdY, 5742484]
[paragraph, [426.0, 1308.0, 338.0, 36.0], 8atGYQWtdY, 5742484]
[paragraph, [426.0, 1344.0, 338.0, 36.0], 8atGYQWtdY, 5742484]
[paragraph, [426.0, 1380.0, 338.0, 36.0], 8atGYQWtdY, 5742484]
[paragraph, [426.0, 1416.0, 338.0, 36.0], 8atGYQWtdY, 5742484]
[paragraph, [426.0, 1452.0, 338.0, 36.0], 8atGYQWtdY, 5742484]
[footnote, [740.0, 1575.0, 390.0, 36.0], x8Ll7sq1b6, 5742484]
