[1300, 827]
[paragraph, [65.0, 155.0, 705.0, 18.0], f_yybxQygb, 5748532]
[paragraph, [65.0, 173.0, 705.0, 18.0], f_yybxQygb, 5748532]
[paragraph, [65.0, 191.0, 705.0, 18.0], f_yybxQygb, 5748532]
[paragraph, [65.0, 209.0, 705.0, 18.0], f_yybxQygb, 5748532]
[paragraph, [65.0, 227.0, 705.0, 18.0], f_yybxQygb, 5748532]
[paragraph, [65.0, 245.0, 705.0, 18.0], f_yybxQygb, 5748532]
[paragraph, [65.0, 263.0, 705.0, 18.0], f_yybxQygb, 5748532]
[paragraph, [65.0, 281.0, 705.0, 18.0], f_yybxQygb, 5748532]
[paragraph, [65.0, 299.0, 705.0, 18.0], f_yybxQygb, 5748532]
[paragraph, [65.0, 317.0, 705.0, 18.0], f_yybxQygb, 5748532]
[paragraph, [79.0, 358.0, 678.0, 18.0], m3FTJquqVE, 5748532]
[paragraph, [79.0, 376.0, 678.0, 18.0], m3FTJquqVE, 5748532]
[paragraph, [302.0, 408.0, 447.0, 18.0], pDN_BEHcAr, 5748532]
[paragraph, [302.0, 426.0, 447.0, 18.0], pDN_BEHcAr, 5748532]
[paragraph, [302.0, 444.0, 447.0, 18.0], pDN_BEHcAr, 5748532]
[paragraph, [302.0, 462.0, 447.0, 18.0], pDN_BEHcAr, 5748532]
[sidebar, [97.0, 417.0, 127.0, 18.0], kTA8W1BBAD, 5748532]
[sidebar, [97.0, 435.0, 127.0, 18.0], kTA8W1BBAD, 5748532]
[paragraph, [78.0, 491.0, 676.0, 18.0], e0JMPJhfMA, 5748532]
[paragraph, [78.0, 509.0, 676.0, 18.0], e0JMPJhfMA, 5748532]
[paragraph, [78.0, 527.0, 676.0, 18.0], e0JMPJhfMA, 5748532]
[paragraph, [78.0, 545.0, 676.0, 18.0], e0JMPJhfMA, 5748532]
[paragraph, [78.0, 563.0, 676.0, 18.0], e0JMPJhfMA, 5748532]
[paragraph, [78.0, 581.0, 676.0, 18.0], e0JMPJhfMA, 5748532]
[paragraph, [78.0, 599.0, 676.0, 18.0], e0JMPJhfMA, 5748532]
[paragraph, [77.0, 633.0, 678.0, 18.0], shoonya_0sWRL792V982H6, 5748532]
[paragraph, [77.0, 651.0, 678.0, 18.0], shoonya_0sWRL792V982H6, 5748532]
[paragraph, [77.0, 669.0, 678.0, 18.0], shoonya_0sWRL792V982H6, 5748532]
[paragraph, [77.0, 687.0, 678.0, 18.0], shoonya_0sWRL792V982H6, 5748532]
[ordered-list, [75.0, 710.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 728.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 746.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 764.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 782.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 800.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 818.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 836.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 854.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 872.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 890.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 908.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 926.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 944.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 962.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 980.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 998.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 1016.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 1034.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 1052.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 1070.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 1088.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 1106.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 1124.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 1142.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 1160.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 1178.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[ordered-list, [75.0, 1196.0, 682.0, 18.0], IEMKqI2Q6G, 5748532]
[footnote, [509.0, 1258.0, 262.0, 18.0], IG4FQPOySw, 5748532]
