[1818, 1374]
[folio, [463.0, 220.0, 431.0, 36.0], shoonya_1sLS3CO4Q43ZEL, 5682503]
[paragraph, [105.0, 301.0, 391.0, 36.0], shoonya_3sGCENNUW0BUY1, 5682503]
[paragraph, [697.0, 302.0, 560.0, 36.0], qPv-swm76j, 5682503]
[paragraph, [697.0, 338.0, 560.0, 36.0], qPv-swm76j, 5682503]
[paragraph, [697.0, 374.0, 560.0, 36.0], qPv-swm76j, 5682503]
[paragraph, [105.0, 347.0, 570.0, 36.0], shoonya_4sS7VT4CPWUU8M, 5682503]
[paragraph, [105.0, 383.0, 570.0, 36.0], shoonya_4sS7VT4CPWUU8M, 5682503]
[paragraph, [105.0, 419.0, 570.0, 36.0], shoonya_4sS7VT4CPWUU8M, 5682503]
[paragraph, [697.0, 457.0, 559.0, 36.0], u8XV1eUwdA, 5682503]
[paragraph, [697.0, 493.0, 559.0, 36.0], u8XV1eUwdA, 5682503]
[paragraph, [697.0, 529.0, 559.0, 36.0], u8XV1eUwdA, 5682503]
[paragraph, [697.0, 565.0, 559.0, 36.0], u8XV1eUwdA, 5682503]
[paragraph, [697.0, 601.0, 559.0, 36.0], u8XV1eUwdA, 5682503]
[paragraph, [697.0, 637.0, 559.0, 36.0], u8XV1eUwdA, 5682503]
[paragraph, [697.0, 673.0, 559.0, 36.0], u8XV1eUwdA, 5682503]
[paragraph, [697.0, 709.0, 559.0, 36.0], u8XV1eUwdA, 5682503]
[paragraph, [697.0, 745.0, 559.0, 36.0], u8XV1eUwdA, 5682503]
[paragraph, [697.0, 781.0, 559.0, 36.0], u8XV1eUwdA, 5682503]
[paragraph, [697.0, 817.0, 559.0, 36.0], u8XV1eUwdA, 5682503]
[paragraph, [697.0, 853.0, 559.0, 36.0], u8XV1eUwdA, 5682503]
[paragraph, [697.0, 889.0, 559.0, 36.0], u8XV1eUwdA, 5682503]
[paragraph, [697.0, 925.0, 559.0, 36.0], u8XV1eUwdA, 5682503]
[paragraph, [697.0, 961.0, 559.0, 36.0], u8XV1eUwdA, 5682503]
[paragraph, [697.0, 997.0, 559.0, 36.0], u8XV1eUwdA, 5682503]
[paragraph, [697.0, 1033.0, 559.0, 36.0], u8XV1eUwdA, 5682503]
[paragraph, [697.0, 1069.0, 559.0, 36.0], u8XV1eUwdA, 5682503]
[paragraph, [697.0, 1105.0, 559.0, 36.0], u8XV1eUwdA, 5682503]
[paragraph, [104.0, 508.0, 570.0, 36.0], shoonya_6sTR5I0W7UTOSJ, 5682503]
[paragraph, [104.0, 544.0, 570.0, 36.0], shoonya_6sTR5I0W7UTOSJ, 5682503]
[paragraph, [104.0, 580.0, 570.0, 36.0], shoonya_6sTR5I0W7UTOSJ, 5682503]
[paragraph, [162.0, 631.0, 492.0, 36.0], UNyeTk0Ug3, 5682503]
[paragraph, [103.0, 672.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 708.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 744.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 780.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 816.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 852.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 888.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 924.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 960.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 996.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 1032.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 1068.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 1104.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 1140.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 1176.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 1212.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 1248.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 1284.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 1320.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 1356.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 1392.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 1428.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 1464.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 1500.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 1536.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 1572.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 1608.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 1644.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [103.0, 1680.0, 582.0, 36.0], N68JieSYUe, 5682503]
[paragraph, [693.0, 1181.0, 564.0, 36.0], 0pOUUnQQ-A, 5682503]
[paragraph, [693.0, 1217.0, 564.0, 36.0], 0pOUUnQQ-A, 5682503]
[paragraph, [693.0, 1253.0, 564.0, 36.0], 0pOUUnQQ-A, 5682503]
[paragraph, [697.0, 1335.0, 563.0, 36.0], R1LEsrdwvY, 5682503]
[paragraph, [697.0, 1371.0, 563.0, 36.0], R1LEsrdwvY, 5682503]
[paragraph, [696.0, 1412.0, 565.0, 36.0], kTXRbAVO5L, 5682503]
