[3509, 2480]
[paragraph, [375.0, 379.0, 1733.0, 52.5], shoonya_2s4AW0MXW3W7QX, 5724600]
[paragraph, [375.0, 431.5, 1733.0, 52.5], shoonya_2s4AW0MXW3W7QX, 5724600]
[paragraph, [375.0, 484.0, 1733.0, 52.5], shoonya_2s4AW0MXW3W7QX, 5724600]
[paragraph, [375.0, 536.5, 1733.0, 52.5], shoonya_2s4AW0MXW3W7QX, 5724600]
[paragraph, [375.0, 589.0, 1733.0, 52.5], shoonya_2s4AW0MXW3W7QX, 5724600]
[paragraph, [375.0, 641.5, 1733.0, 52.5], shoonya_2s4AW0MXW3W7QX, 5724600]
[paragraph, [375.0, 694.0, 1733.0, 52.5], shoonya_2s4AW0MXW3W7QX, 5724600]
[paragraph, [375.0, 746.5, 1733.0, 52.5], shoonya_2s4AW0MXW3W7QX, 5724600]
[paragraph, [359.0, 880.0, 1760.0, 52.5], 1euJVSqMGY, 5724600]
[paragraph, [359.0, 932.5, 1760.0, 52.5], 1euJVSqMGY, 5724600]
[paragraph, [359.0, 985.0, 1760.0, 52.5], 1euJVSqMGY, 5724600]
[paragraph, [359.0, 1037.5, 1760.0, 52.5], 1euJVSqMGY, 5724600]
[paragraph, [359.0, 1090.0, 1760.0, 52.5], 1euJVSqMGY, 5724600]
[paragraph, [359.0, 1142.5, 1760.0, 52.5], 1euJVSqMGY, 5724600]
[paragraph, [359.0, 1195.0, 1760.0, 52.5], 1euJVSqMGY, 5724600]
[paragraph, [359.0, 1247.5, 1760.0, 52.5], 1euJVSqMGY, 5724600]
[paragraph, [359.0, 1300.0, 1760.0, 52.5], 1euJVSqMGY, 5724600]
[paragraph, [359.0, 1352.5, 1760.0, 52.5], 1euJVSqMGY, 5724600]
[paragraph, [359.0, 1405.0, 1760.0, 52.5], 1euJVSqMGY, 5724600]
[paragraph, [359.0, 1457.5, 1760.0, 52.5], 1euJVSqMGY, 5724600]
[paragraph, [359.0, 1510.0, 1760.0, 52.5], 1euJVSqMGY, 5724600]
[paragraph, [359.0, 1562.5, 1760.0, 52.5], 1euJVSqMGY, 5724600]
[paragraph, [363.0, 1671.0, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 1723.5, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 1776.0, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 1828.5, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 1881.0, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 1933.5, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 1986.0, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 2038.5, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 2091.0, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 2143.5, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 2196.0, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 2248.5, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 2301.0, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 2353.5, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 2406.0, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 2458.5, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 2511.0, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 2563.5, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 2616.0, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 2668.5, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 2721.0, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 2773.5, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 2826.0, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 2878.5, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 2931.0, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 2983.5, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
[paragraph, [363.0, 3036.0, 1760.0, 52.5], shoonya_0sSRQ0C8C0AAHH, 5724600]
