[1839, 1268]
[section-title, [331.0, 228.0, 599.0, 49.5], s6uR6whnr1, 5743873]
[section-title, [331.0, 277.5, 599.0, 49.5], s6uR6whnr1, 5743873]
[section-title, [331.0, 327.0, 599.0, 49.5], s6uR6whnr1, 5743873]
[reference, [156.0, 469.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 505.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 541.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 577.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 613.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 649.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 685.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 721.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 757.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 793.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 829.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 865.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 901.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 937.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 973.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 1009.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 1045.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 1081.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 1117.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 1153.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 1189.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 1225.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 1261.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 1297.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 1333.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 1369.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 1405.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 1441.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 1477.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 1513.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 1549.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 1585.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
[reference, [156.0, 1621.0, 964.0, 36.0], shoonya_0sNCOSB9VSEMHU, 5743873]
