[3509, 2482]
[folio, [873.0, 219.0, 482.0, 52.5], ECNfWWA5ux, 5692186]
[paragraph, [219.0, 341.0, 1736.0, 52.5], shoonya_3sVS4RIY74CAZR, 5692186]
[paragraph, [219.0, 393.5, 1736.0, 52.5], shoonya_3sVS4RIY74CAZR, 5692186]
[paragraph, [219.0, 446.0, 1736.0, 52.5], shoonya_3sVS4RIY74CAZR, 5692186]
[paragraph, [219.0, 498.5, 1736.0, 52.5], shoonya_3sVS4RIY74CAZR, 5692186]
[paragraph, [219.0, 551.0, 1736.0, 52.5], shoonya_3sVS4RIY74CAZR, 5692186]
[paragraph, [219.0, 603.5, 1736.0, 52.5], shoonya_3sVS4RIY74CAZR, 5692186]
[paragraph, [219.0, 656.0, 1736.0, 52.5], shoonya_3sVS4RIY74CAZR, 5692186]
[paragraph, [319.0, 737.0, 816.0, 52.5], bsRonE6sLM, 5692186]
[paragraph, [215.0, 810.0, 1758.0, 52.5], 5lv2-IvfM_, 5692186]
[paragraph, [215.0, 862.5, 1758.0, 52.5], 5lv2-IvfM_, 5692186]
[paragraph, [215.0, 915.0, 1758.0, 52.5], 5lv2-IvfM_, 5692186]
[paragraph, [215.0, 967.5, 1758.0, 52.5], 5lv2-IvfM_, 5692186]
[paragraph, [215.0, 1020.0, 1758.0, 52.5], 5lv2-IvfM_, 5692186]
[paragraph, [224.0, 1120.0, 1738.0, 52.5], shoonya_1sNS1Z5BCM1QMA, 5692186]
[paragraph, [224.0, 1172.5, 1738.0, 52.5], shoonya_1sNS1Z5BCM1QMA, 5692186]
[paragraph, [224.0, 1225.0, 1738.0, 52.5], shoonya_1sNS1Z5BCM1QMA, 5692186]
[paragraph, [224.0, 1277.5, 1738.0, 52.5], shoonya_1sNS1Z5BCM1QMA, 5692186]
[paragraph, [224.0, 1330.0, 1738.0, 52.5], shoonya_1sNS1Z5BCM1QMA, 5692186]
[paragraph, [224.0, 1382.5, 1738.0, 52.5], shoonya_1sNS1Z5BCM1QMA, 5692186]
[paragraph, [224.0, 1435.0, 1738.0, 52.5], shoonya_1sNS1Z5BCM1QMA, 5692186]
[paragraph, [224.0, 1487.5, 1738.0, 52.5], shoonya_1sNS1Z5BCM1QMA, 5692186]
[paragraph, [224.0, 1540.0, 1738.0, 52.5], shoonya_1sNS1Z5BCM1QMA, 5692186]
[paragraph, [224.0, 1592.5, 1738.0, 52.5], shoonya_1sNS1Z5BCM1QMA, 5692186]
[paragraph, [215.0, 1668.0, 450.0, 52.5], CLskGVC7fP, 5692186]
[paragraph, [215.0, 1744.0, 1764.0, 52.5], shoonya_0sUQ9IQCNU16L0, 5692186]
[paragraph, [215.0, 1796.5, 1764.0, 52.5], shoonya_0sUQ9IQCNU16L0, 5692186]
[paragraph, [215.0, 1849.0, 1764.0, 52.5], shoonya_0sUQ9IQCNU16L0, 5692186]
[paragraph, [215.0, 1901.5, 1764.0, 52.5], shoonya_0sUQ9IQCNU16L0, 5692186]
[paragraph, [215.0, 1954.0, 1764.0, 52.5], shoonya_0sUQ9IQCNU16L0, 5692186]
[paragraph, [215.0, 2006.5, 1764.0, 52.5], shoonya_0sUQ9IQCNU16L0, 5692186]
[paragraph, [215.0, 2059.0, 1764.0, 52.5], shoonya_0sUQ9IQCNU16L0, 5692186]
[paragraph, [215.0, 2111.5, 1764.0, 52.5], shoonya_0sUQ9IQCNU16L0, 5692186]
[paragraph, [215.0, 2164.0, 1764.0, 52.5], shoonya_0sUQ9IQCNU16L0, 5692186]
[paragraph, [215.0, 2216.5, 1764.0, 52.5], shoonya_0sUQ9IQCNU16L0, 5692186]
[paragraph, [215.0, 2269.0, 1764.0, 52.5], shoonya_0sUQ9IQCNU16L0, 5692186]
[paragraph, [215.0, 2321.5, 1764.0, 52.5], shoonya_0sUQ9IQCNU16L0, 5692186]
[paragraph, [215.0, 2374.0, 1764.0, 52.5], shoonya_0sUQ9IQCNU16L0, 5692186]
[paragraph, [215.0, 2426.5, 1764.0, 52.5], shoonya_0sUQ9IQCNU16L0, 5692186]
[paragraph, [215.0, 2479.0, 1764.0, 52.5], shoonya_0sUQ9IQCNU16L0, 5692186]
[paragraph, [215.0, 2531.5, 1764.0, 52.5], shoonya_0sUQ9IQCNU16L0, 5692186]
[paragraph, [215.0, 2584.0, 1764.0, 52.5], shoonya_0sUQ9IQCNU16L0, 5692186]
[paragraph, [215.0, 2636.5, 1764.0, 52.5], shoonya_0sUQ9IQCNU16L0, 5692186]
[author, [1461.0, 2700.0, 546.0, 52.5], shoonya_2s1VX56A1RDI11, 5692186]
[author, [1461.0, 2752.5, 546.0, 52.5], shoonya_2s1VX56A1RDI11, 5692186]
[author, [1461.0, 2805.0, 546.0, 52.5], shoonya_2s1VX56A1RDI11, 5692186]
[author, [1461.0, 2857.5, 546.0, 52.5], shoonya_2s1VX56A1RDI11, 5692186]
[paragraph, [248.0, 2926.0, 1740.0, 52.5], YO2WhdKDWW, 5692186]
[paragraph, [248.0, 2978.5, 1740.0, 52.5], YO2WhdKDWW, 5692186]
[paragraph, [248.0, 3031.0, 1740.0, 52.5], YO2WhdKDWW, 5692186]
[paragraph, [248.0, 3083.5, 1740.0, 52.5], YO2WhdKDWW, 5692186]
[paragraph, [248.0, 3136.0, 1740.0, 52.5], YO2WhdKDWW, 5692186]
[paragraph, [248.0, 3188.5, 1740.0, 52.5], YO2WhdKDWW, 5692186]
[paragraph, [248.0, 3241.0, 1740.0, 52.5], YO2WhdKDWW, 5692186]
