[1364, 836]
[folio, [94.0, 61.0, 117.0, 18.0], XsbLPppUNA, 5782149]
[folio, [94.0, 79.0, 117.0, 18.0], XsbLPppUNA, 5782149]
[section-title, [282.0, 118.0, 264.0, 30.0], uHnUAH3AMu, 5782149]
[figure-caption, [635.0, 697.0, 99.0, 18.0], shoonya_6sAMVYM9Q8J56L, 5782149]
[figure-caption, [203.0, 708.0, 419.0, 18.0], shoonya_4sXNHKOLSNZ7G7, 5782149]
[paragraph, [87.0, 755.0, 653.0, 18.0], shoonya_5s3NTPR0C9E0AL, 5782149]
[paragraph, [87.0, 773.0, 653.0, 18.0], shoonya_5s3NTPR0C9E0AL, 5782149]
[ordered-list, [88.0, 805.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
[ordered-list, [88.0, 823.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
[ordered-list, [88.0, 841.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
[ordered-list, [88.0, 859.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
[ordered-list, [88.0, 877.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
[ordered-list, [88.0, 895.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
[ordered-list, [88.0, 913.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
[ordered-list, [88.0, 931.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
[ordered-list, [88.0, 949.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
[ordered-list, [88.0, 967.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
[ordered-list, [88.0, 985.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
[ordered-list, [88.0, 1003.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
[ordered-list, [88.0, 1021.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
[ordered-list, [88.0, 1039.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
[ordered-list, [88.0, 1057.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
[ordered-list, [88.0, 1075.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
[ordered-list, [88.0, 1093.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
[ordered-list, [88.0, 1111.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
[ordered-list, [88.0, 1129.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
[ordered-list, [88.0, 1147.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
[ordered-list, [88.0, 1165.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
[ordered-list, [88.0, 1183.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
[ordered-list, [88.0, 1201.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
[ordered-list, [88.0, 1219.0, 650.0, 18.0], shoonya_3s8XTIMDSOOREB, 5782149]
