[2032, 1447]
[paragraph, [223.0, 195.0, 1087.0, 36.0], shoonya_4sXAXQS8NVTWR0, 5650953]
[paragraph, [223.0, 231.0, 1087.0, 36.0], shoonya_4sXAXQS8NVTWR0, 5650953]
[paragraph, [223.0, 267.0, 1087.0, 36.0], shoonya_4sXAXQS8NVTWR0, 5650953]
[paragraph, [225.0, 359.0, 1089.0, 36.0], shoonya_6sYX76LE7Z8UTR, 5650953]
[paragraph, [225.0, 395.0, 1089.0, 36.0], shoonya_6sYX76LE7Z8UTR, 5650953]
[paragraph, [225.0, 431.0, 1089.0, 36.0], shoonya_6sYX76LE7Z8UTR, 5650953]
[paragraph, [225.0, 467.0, 1089.0, 36.0], shoonya_6sYX76LE7Z8UTR, 5650953]
[paragraph, [225.0, 503.0, 1089.0, 36.0], shoonya_6sYX76LE7Z8UTR, 5650953]
[paragraph, [225.0, 539.0, 1089.0, 36.0], shoonya_6sYX76LE7Z8UTR, 5650953]
[paragraph, [225.0, 575.0, 1089.0, 36.0], shoonya_6sYX76LE7Z8UTR, 5650953]
[paragraph, [216.0, 650.0, 1093.0, 36.0], shoonya_0sHWIOJR68F15W, 5650953]
[paragraph, [216.0, 686.0, 1093.0, 36.0], shoonya_0sHWIOJR68F15W, 5650953]
[paragraph, [216.0, 722.0, 1093.0, 36.0], shoonya_0sHWIOJR68F15W, 5650953]
[paragraph, [216.0, 758.0, 1093.0, 36.0], shoonya_0sHWIOJR68F15W, 5650953]
[paragraph, [216.0, 794.0, 1093.0, 36.0], shoonya_0sHWIOJR68F15W, 5650953]
[paragraph, [216.0, 830.0, 1093.0, 36.0], shoonya_0sHWIOJR68F15W, 5650953]
[paragraph, [216.0, 866.0, 1093.0, 36.0], shoonya_0sHWIOJR68F15W, 5650953]
[paragraph, [216.0, 902.0, 1093.0, 36.0], shoonya_0sHWIOJR68F15W, 5650953]
[paragraph, [216.0, 938.0, 1093.0, 36.0], shoonya_0sHWIOJR68F15W, 5650953]
[paragraph, [216.0, 974.0, 1093.0, 36.0], shoonya_0sHWIOJR68F15W, 5650953]
[paragraph, [216.0, 1010.0, 1093.0, 36.0], shoonya_0sHWIOJR68F15W, 5650953]
[paragraph, [216.0, 1046.0, 1093.0, 36.0], shoonya_0sHWIOJR68F15W, 5650953]
[paragraph, [216.0, 1082.0, 1093.0, 36.0], shoonya_0sHWIOJR68F15W, 5650953]
[paragraph, [216.0, 1118.0, 1093.0, 36.0], shoonya_0sHWIOJR68F15W, 5650953]
[paragraph, [216.0, 1154.0, 1093.0, 36.0], shoonya_0sHWIOJR68F15W, 5650953]
[paragraph, [216.0, 1190.0, 1093.0, 36.0], shoonya_0sHWIOJR68F15W, 5650953]
[paragraph, [222.0, 1280.0, 1091.0, 36.0], shoonya_3sUL26RASNRCVW, 5650953]
[paragraph, [222.0, 1316.0, 1091.0, 36.0], shoonya_3sUL26RASNRCVW, 5650953]
[paragraph, [222.0, 1352.0, 1091.0, 36.0], shoonya_3sUL26RASNRCVW, 5650953]
[paragraph, [222.0, 1388.0, 1091.0, 36.0], shoonya_3sUL26RASNRCVW, 5650953]
[paragraph, [222.0, 1424.0, 1091.0, 36.0], shoonya_3sUL26RASNRCVW, 5650953]
[paragraph, [222.0, 1506.0, 1088.0, 36.0], shoonya_2sVEC6N2Y1ITQL, 5650953]
[paragraph, [222.0, 1542.0, 1088.0, 36.0], shoonya_2sVEC6N2Y1ITQL, 5650953]
[paragraph, [222.0, 1578.0, 1088.0, 36.0], shoonya_2sVEC6N2Y1ITQL, 5650953]
[paragraph, [222.0, 1614.0, 1088.0, 36.0], shoonya_2sVEC6N2Y1ITQL, 5650953]
[paragraph, [222.0, 1650.0, 1088.0, 36.0], shoonya_2sVEC6N2Y1ITQL, 5650953]
[paragraph, [222.0, 1686.0, 1088.0, 36.0], shoonya_2sVEC6N2Y1ITQL, 5650953]
[paragraph, [222.0, 1722.0, 1088.0, 36.0], shoonya_2sVEC6N2Y1ITQL, 5650953]
[paragraph, [228.0, 1805.0, 1082.0, 36.0], shoonya_5s3BXGE5UT1GUB, 5650953]
[paragraph, [228.0, 1841.0, 1082.0, 36.0], shoonya_5s3BXGE5UT1GUB, 5650953]
[paragraph, [228.0, 1877.0, 1082.0, 36.0], shoonya_5s3BXGE5UT1GUB, 5650953]
