[1298, 853]
[section-title, [298.0, 68.0, 245.0, 30.0], shoonya_3s672WTWTTMKJ5, 5709620]
[paragraph, [67.0, 114.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 132.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 150.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 168.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 186.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 204.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 222.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 240.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 258.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 276.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 294.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 312.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 330.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 348.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 366.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 384.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 402.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 420.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 438.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 456.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 474.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 492.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 510.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 528.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 546.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [67.0, 564.0, 719.0, 18.0], shoonya_1sPKUF6CBDULPV, 5709620]
[paragraph, [68.0, 604.0, 717.0, 18.0], shoonya_2sADEPXOE18ERV, 5709620]
[paragraph, [68.0, 622.0, 717.0, 18.0], shoonya_2sADEPXOE18ERV, 5709620]
[paragraph, [68.0, 640.0, 717.0, 18.0], shoonya_2sADEPXOE18ERV, 5709620]
[paragraph, [68.0, 658.0, 717.0, 18.0], shoonya_2sADEPXOE18ERV, 5709620]
[paragraph, [68.0, 676.0, 717.0, 18.0], shoonya_2sADEPXOE18ERV, 5709620]
[paragraph, [68.0, 694.0, 717.0, 18.0], shoonya_2sADEPXOE18ERV, 5709620]
[paragraph, [68.0, 712.0, 717.0, 18.0], shoonya_2sADEPXOE18ERV, 5709620]
[paragraph, [68.0, 730.0, 717.0, 18.0], shoonya_2sADEPXOE18ERV, 5709620]
[paragraph, [68.0, 748.0, 717.0, 18.0], shoonya_2sADEPXOE18ERV, 5709620]
[paragraph, [68.0, 766.0, 717.0, 18.0], shoonya_2sADEPXOE18ERV, 5709620]
[paragraph, [68.0, 784.0, 717.0, 18.0], shoonya_2sADEPXOE18ERV, 5709620]
[paragraph, [68.0, 802.0, 717.0, 18.0], shoonya_2sADEPXOE18ERV, 5709620]
[paragraph, [68.0, 820.0, 717.0, 18.0], shoonya_2sADEPXOE18ERV, 5709620]
[paragraph, [73.0, 857.0, 731.0, 18.0], shoonya_0sSL32EPRTJVZV, 5709620]
[paragraph, [73.0, 875.0, 731.0, 18.0], shoonya_0sSL32EPRTJVZV, 5709620]
[paragraph, [73.0, 893.0, 731.0, 18.0], shoonya_0sSL32EPRTJVZV, 5709620]
[paragraph, [73.0, 911.0, 731.0, 18.0], shoonya_0sSL32EPRTJVZV, 5709620]
[paragraph, [73.0, 929.0, 731.0, 18.0], shoonya_0sSL32EPRTJVZV, 5709620]
[paragraph, [73.0, 947.0, 731.0, 18.0], shoonya_0sSL32EPRTJVZV, 5709620]
[paragraph, [73.0, 965.0, 731.0, 18.0], shoonya_0sSL32EPRTJVZV, 5709620]
[paragraph, [73.0, 983.0, 731.0, 18.0], shoonya_0sSL32EPRTJVZV, 5709620]
[paragraph, [73.0, 1001.0, 731.0, 18.0], shoonya_0sSL32EPRTJVZV, 5709620]
[paragraph, [73.0, 1019.0, 731.0, 18.0], shoonya_0sSL32EPRTJVZV, 5709620]
[paragraph, [73.0, 1037.0, 731.0, 18.0], shoonya_0sSL32EPRTJVZV, 5709620]
[paragraph, [73.0, 1055.0, 731.0, 18.0], shoonya_0sSL32EPRTJVZV, 5709620]
[paragraph, [73.0, 1073.0, 731.0, 18.0], shoonya_0sSL32EPRTJVZV, 5709620]
[paragraph, [73.0, 1091.0, 731.0, 18.0], shoonya_0sSL32EPRTJVZV, 5709620]
[paragraph, [73.0, 1109.0, 731.0, 18.0], shoonya_0sSL32EPRTJVZV, 5709620]
[paragraph, [73.0, 1127.0, 731.0, 18.0], shoonya_0sSL32EPRTJVZV, 5709620]
[paragraph, [73.0, 1145.0, 731.0, 18.0], shoonya_0sSL32EPRTJVZV, 5709620]
[paragraph, [73.0, 1163.0, 731.0, 18.0], shoonya_0sSL32EPRTJVZV, 5709620]
[paragraph, [111.0, 1189.0, 676.0, 18.0], 0IA79vIWra, 5709620]
[paragraph, [111.0, 1207.0, 676.0, 18.0], 0IA79vIWra, 5709620]
