[1754, 1240]
[section-title, [141.0, 208.0, 269.0, 49.5], shoonya_1sOH0TLELUIS0X, 6477995]
[paragraph, [125.0, 271.0, 978.0, 36.0], shoonya_4sAIAU6Z1W4YL5, 6477995]
[paragraph, [125.0, 307.0, 978.0, 36.0], shoonya_4sAIAU6Z1W4YL5, 6477995]
[paragraph, [125.0, 343.0, 978.0, 36.0], shoonya_4sAIAU6Z1W4YL5, 6477995]
[paragraph, [125.0, 379.0, 978.0, 36.0], shoonya_4sAIAU6Z1W4YL5, 6477995]
[paragraph, [125.0, 415.0, 978.0, 36.0], shoonya_4sAIAU6Z1W4YL5, 6477995]
[paragraph, [125.0, 451.0, 978.0, 36.0], shoonya_4sAIAU6Z1W4YL5, 6477995]
[paragraph, [125.0, 487.0, 978.0, 36.0], shoonya_4sAIAU6Z1W4YL5, 6477995]
[paragraph, [122.0, 577.0, 983.0, 36.0], KMenjCpfmV, 6477995]
[paragraph, [122.0, 613.0, 983.0, 36.0], KMenjCpfmV, 6477995]
[paragraph, [122.0, 649.0, 983.0, 36.0], KMenjCpfmV, 6477995]
[paragraph, [122.0, 685.0, 983.0, 36.0], KMenjCpfmV, 6477995]
[paragraph, [124.0, 743.0, 229.0, 36.0], shoonya_0sWXYL2R2WQLY5, 6477995]
[contact-info, [126.0, 808.0, 479.0, 36.0], JVmLJfu_gD, 6477995]
