[2338, 1654]
[paragraph, [185.0, 226.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 262.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 298.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 334.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 370.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 406.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 442.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 478.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 514.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 550.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 586.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 622.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 658.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 694.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 730.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 766.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 802.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 838.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 874.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 910.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 946.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 982.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1018.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1054.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1090.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1126.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1162.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1198.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1234.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1270.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1306.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1342.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1378.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1414.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1450.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1486.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1522.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1558.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1594.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1630.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1666.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1702.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1738.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1774.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1810.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [185.0, 1846.0, 1196.0, 36.0], shoonya_0sH9FQOYQ39UM6, 5753902]
[paragraph, [188.0, 1889.0, 1198.0, 36.0], shoonya_1sRBJ64FPKONI8, 5753902]
[paragraph, [188.0, 1925.0, 1198.0, 36.0], shoonya_1sRBJ64FPKONI8, 5753902]
[paragraph, [188.0, 1961.0, 1198.0, 36.0], shoonya_1sRBJ64FPKONI8, 5753902]
[paragraph, [188.0, 1997.0, 1198.0, 36.0], shoonya_1sRBJ64FPKONI8, 5753902]
[paragraph, [188.0, 2033.0, 1198.0, 36.0], shoonya_1sRBJ64FPKONI8, 5753902]
[paragraph, [188.0, 2069.0, 1198.0, 36.0], shoonya_1sRBJ64FPKONI8, 5753902]
