[3509, 2482]
[folio, [852.0, 207.0, 472.0, 52.5], shoonya_1sNIQYOL6SZU3B, 5691771]
[folio, [852.0, 259.5, 472.0, 52.5], shoonya_1sNIQYOL6SZU3B, 5691771]
[paragraph, [124.0, 344.0, 1945.0, 52.5], YZ2TMPiwW7, 5691771]
[paragraph, [124.0, 396.5, 1945.0, 52.5], YZ2TMPiwW7, 5691771]
[paragraph, [124.0, 449.0, 1945.0, 52.5], YZ2TMPiwW7, 5691771]
[paragraph, [124.0, 501.5, 1945.0, 52.5], YZ2TMPiwW7, 5691771]
[paragraph, [139.0, 591.0, 1942.0, 52.5], uBO58k3THs, 5691771]
[paragraph, [139.0, 643.5, 1942.0, 52.5], uBO58k3THs, 5691771]
[paragraph, [139.0, 696.0, 1942.0, 52.5], uBO58k3THs, 5691771]
[paragraph, [139.0, 748.5, 1942.0, 52.5], uBO58k3THs, 5691771]
[paragraph, [220.0, 825.0, 1104.0, 52.5], SGchU8NrtV, 5691771]
[paragraph, [161.0, 904.0, 1880.0, 52.5], HhjWpppQi6, 5691771]
[paragraph, [161.0, 956.5, 1880.0, 52.5], HhjWpppQi6, 5691771]
[paragraph, [117.0, 1051.0, 1929.0, 52.5], T3YjuBDdih, 5691771]
[paragraph, [117.0, 1103.5, 1929.0, 52.5], T3YjuBDdih, 5691771]
[paragraph, [117.0, 1156.0, 1929.0, 52.5], T3YjuBDdih, 5691771]
[paragraph, [117.0, 1208.5, 1929.0, 52.5], T3YjuBDdih, 5691771]
[paragraph, [117.0, 1261.0, 1929.0, 52.5], T3YjuBDdih, 5691771]
[paragraph, [117.0, 1313.5, 1929.0, 52.5], T3YjuBDdih, 5691771]
[paragraph, [117.0, 1366.0, 1929.0, 52.5], T3YjuBDdih, 5691771]
[paragraph, [175.0, 1445.0, 1866.0, 52.5], uOBIpl6i3Q, 5691771]
[paragraph, [175.0, 1497.5, 1866.0, 52.5], uOBIpl6i3Q, 5691771]
[paragraph, [175.0, 1550.0, 1866.0, 52.5], uOBIpl6i3Q, 5691771]
[paragraph, [175.0, 1602.5, 1866.0, 52.5], uOBIpl6i3Q, 5691771]
[paragraph, [175.0, 1655.0, 1866.0, 52.5], uOBIpl6i3Q, 5691771]
[paragraph, [139.0, 1755.0, 1890.0, 52.5], x36JKPegO4, 5691771]
[paragraph, [139.0, 1807.5, 1890.0, 52.5], x36JKPegO4, 5691771]
[paragraph, [139.0, 1860.0, 1890.0, 52.5], x36JKPegO4, 5691771]
[paragraph, [139.0, 1912.5, 1890.0, 52.5], x36JKPegO4, 5691771]
[paragraph, [139.0, 1965.0, 1890.0, 52.5], x36JKPegO4, 5691771]
[paragraph, [220.0, 2067.0, 1274.0, 52.5], KTmNfsYKLC, 5691771]
[paragraph, [136.0, 2148.0, 1901.0, 52.5], kGMsvBYcbb, 5691771]
[paragraph, [136.0, 2200.5, 1901.0, 52.5], kGMsvBYcbb, 5691771]
[paragraph, [136.0, 2253.0, 1901.0, 52.5], kGMsvBYcbb, 5691771]
[paragraph, [136.0, 2305.5, 1901.0, 52.5], kGMsvBYcbb, 5691771]
[paragraph, [136.0, 2358.0, 1901.0, 52.5], kGMsvBYcbb, 5691771]
[paragraph, [136.0, 2410.5, 1901.0, 52.5], kGMsvBYcbb, 5691771]
[paragraph, [136.0, 2463.0, 1901.0, 52.5], kGMsvBYcbb, 5691771]
[paragraph, [136.0, 2515.5, 1901.0, 52.5], kGMsvBYcbb, 5691771]
[paragraph, [130.0, 2612.0, 1904.0, 52.5], shoonya_0s968MAAVMWO7B, 5691771]
[paragraph, [130.0, 2664.5, 1904.0, 52.5], shoonya_0s968MAAVMWO7B, 5691771]
[paragraph, [130.0, 2717.0, 1904.0, 52.5], shoonya_0s968MAAVMWO7B, 5691771]
[paragraph, [130.0, 2769.5, 1904.0, 52.5], shoonya_0s968MAAVMWO7B, 5691771]
[paragraph, [130.0, 2822.0, 1904.0, 52.5], shoonya_0s968MAAVMWO7B, 5691771]
[paragraph, [130.0, 2874.5, 1904.0, 52.5], shoonya_0s968MAAVMWO7B, 5691771]
[paragraph, [130.0, 2927.0, 1904.0, 52.5], shoonya_0s968MAAVMWO7B, 5691771]
[paragraph, [130.0, 2979.5, 1904.0, 52.5], shoonya_0s968MAAVMWO7B, 5691771]
[paragraph, [130.0, 3032.0, 1904.0, 52.5], shoonya_0s968MAAVMWO7B, 5691771]
[paragraph, [130.0, 3084.5, 1904.0, 52.5], shoonya_0s968MAAVMWO7B, 5691771]
[paragraph, [130.0, 3137.0, 1904.0, 52.5], shoonya_0s968MAAVMWO7B, 5691771]
[paragraph, [130.0, 3189.5, 1904.0, 52.5], shoonya_0s968MAAVMWO7B, 5691771]
[paragraph, [130.0, 3242.0, 1904.0, 52.5], shoonya_0s968MAAVMWO7B, 5691771]
[paragraph, [130.0, 3294.5, 1904.0, 52.5], shoonya_0s968MAAVMWO7B, 5691771]
