[2000, 1414]
[paragraph, [76.0, 247.0, 575.0, 36.0], sHlGu9rchq, 6492003]
[paragraph, [76.0, 283.0, 575.0, 36.0], sHlGu9rchq, 6492003]
[paragraph, [76.0, 319.0, 575.0, 36.0], sHlGu9rchq, 6492003]
[paragraph, [76.0, 355.0, 575.0, 36.0], sHlGu9rchq, 6492003]
[paragraph, [1026.0, 247.0, 293.0, 36.0], 5ol_7q4H4b, 6492003]
[paragraph, [1026.0, 283.0, 293.0, 36.0], 5ol_7q4H4b, 6492003]
[paragraph, [1026.0, 319.0, 293.0, 36.0], 5ol_7q4H4b, 6492003]
[paragraph, [1026.0, 355.0, 293.0, 36.0], 5ol_7q4H4b, 6492003]
[paragraph, [1026.0, 391.0, 293.0, 36.0], 5ol_7q4H4b, 6492003]
[paragraph, [1026.0, 427.0, 293.0, 36.0], 5ol_7q4H4b, 6492003]
[paragraph, [1026.0, 463.0, 293.0, 36.0], 5ol_7q4H4b, 6492003]
[paragraph, [1026.0, 499.0, 293.0, 36.0], 5ol_7q4H4b, 6492003]
[paragraph, [1026.0, 535.0, 293.0, 36.0], 5ol_7q4H4b, 6492003]
[paragraph, [1026.0, 571.0, 293.0, 36.0], 5ol_7q4H4b, 6492003]
[paragraph, [720.0, 249.0, 272.0, 36.0], bbBopOWEDf, 6492003]
[paragraph, [720.0, 285.0, 272.0, 36.0], bbBopOWEDf, 6492003]
[paragraph, [720.0, 321.0, 272.0, 36.0], bbBopOWEDf, 6492003]
[paragraph, [720.0, 357.0, 272.0, 36.0], bbBopOWEDf, 6492003]
[paragraph, [720.0, 393.0, 272.0, 36.0], bbBopOWEDf, 6492003]
[paragraph, [720.0, 429.0, 272.0, 36.0], bbBopOWEDf, 6492003]
[paragraph, [720.0, 465.0, 272.0, 36.0], bbBopOWEDf, 6492003]
[paragraph, [720.0, 501.0, 272.0, 36.0], bbBopOWEDf, 6492003]
[paragraph, [720.0, 537.0, 272.0, 36.0], bbBopOWEDf, 6492003]
[paragraph, [720.0, 573.0, 272.0, 36.0], bbBopOWEDf, 6492003]
[paragraph, [709.0, 684.0, 286.0, 36.0], vYs2iET_QM, 6492003]
[paragraph, [709.0, 720.0, 286.0, 36.0], vYs2iET_QM, 6492003]
[paragraph, [709.0, 756.0, 286.0, 36.0], vYs2iET_QM, 6492003]
[paragraph, [709.0, 792.0, 286.0, 36.0], vYs2iET_QM, 6492003]
[paragraph, [709.0, 828.0, 286.0, 36.0], vYs2iET_QM, 6492003]
[paragraph, [709.0, 864.0, 286.0, 36.0], vYs2iET_QM, 6492003]
[paragraph, [709.0, 900.0, 286.0, 36.0], vYs2iET_QM, 6492003]
[paragraph, [709.0, 936.0, 286.0, 36.0], vYs2iET_QM, 6492003]
[paragraph, [709.0, 972.0, 286.0, 36.0], vYs2iET_QM, 6492003]
[paragraph, [709.0, 1008.0, 286.0, 36.0], vYs2iET_QM, 6492003]
[paragraph, [709.0, 1044.0, 286.0, 36.0], vYs2iET_QM, 6492003]
[paragraph, [1022.0, 686.0, 306.0, 36.0], jWZuyfSkuH, 6492003]
[paragraph, [1022.0, 722.0, 306.0, 36.0], jWZuyfSkuH, 6492003]
[paragraph, [1022.0, 758.0, 306.0, 36.0], jWZuyfSkuH, 6492003]
[paragraph, [1022.0, 794.0, 306.0, 36.0], jWZuyfSkuH, 6492003]
[paragraph, [1022.0, 830.0, 306.0, 36.0], jWZuyfSkuH, 6492003]
[paragraph, [1022.0, 866.0, 306.0, 36.0], jWZuyfSkuH, 6492003]
[paragraph, [1022.0, 902.0, 306.0, 36.0], jWZuyfSkuH, 6492003]
[paragraph, [1022.0, 938.0, 306.0, 36.0], jWZuyfSkuH, 6492003]
[paragraph, [1022.0, 974.0, 306.0, 36.0], jWZuyfSkuH, 6492003]
[paragraph, [1022.0, 1010.0, 306.0, 36.0], jWZuyfSkuH, 6492003]
[paragraph, [1022.0, 1046.0, 306.0, 36.0], jWZuyfSkuH, 6492003]
[paragraph, [399.0, 1159.0, 260.0, 36.0], JRvSa35_Xy, 6492003]
[paragraph, [399.0, 1195.0, 260.0, 36.0], JRvSa35_Xy, 6492003]
[paragraph, [399.0, 1231.0, 260.0, 36.0], JRvSa35_Xy, 6492003]
[paragraph, [399.0, 1267.0, 260.0, 36.0], JRvSa35_Xy, 6492003]
[paragraph, [399.0, 1303.0, 260.0, 36.0], JRvSa35_Xy, 6492003]
[paragraph, [399.0, 1339.0, 260.0, 36.0], JRvSa35_Xy, 6492003]
[paragraph, [399.0, 1375.0, 260.0, 36.0], JRvSa35_Xy, 6492003]
[paragraph, [399.0, 1411.0, 260.0, 36.0], JRvSa35_Xy, 6492003]
[paragraph, [77.0, 1238.0, 268.0, 36.0], Re4E5ugFJN, 6492003]
[paragraph, [77.0, 1274.0, 268.0, 36.0], Re4E5ugFJN, 6492003]
[paragraph, [77.0, 1310.0, 268.0, 36.0], Re4E5ugFJN, 6492003]
[paragraph, [77.0, 1346.0, 268.0, 36.0], Re4E5ugFJN, 6492003]
[paragraph, [77.0, 1382.0, 268.0, 36.0], Re4E5ugFJN, 6492003]
[paragraph, [77.0, 1418.0, 268.0, 36.0], Re4E5ugFJN, 6492003]
[paragraph, [77.0, 1454.0, 268.0, 36.0], Re4E5ugFJN, 6492003]
[paragraph, [77.0, 1490.0, 268.0, 36.0], Re4E5ugFJN, 6492003]
[paragraph, [396.0, 1507.0, 270.0, 36.0], WsrPd9RDfd, 6492003]
[paragraph, [396.0, 1543.0, 270.0, 36.0], WsrPd9RDfd, 6492003]
[paragraph, [396.0, 1579.0, 270.0, 36.0], WsrPd9RDfd, 6492003]
[paragraph, [396.0, 1615.0, 270.0, 36.0], WsrPd9RDfd, 6492003]
