[2339, 1653]
[paragraph, [312.0, 166.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 202.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 238.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 274.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 310.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 346.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 382.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 418.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 454.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 490.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 526.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 562.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 598.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 634.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 670.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 706.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 742.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 778.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 814.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 850.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 886.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 922.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 958.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 994.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 1030.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 1066.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 1102.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 1138.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 1174.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [312.0, 1210.0, 1170.0, 36.0], shoonya_1s7XJ3HP7VCUPL, 5734315]
[paragraph, [324.0, 1280.0, 1138.0, 36.0], shoonya_0sZ4QKZCQCBBLF, 5734315]
[paragraph, [324.0, 1316.0, 1138.0, 36.0], shoonya_0sZ4QKZCQCBBLF, 5734315]
[paragraph, [324.0, 1352.0, 1138.0, 36.0], shoonya_0sZ4QKZCQCBBLF, 5734315]
[paragraph, [324.0, 1388.0, 1138.0, 36.0], shoonya_0sZ4QKZCQCBBLF, 5734315]
[paragraph, [324.0, 1424.0, 1138.0, 36.0], shoonya_0sZ4QKZCQCBBLF, 5734315]
[paragraph, [324.0, 1460.0, 1138.0, 36.0], shoonya_0sZ4QKZCQCBBLF, 5734315]
[paragraph, [324.0, 1496.0, 1138.0, 36.0], shoonya_0sZ4QKZCQCBBLF, 5734315]
[paragraph, [324.0, 1532.0, 1138.0, 36.0], shoonya_0sZ4QKZCQCBBLF, 5734315]
[paragraph, [324.0, 1568.0, 1138.0, 36.0], shoonya_0sZ4QKZCQCBBLF, 5734315]
[paragraph, [324.0, 1604.0, 1138.0, 36.0], shoonya_0sZ4QKZCQCBBLF, 5734315]
[paragraph, [324.0, 1640.0, 1138.0, 36.0], shoonya_0sZ4QKZCQCBBLF, 5734315]
[paragraph, [324.0, 1676.0, 1138.0, 36.0], shoonya_0sZ4QKZCQCBBLF, 5734315]
[paragraph, [324.0, 1712.0, 1138.0, 36.0], shoonya_0sZ4QKZCQCBBLF, 5734315]
[paragraph, [324.0, 1748.0, 1138.0, 36.0], shoonya_0sZ4QKZCQCBBLF, 5734315]
[paragraph, [324.0, 1784.0, 1138.0, 36.0], shoonya_0sZ4QKZCQCBBLF, 5734315]
[paragraph, [324.0, 1820.0, 1138.0, 36.0], shoonya_0sZ4QKZCQCBBLF, 5734315]
[paragraph, [324.0, 1856.0, 1138.0, 36.0], shoonya_0sZ4QKZCQCBBLF, 5734315]
[paragraph, [324.0, 1892.0, 1138.0, 36.0], shoonya_0sZ4QKZCQCBBLF, 5734315]
[paragraph, [324.0, 1928.0, 1138.0, 36.0], shoonya_0sZ4QKZCQCBBLF, 5734315]
[paragraph, [324.0, 1964.0, 1138.0, 36.0], shoonya_0sZ4QKZCQCBBLF, 5734315]
[paragraph, [324.0, 2000.0, 1138.0, 36.0], shoonya_0sZ4QKZCQCBBLF, 5734315]
[paragraph, [324.0, 2036.0, 1138.0, 36.0], shoonya_0sZ4QKZCQCBBLF, 5734315]
[paragraph, [324.0, 2072.0, 1138.0, 36.0], shoonya_0sZ4QKZCQCBBLF, 5734315]
[folio, [813.0, 2159.0, 576.0, 36.0], UAAlJMym01, 5734315]
