[1806, 1262]
[folio, [158.0, 101.0, 515.0, 36.0], shoonya_5s5IQFCSO8SY2W, 5681239]
[paragraph, [654.0, 168.0, 507.0, 36.0], shoonya_4sJRUZVOKG9PSX, 5681239]
[paragraph, [654.0, 204.0, 507.0, 36.0], shoonya_4sJRUZVOKG9PSX, 5681239]
[paragraph, [654.0, 240.0, 507.0, 36.0], shoonya_4sJRUZVOKG9PSX, 5681239]
[paragraph, [654.0, 276.0, 507.0, 36.0], shoonya_4sJRUZVOKG9PSX, 5681239]
[paragraph, [654.0, 312.0, 507.0, 36.0], shoonya_4sJRUZVOKG9PSX, 5681239]
[paragraph, [654.0, 348.0, 507.0, 36.0], shoonya_4sJRUZVOKG9PSX, 5681239]
[paragraph, [654.0, 384.0, 507.0, 36.0], shoonya_4sJRUZVOKG9PSX, 5681239]
[paragraph, [654.0, 420.0, 507.0, 36.0], shoonya_4sJRUZVOKG9PSX, 5681239]
[paragraph, [654.0, 456.0, 507.0, 36.0], shoonya_4sJRUZVOKG9PSX, 5681239]
[paragraph, [99.0, 171.0, 500.0, 36.0], shoonya_3s472DQQKAGTV0, 5681239]
[paragraph, [99.0, 207.0, 500.0, 36.0], shoonya_3s472DQQKAGTV0, 5681239]
[paragraph, [99.0, 243.0, 500.0, 36.0], shoonya_3s472DQQKAGTV0, 5681239]
[paragraph, [97.0, 285.0, 500.0, 36.0], shoonya_2sVJN0JF8H4FIO, 5681239]
[paragraph, [97.0, 321.0, 500.0, 36.0], shoonya_2sVJN0JF8H4FIO, 5681239]
[paragraph, [97.0, 357.0, 500.0, 36.0], shoonya_2sVJN0JF8H4FIO, 5681239]
[paragraph, [97.0, 393.0, 500.0, 36.0], shoonya_2sVJN0JF8H4FIO, 5681239]
[paragraph, [97.0, 429.0, 500.0, 36.0], shoonya_2sVJN0JF8H4FIO, 5681239]
[paragraph, [97.0, 465.0, 500.0, 36.0], shoonya_2sVJN0JF8H4FIO, 5681239]
[paragraph, [97.0, 501.0, 500.0, 36.0], shoonya_2sVJN0JF8H4FIO, 5681239]
[paragraph, [97.0, 537.0, 500.0, 36.0], shoonya_2sVJN0JF8H4FIO, 5681239]
[paragraph, [97.0, 573.0, 500.0, 36.0], shoonya_2sVJN0JF8H4FIO, 5681239]
[paragraph, [648.0, 508.0, 511.0, 36.0], shoonya_6s3O9B4NJKXER5, 5681239]
[paragraph, [648.0, 544.0, 511.0, 36.0], shoonya_6s3O9B4NJKXER5, 5681239]
[paragraph, [648.0, 580.0, 511.0, 36.0], shoonya_6s3O9B4NJKXER5, 5681239]
[paragraph, [648.0, 616.0, 511.0, 36.0], shoonya_6s3O9B4NJKXER5, 5681239]
[paragraph, [648.0, 652.0, 511.0, 36.0], shoonya_6s3O9B4NJKXER5, 5681239]
[paragraph, [648.0, 688.0, 511.0, 36.0], shoonya_6s3O9B4NJKXER5, 5681239]
[paragraph, [648.0, 724.0, 511.0, 36.0], shoonya_6s3O9B4NJKXER5, 5681239]
[paragraph, [648.0, 760.0, 511.0, 36.0], shoonya_6s3O9B4NJKXER5, 5681239]
[paragraph, [648.0, 796.0, 511.0, 36.0], shoonya_6s3O9B4NJKXER5, 5681239]
[paragraph, [648.0, 832.0, 511.0, 36.0], shoonya_6s3O9B4NJKXER5, 5681239]
[paragraph, [648.0, 868.0, 511.0, 36.0], shoonya_6s3O9B4NJKXER5, 5681239]
[paragraph, [648.0, 904.0, 511.0, 36.0], shoonya_6s3O9B4NJKXER5, 5681239]
[paragraph, [648.0, 940.0, 511.0, 36.0], shoonya_6s3O9B4NJKXER5, 5681239]
[paragraph, [648.0, 976.0, 511.0, 36.0], shoonya_6s3O9B4NJKXER5, 5681239]
[paragraph, [648.0, 1012.0, 511.0, 36.0], shoonya_6s3O9B4NJKXER5, 5681239]
[paragraph, [96.0, 613.0, 499.0, 36.0], 8us3krKz12, 5681239]
[paragraph, [96.0, 649.0, 499.0, 36.0], 8us3krKz12, 5681239]
[paragraph, [96.0, 685.0, 499.0, 36.0], 8us3krKz12, 5681239]
[paragraph, [96.0, 721.0, 499.0, 36.0], 8us3krKz12, 5681239]
[paragraph, [96.0, 757.0, 499.0, 36.0], 8us3krKz12, 5681239]
[paragraph, [96.0, 793.0, 499.0, 36.0], 8us3krKz12, 5681239]
[paragraph, [96.0, 829.0, 499.0, 36.0], 8us3krKz12, 5681239]
[paragraph, [91.0, 903.0, 508.0, 36.0], w0zHRz6af1, 5681239]
[paragraph, [91.0, 939.0, 508.0, 36.0], w0zHRz6af1, 5681239]
[paragraph, [91.0, 975.0, 508.0, 36.0], w0zHRz6af1, 5681239]
[paragraph, [91.0, 1011.0, 508.0, 36.0], w0zHRz6af1, 5681239]
[paragraph, [91.0, 1047.0, 508.0, 36.0], w0zHRz6af1, 5681239]
[paragraph, [91.0, 1083.0, 508.0, 36.0], w0zHRz6af1, 5681239]
[paragraph, [651.0, 1053.0, 510.0, 36.0], qL_JEU_8pa, 5681239]
[paragraph, [651.0, 1089.0, 510.0, 36.0], qL_JEU_8pa, 5681239]
[paragraph, [97.0, 1127.0, 500.0, 36.0], shoonya_0s2AH42045RI16, 5681239]
[paragraph, [97.0, 1163.0, 500.0, 36.0], shoonya_0s2AH42045RI16, 5681239]
[paragraph, [97.0, 1199.0, 500.0, 36.0], shoonya_0s2AH42045RI16, 5681239]
[paragraph, [97.0, 1235.0, 500.0, 36.0], shoonya_0s2AH42045RI16, 5681239]
[paragraph, [97.0, 1271.0, 500.0, 36.0], shoonya_0s2AH42045RI16, 5681239]
[paragraph, [97.0, 1307.0, 500.0, 36.0], shoonya_0s2AH42045RI16, 5681239]
[paragraph, [97.0, 1343.0, 500.0, 36.0], shoonya_0s2AH42045RI16, 5681239]
[paragraph, [97.0, 1379.0, 500.0, 36.0], shoonya_0s2AH42045RI16, 5681239]
[paragraph, [97.0, 1415.0, 500.0, 36.0], shoonya_0s2AH42045RI16, 5681239]
[paragraph, [97.0, 1451.0, 500.0, 36.0], shoonya_0s2AH42045RI16, 5681239]
[paragraph, [658.0, 1174.0, 502.0, 36.0], B-_aMQ0k0f, 5681239]
[paragraph, [658.0, 1210.0, 502.0, 36.0], B-_aMQ0k0f, 5681239]
[paragraph, [658.0, 1246.0, 502.0, 36.0], B-_aMQ0k0f, 5681239]
[paragraph, [658.0, 1282.0, 502.0, 36.0], B-_aMQ0k0f, 5681239]
[paragraph, [658.0, 1318.0, 502.0, 36.0], B-_aMQ0k0f, 5681239]
[paragraph, [658.0, 1354.0, 502.0, 36.0], B-_aMQ0k0f, 5681239]
[paragraph, [658.0, 1390.0, 502.0, 36.0], B-_aMQ0k0f, 5681239]
[paragraph, [658.0, 1426.0, 502.0, 36.0], B-_aMQ0k0f, 5681239]
[paragraph, [656.0, 1481.0, 504.0, 36.0], d9Yz-JWC2H, 5681239]
[paragraph, [656.0, 1517.0, 504.0, 36.0], d9Yz-JWC2H, 5681239]
[paragraph, [656.0, 1553.0, 504.0, 36.0], d9Yz-JWC2H, 5681239]
[paragraph, [656.0, 1589.0, 504.0, 36.0], d9Yz-JWC2H, 5681239]
[paragraph, [656.0, 1625.0, 504.0, 36.0], d9Yz-JWC2H, 5681239]
[paragraph, [656.0, 1661.0, 504.0, 36.0], d9Yz-JWC2H, 5681239]
[paragraph, [99.0, 1561.0, 499.0, 36.0], shoonya_1s1U1BO3SB2SC9, 5681239]
[paragraph, [99.0, 1597.0, 499.0, 36.0], shoonya_1s1U1BO3SB2SC9, 5681239]
[paragraph, [99.0, 1633.0, 499.0, 36.0], shoonya_1s1U1BO3SB2SC9, 5681239]
[paragraph, [99.0, 1669.0, 499.0, 36.0], shoonya_1s1U1BO3SB2SC9, 5681239]
