[1034, 680]
[folio, [194.0, 66.0, 243.0, 18.0], 5LOpWXzEi0, 5739923]
[folio, [194.0, 84.0, 243.0, 18.0], 5LOpWXzEi0, 5739923]
[ordered-list, [63.0, 124.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 142.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 160.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 178.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 196.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 214.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 232.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 250.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 268.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 286.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 304.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 322.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 340.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 358.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 376.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 394.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 412.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 430.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 448.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 466.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 484.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 502.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 520.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 538.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 556.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 574.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 592.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 610.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 628.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 646.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 664.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 682.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 700.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 718.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 736.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 754.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 772.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 790.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 808.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 826.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 844.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 862.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 880.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 898.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 916.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 934.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
[ordered-list, [63.0, 952.0, 548.0, 18.0], shoonya_0sS9EN68QSDPNA, 5739923]
