[792, 612]
[section-title, [53.0, 47.0, 140.0, 30.0], shoonya_6sCA7AXCMSHUBM, 6491682]
[paragraph, [44.0, 86.0, 532.0, 18.0], shoonya_0sG12WVJKDMS3F, 6491682]
[paragraph, [44.0, 104.0, 532.0, 18.0], shoonya_0sG12WVJKDMS3F, 6491682]
[paragraph, [44.0, 122.0, 532.0, 18.0], shoonya_0sG12WVJKDMS3F, 6491682]
[paragraph, [44.0, 140.0, 532.0, 18.0], shoonya_0sG12WVJKDMS3F, 6491682]
[paragraph, [44.0, 158.0, 532.0, 18.0], shoonya_0sG12WVJKDMS3F, 6491682]
[paragraph, [44.0, 176.0, 532.0, 18.0], shoonya_0sG12WVJKDMS3F, 6491682]
[paragraph, [44.0, 194.0, 532.0, 18.0], shoonya_0sG12WVJKDMS3F, 6491682]
[paragraph, [44.0, 212.0, 532.0, 18.0], shoonya_0sG12WVJKDMS3F, 6491682]
[paragraph, [44.0, 230.0, 532.0, 18.0], shoonya_0sG12WVJKDMS3F, 6491682]
[paragraph, [44.0, 248.0, 532.0, 18.0], shoonya_0sG12WVJKDMS3F, 6491682]
[paragraph, [44.0, 266.0, 532.0, 18.0], shoonya_0sG12WVJKDMS3F, 6491682]
[paragraph, [44.0, 284.0, 532.0, 18.0], shoonya_0sG12WVJKDMS3F, 6491682]
[paragraph, [44.0, 302.0, 532.0, 18.0], shoonya_0sG12WVJKDMS3F, 6491682]
[paragraph, [43.0, 327.0, 536.0, 18.0], shoonya_4sTL03QOH49YZJ, 6491682]
[paragraph, [43.0, 345.0, 536.0, 18.0], shoonya_4sTL03QOH49YZJ, 6491682]
[paragraph, [43.0, 377.0, 540.0, 18.0], UAE5lOAJLJ, 6491682]
[paragraph, [43.0, 395.0, 540.0, 18.0], UAE5lOAJLJ, 6491682]
[paragraph, [43.0, 413.0, 540.0, 18.0], UAE5lOAJLJ, 6491682]
[paragraph, [43.0, 431.0, 540.0, 18.0], UAE5lOAJLJ, 6491682]
[paragraph, [43.0, 449.0, 540.0, 18.0], UAE5lOAJLJ, 6491682]
[paragraph, [43.0, 467.0, 540.0, 18.0], UAE5lOAJLJ, 6491682]
[paragraph, [43.0, 485.0, 540.0, 18.0], UAE5lOAJLJ, 6491682]
[paragraph, [43.0, 503.0, 540.0, 18.0], UAE5lOAJLJ, 6491682]
[paragraph, [43.0, 521.0, 540.0, 18.0], UAE5lOAJLJ, 6491682]
[paragraph, [41.0, 546.0, 546.0, 18.0], YwFwciENoS, 6491682]
[paragraph, [41.0, 564.0, 546.0, 18.0], YwFwciENoS, 6491682]
[paragraph, [41.0, 582.0, 546.0, 18.0], YwFwciENoS, 6491682]
[paragraph, [41.0, 600.0, 546.0, 18.0], YwFwciENoS, 6491682]
[paragraph, [41.0, 618.0, 546.0, 18.0], YwFwciENoS, 6491682]
[paragraph, [41.0, 636.0, 546.0, 18.0], YwFwciENoS, 6491682]
[paragraph, [41.0, 654.0, 546.0, 18.0], YwFwciENoS, 6491682]
[paragraph, [41.0, 672.0, 546.0, 18.0], YwFwciENoS, 6491682]
[paragraph, [41.0, 690.0, 546.0, 18.0], YwFwciENoS, 6491682]
[paragraph, [41.0, 708.0, 546.0, 18.0], YwFwciENoS, 6491682]
[author, [477.0, 740.0, 93.0, 18.0], iEdX1OALss, 6491682]
