[1447, 1063]
[folio, [419.0, 54.0, 197.0, 18.0], sCDmGDb2kL, 5762713]
[section-title, [199.0, 98.0, 655.0, 30.0], QWwjeYBrJy, 5762713]
[section-title, [199.0, 128.0, 655.0, 30.0], QWwjeYBrJy, 5762713]
[paragraph, [535.0, 204.0, 431.0, 18.0], qqL93Zp78M, 5762713]
[paragraph, [535.0, 222.0, 431.0, 18.0], qqL93Zp78M, 5762713]
[paragraph, [535.0, 240.0, 431.0, 18.0], qqL93Zp78M, 5762713]
[paragraph, [535.0, 258.0, 431.0, 18.0], qqL93Zp78M, 5762713]
[paragraph, [535.0, 276.0, 431.0, 18.0], qqL93Zp78M, 5762713]
[paragraph, [535.0, 294.0, 431.0, 18.0], qqL93Zp78M, 5762713]
[paragraph, [90.0, 207.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 225.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 243.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 261.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 279.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 297.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 315.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 333.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 351.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 369.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 387.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 405.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 423.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 441.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 459.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 477.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 495.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 513.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 531.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 549.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 567.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 585.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 603.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 621.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 639.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [90.0, 657.0, 432.0, 18.0], shoonya_0sH2C2PCDN203A, 5762713]
[paragraph, [535.0, 324.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 342.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 360.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 378.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 396.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 414.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 432.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 450.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 468.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 486.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 504.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 522.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 540.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 558.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 576.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 594.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 612.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 630.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 648.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 666.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 684.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 702.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 720.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 738.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 756.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 774.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 792.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 810.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 828.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 846.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 864.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 882.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 900.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 918.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 936.0, 430.0, 18.0], iIt62i5x-V, 5762713]
[paragraph, [535.0, 954.0, 430.0, 18.0], iIt62i5x-V, 5762713]
