[681, 497]
[paragraph, [31.0, 29.0, 212.0, 18.0], shoonya_1s9572NUUASGWL, 5712858]
[paragraph, [31.0, 47.0, 212.0, 18.0], shoonya_1s9572NUUASGWL, 5712858]
[paragraph, [31.0, 65.0, 212.0, 18.0], shoonya_1s9572NUUASGWL, 5712858]
[paragraph, [31.0, 83.0, 212.0, 18.0], shoonya_1s9572NUUASGWL, 5712858]
[paragraph, [31.0, 101.0, 212.0, 18.0], shoonya_1s9572NUUASGWL, 5712858]
[paragraph, [31.0, 119.0, 212.0, 18.0], shoonya_1s9572NUUASGWL, 5712858]
[paragraph, [31.0, 137.0, 212.0, 18.0], shoonya_1s9572NUUASGWL, 5712858]
[paragraph, [31.0, 155.0, 212.0, 18.0], shoonya_1s9572NUUASGWL, 5712858]
[paragraph, [31.0, 173.0, 212.0, 18.0], shoonya_1s9572NUUASGWL, 5712858]
[paragraph, [31.0, 191.0, 212.0, 18.0], shoonya_1s9572NUUASGWL, 5712858]
[paragraph, [31.0, 209.0, 212.0, 18.0], shoonya_1s9572NUUASGWL, 5712858]
[paragraph, [31.0, 227.0, 212.0, 18.0], shoonya_1s9572NUUASGWL, 5712858]
[paragraph, [31.0, 245.0, 212.0, 18.0], shoonya_1s9572NUUASGWL, 5712858]
[paragraph, [31.0, 263.0, 212.0, 18.0], shoonya_1s9572NUUASGWL, 5712858]
[paragraph, [31.0, 281.0, 212.0, 18.0], shoonya_1s9572NUUASGWL, 5712858]
[paragraph, [31.0, 299.0, 212.0, 18.0], shoonya_1s9572NUUASGWL, 5712858]
[paragraph, [254.0, 29.0, 212.0, 18.0], shoonya_3s3ZSXFZLLYKUM, 5712858]
[paragraph, [254.0, 47.0, 212.0, 18.0], shoonya_3s3ZSXFZLLYKUM, 5712858]
[paragraph, [254.0, 65.0, 212.0, 18.0], shoonya_3s3ZSXFZLLYKUM, 5712858]
[paragraph, [254.0, 83.0, 212.0, 18.0], shoonya_3s3ZSXFZLLYKUM, 5712858]
[paragraph, [254.0, 101.0, 212.0, 18.0], shoonya_3s3ZSXFZLLYKUM, 5712858]
[paragraph, [254.0, 119.0, 212.0, 18.0], shoonya_3s3ZSXFZLLYKUM, 5712858]
[paragraph, [254.0, 137.0, 212.0, 18.0], shoonya_3s3ZSXFZLLYKUM, 5712858]
[paragraph, [254.0, 155.0, 212.0, 18.0], shoonya_3s3ZSXFZLLYKUM, 5712858]
[paragraph, [254.0, 173.0, 212.0, 18.0], shoonya_3s3ZSXFZLLYKUM, 5712858]
[paragraph, [254.0, 191.0, 212.0, 18.0], shoonya_3s3ZSXFZLLYKUM, 5712858]
[paragraph, [254.0, 209.0, 212.0, 18.0], shoonya_3s3ZSXFZLLYKUM, 5712858]
[paragraph, [254.0, 227.0, 212.0, 18.0], shoonya_3s3ZSXFZLLYKUM, 5712858]
[paragraph, [254.0, 245.0, 212.0, 18.0], shoonya_3s3ZSXFZLLYKUM, 5712858]
[paragraph, [254.0, 263.0, 212.0, 18.0], shoonya_3s3ZSXFZLLYKUM, 5712858]
[paragraph, [254.0, 281.0, 212.0, 18.0], shoonya_3s3ZSXFZLLYKUM, 5712858]
[paragraph, [254.0, 299.0, 212.0, 18.0], shoonya_3s3ZSXFZLLYKUM, 5712858]
[paragraph, [254.0, 317.0, 212.0, 18.0], shoonya_3s3ZSXFZLLYKUM, 5712858]
[paragraph, [254.0, 335.0, 212.0, 18.0], shoonya_3s3ZSXFZLLYKUM, 5712858]
[paragraph, [31.0, 328.0, 212.0, 18.0], shoonya_0s66HVJ60UA59J, 5712858]
[paragraph, [31.0, 346.0, 212.0, 18.0], shoonya_0s66HVJ60UA59J, 5712858]
[paragraph, [31.0, 364.0, 212.0, 18.0], shoonya_0s66HVJ60UA59J, 5712858]
[paragraph, [31.0, 382.0, 212.0, 18.0], shoonya_0s66HVJ60UA59J, 5712858]
[paragraph, [31.0, 400.0, 212.0, 18.0], shoonya_0s66HVJ60UA59J, 5712858]
[paragraph, [31.0, 418.0, 212.0, 18.0], shoonya_0s66HVJ60UA59J, 5712858]
[paragraph, [31.0, 436.0, 212.0, 18.0], shoonya_0s66HVJ60UA59J, 5712858]
[paragraph, [31.0, 454.0, 212.0, 18.0], shoonya_0s66HVJ60UA59J, 5712858]
[paragraph, [31.0, 472.0, 212.0, 18.0], shoonya_0s66HVJ60UA59J, 5712858]
[paragraph, [31.0, 490.0, 212.0, 18.0], shoonya_0s66HVJ60UA59J, 5712858]
[paragraph, [31.0, 508.0, 212.0, 18.0], shoonya_0s66HVJ60UA59J, 5712858]
[paragraph, [31.0, 526.0, 212.0, 18.0], shoonya_0s66HVJ60UA59J, 5712858]
[paragraph, [31.0, 544.0, 212.0, 18.0], shoonya_0s66HVJ60UA59J, 5712858]
[paragraph, [31.0, 562.0, 212.0, 18.0], shoonya_0s66HVJ60UA59J, 5712858]
[paragraph, [31.0, 580.0, 212.0, 18.0], shoonya_0s66HVJ60UA59J, 5712858]
[paragraph, [31.0, 598.0, 212.0, 18.0], shoonya_0s66HVJ60UA59J, 5712858]
[paragraph, [31.0, 616.0, 212.0, 18.0], shoonya_0s66HVJ60UA59J, 5712858]
[paragraph, [254.0, 371.0, 213.0, 18.0], shoonya_2sD16BIGESVYLA, 5712858]
[paragraph, [254.0, 389.0, 213.0, 18.0], shoonya_2sD16BIGESVYLA, 5712858]
[paragraph, [254.0, 407.0, 213.0, 18.0], shoonya_2sD16BIGESVYLA, 5712858]
[paragraph, [254.0, 425.0, 213.0, 18.0], shoonya_2sD16BIGESVYLA, 5712858]
[paragraph, [254.0, 443.0, 213.0, 18.0], shoonya_2sD16BIGESVYLA, 5712858]
[paragraph, [254.0, 461.0, 213.0, 18.0], shoonya_2sD16BIGESVYLA, 5712858]
[paragraph, [254.0, 479.0, 213.0, 18.0], shoonya_2sD16BIGESVYLA, 5712858]
[paragraph, [254.0, 497.0, 213.0, 18.0], shoonya_2sD16BIGESVYLA, 5712858]
[paragraph, [254.0, 515.0, 213.0, 18.0], shoonya_2sD16BIGESVYLA, 5712858]
[paragraph, [254.0, 533.0, 213.0, 18.0], shoonya_2sD16BIGESVYLA, 5712858]
[paragraph, [254.0, 551.0, 213.0, 18.0], shoonya_2sD16BIGESVYLA, 5712858]
[paragraph, [253.0, 590.0, 212.0, 18.0], shoonya_4s7MV2XRLNRP79, 5712858]
[paragraph, [253.0, 608.0, 212.0, 18.0], shoonya_4s7MV2XRLNRP79, 5712858]
[paragraph, [253.0, 626.0, 212.0, 18.0], shoonya_4s7MV2XRLNRP79, 5712858]
