[1320, 1176]
[chapter-title, [103.0, 176.0, 278.0, 30.0], shoonya_0sKSWOFQUOSVSR, 5694578]
[chapter-title, [103.0, 206.0, 278.0, 30.0], shoonya_0sKSWOFQUOSVSR, 5694578]
[chapter-title, [103.0, 236.0, 278.0, 30.0], shoonya_0sKSWOFQUOSVSR, 5694578]
[chapter-title, [103.0, 266.0, 278.0, 30.0], shoonya_0sKSWOFQUOSVSR, 5694578]
[author, [802.0, 215.0, 243.0, 18.0], Q8vD-7XdEb, 5694578]
[author, [802.0, 233.0, 243.0, 18.0], Q8vD-7XdEb, 5694578]
[folio, [437.0, 222.0, 63.0, 18.0], q_VO6Bu4hx, 5694578]
[section-title, [477.0, 296.0, 228.0, 30.0], bfh5uxP4T4, 5694578]
[paragraph, [108.0, 332.0, 963.0, 18.0], -wQq0sSmb-, 5694578]
[paragraph, [108.0, 350.0, 963.0, 18.0], -wQq0sSmb-, 5694578]
[paragraph, [108.0, 368.0, 963.0, 18.0], -wQq0sSmb-, 5694578]
[paragraph, [108.0, 386.0, 963.0, 18.0], -wQq0sSmb-, 5694578]
[paragraph, [108.0, 404.0, 963.0, 18.0], -wQq0sSmb-, 5694578]
[sub-section-title, [170.0, 436.0, 164.0, 25.5], -Ee6l6tbh8, 5694578]
[sub-section-title, [170.0, 461.5, 164.0, 25.5], -Ee6l6tbh8, 5694578]
[paragraph, [763.0, 439.0, 341.0, 18.0], C8WUoJOV43, 5694578]
[paragraph, [763.0, 457.0, 341.0, 18.0], C8WUoJOV43, 5694578]
[paragraph, [763.0, 475.0, 341.0, 18.0], C8WUoJOV43, 5694578]
[paragraph, [763.0, 493.0, 341.0, 18.0], C8WUoJOV43, 5694578]
[paragraph, [763.0, 511.0, 341.0, 18.0], C8WUoJOV43, 5694578]
[paragraph, [763.0, 529.0, 341.0, 18.0], C8WUoJOV43, 5694578]
[paragraph, [763.0, 547.0, 341.0, 18.0], C8WUoJOV43, 5694578]
[paragraph, [763.0, 565.0, 341.0, 18.0], C8WUoJOV43, 5694578]
[paragraph, [763.0, 583.0, 341.0, 18.0], C8WUoJOV43, 5694578]
[paragraph, [763.0, 601.0, 341.0, 18.0], C8WUoJOV43, 5694578]
[paragraph, [431.0, 461.0, 329.0, 18.0], OeSIdRYPlM, 5694578]
[paragraph, [431.0, 479.0, 329.0, 18.0], OeSIdRYPlM, 5694578]
[paragraph, [431.0, 497.0, 329.0, 18.0], OeSIdRYPlM, 5694578]
[paragraph, [431.0, 515.0, 329.0, 18.0], OeSIdRYPlM, 5694578]
[paragraph, [431.0, 533.0, 329.0, 18.0], OeSIdRYPlM, 5694578]
[paragraph, [431.0, 551.0, 329.0, 18.0], OeSIdRYPlM, 5694578]
[paragraph, [431.0, 569.0, 329.0, 18.0], OeSIdRYPlM, 5694578]
[paragraph, [431.0, 587.0, 329.0, 18.0], OeSIdRYPlM, 5694578]
[paragraph, [431.0, 605.0, 329.0, 18.0], OeSIdRYPlM, 5694578]
[paragraph, [431.0, 623.0, 329.0, 18.0], OeSIdRYPlM, 5694578]
[paragraph, [431.0, 641.0, 329.0, 18.0], OeSIdRYPlM, 5694578]
[paragraph, [431.0, 659.0, 329.0, 18.0], OeSIdRYPlM, 5694578]
[paragraph, [431.0, 677.0, 329.0, 18.0], OeSIdRYPlM, 5694578]
[paragraph, [431.0, 695.0, 329.0, 18.0], OeSIdRYPlM, 5694578]
[paragraph, [431.0, 713.0, 329.0, 18.0], OeSIdRYPlM, 5694578]
[paragraph, [431.0, 731.0, 329.0, 18.0], OeSIdRYPlM, 5694578]
[paragraph, [431.0, 749.0, 329.0, 18.0], OeSIdRYPlM, 5694578]
[paragraph, [431.0, 767.0, 329.0, 18.0], OeSIdRYPlM, 5694578]
[paragraph, [431.0, 785.0, 329.0, 18.0], OeSIdRYPlM, 5694578]
[paragraph, [431.0, 803.0, 329.0, 18.0], OeSIdRYPlM, 5694578]
[paragraph, [431.0, 821.0, 329.0, 18.0], OeSIdRYPlM, 5694578]
[paragraph, [88.0, 487.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 505.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 523.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 541.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 559.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 577.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 595.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 613.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 631.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 649.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 667.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 685.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 703.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 721.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 739.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 757.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 775.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 793.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 811.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 829.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 847.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 865.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 883.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 901.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 919.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 937.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 955.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 973.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 991.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 1009.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 1027.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 1045.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 1063.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 1081.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [88.0, 1099.0, 336.0, 18.0], FbMXUel3og, 5694578]
[paragraph, [765.0, 625.0, 336.0, 18.0], dY8smeab6j, 5694578]
[paragraph, [765.0, 643.0, 336.0, 18.0], dY8smeab6j, 5694578]
[paragraph, [765.0, 661.0, 336.0, 18.0], dY8smeab6j, 5694578]
[paragraph, [765.0, 679.0, 336.0, 18.0], dY8smeab6j, 5694578]
[paragraph, [765.0, 697.0, 336.0, 18.0], dY8smeab6j, 5694578]
[paragraph, [765.0, 715.0, 336.0, 18.0], dY8smeab6j, 5694578]
[paragraph, [765.0, 733.0, 336.0, 18.0], dY8smeab6j, 5694578]
[paragraph, [765.0, 751.0, 336.0, 18.0], dY8smeab6j, 5694578]
[paragraph, [765.0, 769.0, 336.0, 18.0], dY8smeab6j, 5694578]
[paragraph, [765.0, 787.0, 336.0, 18.0], dY8smeab6j, 5694578]
[paragraph, [765.0, 805.0, 336.0, 18.0], dY8smeab6j, 5694578]
[paragraph, [90.0, 1139.0, 332.0, 18.0], dgAPa6PRdl, 5694578]
[paragraph, [90.0, 1157.0, 332.0, 18.0], dgAPa6PRdl, 5694578]
[paragraph, [90.0, 1175.0, 332.0, 18.0], dgAPa6PRdl, 5694578]
[paragraph, [90.0, 1193.0, 332.0, 18.0], dgAPa6PRdl, 5694578]
