[1571, 1128]
[contact-info, [1008.0, 41.0, 105.0, 36.0], jC2h8Q8TNp, 6472344]
[contact-info, [1008.0, 77.0, 105.0, 36.0], jC2h8Q8TNp, 6472344]
[contact-info, [1008.0, 185.0, 105.0, 36.0], jC2h8Q8TNp, 6472344]
[contact-info, [1008.0, 414.0, 99.0, 36.0], Ay52pNXlBL, 6472344]
[contact-info, [1008.0, 450.0, 99.0, 36.0], Ay52pNXlBL, 6472344]
[contact-info, [1008.0, 486.0, 99.0, 36.0], Ay52pNXlBL, 6472344]
[contact-info, [1006.0, 910.0, 99.0, 36.0], 6qDicaWh5T, 6472344]
[contact-info, [1006.0, 982.0, 99.0, 36.0], 6qDicaWh5T, 6472344]
[contact-info, [1006.0, 1018.0, 99.0, 36.0], 6qDicaWh5T, 6472344]
[contact-info, [1006.0, 1054.0, 99.0, 36.0], 6qDicaWh5T, 6472344]
[contact-info, [1006.0, 1090.0, 99.0, 36.0], 6qDicaWh5T, 6472344]
[contact-info, [1006.0, 1126.0, 99.0, 36.0], 6qDicaWh5T, 6472344]
[contact-info, [1006.0, 1162.0, 99.0, 36.0], 6qDicaWh5T, 6472344]
[contact-info, [1006.0, 1198.0, 99.0, 36.0], 6qDicaWh5T, 6472344]
[contact-info, [1006.0, 1276.0, 80.0, 36.0], xQU3w5Vq2w, 6472344]
[contact-info, [1006.0, 1312.0, 80.0, 36.0], xQU3w5Vq2w, 6472344]
[contact-info, [1006.0, 1348.0, 80.0, 36.0], xQU3w5Vq2w, 6472344]
[contact-info, [1006.0, 1384.0, 80.0, 36.0], xQU3w5Vq2w, 6472344]
[contact-info, [1006.0, 1420.0, 80.0, 36.0], xQU3w5Vq2w, 6472344]
[contact-info, [1006.0, 1456.0, 80.0, 36.0], xQU3w5Vq2w, 6472344]
[contact-info, [1006.0, 1492.0, 80.0, 36.0], xQU3w5Vq2w, 6472344]
