[1468, 909]
[headline, [80.0, 72.0, 275.0, 25.5], XgjDtp6vSK, 5770293]
[headline, [80.0, 97.5, 275.0, 25.5], XgjDtp6vSK, 5770293]
[sub-headline, [123.0, 127.0, 672.0, 25.5], WZYgrhO37U, 5770293]
[sub-headline, [123.0, 152.5, 672.0, 25.5], WZYgrhO37U, 5770293]
[sub-headline, [123.0, 178.0, 672.0, 25.5], WZYgrhO37U, 5770293]
[author, [275.0, 220.0, 355.0, 18.0], ywsu3X_j5o, 5770293]
[author, [275.0, 238.0, 355.0, 18.0], ywsu3X_j5o, 5770293]
[paragraph, [74.0, 312.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 330.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 348.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 366.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 384.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 402.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 420.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 438.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 456.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 474.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 492.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 510.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 528.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 546.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 564.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 582.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 600.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 618.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 636.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 654.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 672.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 690.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 708.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 726.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 744.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 762.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 780.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 798.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 816.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 834.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 852.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 870.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 888.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 906.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 924.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 942.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 960.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 978.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 996.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 1014.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 1032.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 1050.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
[paragraph, [74.0, 1068.0, 385.0, 18.0], shoonya_0s0HUQ1RIYAB0X, 5770293]
