[720, 504]
[contact-info, [373.0, 110.0, 74.0, 18.0], HJra6JZYyd, 5651984]
[contact-info, [373.0, 128.0, 74.0, 18.0], HJra6JZYyd, 5651984]
[contact-info, [373.0, 146.0, 74.0, 18.0], HJra6JZYyd, 5651984]
[contact-info, [373.0, 164.0, 74.0, 18.0], HJra6JZYyd, 5651984]
[headline, [111.0, 191.0, 259.0, 25.5], shoonya_5s709QF49URFD7, 5651984]
[headline, [111.0, 216.5, 259.0, 25.5], shoonya_5s709QF49URFD7, 5651984]
[paragraph, [248.0, 268.0, 209.0, 18.0], shoonya_2sKWNELYDWYDPW, 5651984]
[paragraph, [248.0, 286.0, 209.0, 18.0], shoonya_2sKWNELYDWYDPW, 5651984]
[paragraph, [248.0, 304.0, 209.0, 18.0], shoonya_2sKWNELYDWYDPW, 5651984]
[paragraph, [248.0, 322.0, 209.0, 18.0], shoonya_2sKWNELYDWYDPW, 5651984]
[paragraph, [248.0, 340.0, 209.0, 18.0], shoonya_2sKWNELYDWYDPW, 5651984]
[paragraph, [248.0, 358.0, 209.0, 18.0], shoonya_2sKWNELYDWYDPW, 5651984]
[paragraph, [35.0, 287.0, 206.0, 18.0], shoonya_0sKNWU405GAEJW, 5651984]
[paragraph, [35.0, 305.0, 206.0, 18.0], shoonya_0sKNWU405GAEJW, 5651984]
[paragraph, [35.0, 323.0, 206.0, 18.0], shoonya_0sKNWU405GAEJW, 5651984]
[paragraph, [35.0, 341.0, 206.0, 18.0], shoonya_0sKNWU405GAEJW, 5651984]
[paragraph, [35.0, 359.0, 206.0, 18.0], shoonya_0sKNWU405GAEJW, 5651984]
[paragraph, [35.0, 377.0, 206.0, 18.0], shoonya_0sKNWU405GAEJW, 5651984]
[paragraph, [35.0, 395.0, 206.0, 18.0], shoonya_0sKNWU405GAEJW, 5651984]
[paragraph, [35.0, 413.0, 206.0, 18.0], shoonya_0sKNWU405GAEJW, 5651984]
[paragraph, [35.0, 431.0, 206.0, 18.0], shoonya_0sKNWU405GAEJW, 5651984]
[paragraph, [35.0, 449.0, 206.0, 18.0], shoonya_0sKNWU405GAEJW, 5651984]
[paragraph, [35.0, 467.0, 206.0, 18.0], shoonya_0sKNWU405GAEJW, 5651984]
[paragraph, [35.0, 485.0, 206.0, 18.0], shoonya_0sKNWU405GAEJW, 5651984]
[paragraph, [35.0, 503.0, 206.0, 18.0], shoonya_0sKNWU405GAEJW, 5651984]
[paragraph, [249.0, 394.0, 205.0, 18.0], shoonya_1s2C0DMH680O1J, 5651984]
[paragraph, [249.0, 412.0, 205.0, 18.0], shoonya_1s2C0DMH680O1J, 5651984]
[paragraph, [249.0, 430.0, 205.0, 18.0], shoonya_1s2C0DMH680O1J, 5651984]
[paragraph, [249.0, 448.0, 205.0, 18.0], shoonya_1s2C0DMH680O1J, 5651984]
[paragraph, [249.0, 466.0, 205.0, 18.0], shoonya_1s2C0DMH680O1J, 5651984]
[paragraph, [249.0, 484.0, 205.0, 18.0], shoonya_1s2C0DMH680O1J, 5651984]
[paragraph, [249.0, 502.0, 205.0, 18.0], shoonya_1s2C0DMH680O1J, 5651984]
[paragraph, [249.0, 520.0, 205.0, 18.0], shoonya_1s2C0DMH680O1J, 5651984]
[paragraph, [249.0, 538.0, 205.0, 18.0], shoonya_1s2C0DMH680O1J, 5651984]
[paragraph, [249.0, 556.0, 205.0, 18.0], shoonya_1s2C0DMH680O1J, 5651984]
[paragraph, [249.0, 574.0, 205.0, 18.0], shoonya_1s2C0DMH680O1J, 5651984]
[paragraph, [249.0, 592.0, 205.0, 18.0], shoonya_1s2C0DMH680O1J, 5651984]
[paragraph, [249.0, 610.0, 205.0, 18.0], shoonya_1s2C0DMH680O1J, 5651984]
[paragraph, [35.0, 530.0, 210.0, 18.0], shoonya_3s882I4GF2EMW6, 5651984]
[paragraph, [35.0, 548.0, 210.0, 18.0], shoonya_3s882I4GF2EMW6, 5651984]
[paragraph, [35.0, 566.0, 210.0, 18.0], shoonya_3s882I4GF2EMW6, 5651984]
[paragraph, [35.0, 584.0, 210.0, 18.0], shoonya_3s882I4GF2EMW6, 5651984]
[paragraph, [35.0, 602.0, 210.0, 18.0], shoonya_3s882I4GF2EMW6, 5651984]
[paragraph, [35.0, 620.0, 210.0, 18.0], shoonya_3s882I4GF2EMW6, 5651984]
