[1320, 1176]
[folio, [78.0, 54.0, 151.0, 18.0], shoonya_0sRSPSCKT46UKD, 5694517]
[folio, [78.0, 72.0, 151.0, 18.0], shoonya_0sRSPSCKT46UKD, 5694517]
[folio, [78.0, 90.0, 151.0, 18.0], shoonya_0sRSPSCKT46UKD, 5694517]
[folio, [78.0, 108.0, 151.0, 18.0], shoonya_0sRSPSCKT46UKD, 5694517]
[folio, [78.0, 126.0, 151.0, 18.0], shoonya_0sRSPSCKT46UKD, 5694517]
[paragraph, [742.0, 167.0, 324.0, 18.0], Cwf7_zDVZR, 5694517]
[paragraph, [742.0, 185.0, 324.0, 18.0], Cwf7_zDVZR, 5694517]
[paragraph, [742.0, 203.0, 324.0, 18.0], Cwf7_zDVZR, 5694517]
[paragraph, [742.0, 221.0, 324.0, 18.0], Cwf7_zDVZR, 5694517]
[paragraph, [742.0, 239.0, 324.0, 18.0], Cwf7_zDVZR, 5694517]
[paragraph, [742.0, 257.0, 324.0, 18.0], Cwf7_zDVZR, 5694517]
[paragraph, [742.0, 275.0, 324.0, 18.0], Cwf7_zDVZR, 5694517]
[paragraph, [742.0, 293.0, 324.0, 18.0], Cwf7_zDVZR, 5694517]
[paragraph, [742.0, 311.0, 324.0, 18.0], Cwf7_zDVZR, 5694517]
[paragraph, [742.0, 329.0, 324.0, 18.0], Cwf7_zDVZR, 5694517]
[paragraph, [742.0, 347.0, 324.0, 18.0], Cwf7_zDVZR, 5694517]
[paragraph, [742.0, 365.0, 324.0, 18.0], Cwf7_zDVZR, 5694517]
[paragraph, [742.0, 383.0, 324.0, 18.0], Cwf7_zDVZR, 5694517]
[paragraph, [742.0, 401.0, 324.0, 18.0], Cwf7_zDVZR, 5694517]
[paragraph, [742.0, 419.0, 324.0, 18.0], Cwf7_zDVZR, 5694517]
[paragraph, [407.0, 169.0, 329.0, 18.0], EoOFoZ-xCl, 5694517]
[paragraph, [407.0, 187.0, 329.0, 18.0], EoOFoZ-xCl, 5694517]
[paragraph, [407.0, 205.0, 329.0, 18.0], EoOFoZ-xCl, 5694517]
[paragraph, [407.0, 223.0, 329.0, 18.0], EoOFoZ-xCl, 5694517]
[paragraph, [407.0, 241.0, 329.0, 18.0], EoOFoZ-xCl, 5694517]
[paragraph, [407.0, 259.0, 329.0, 18.0], EoOFoZ-xCl, 5694517]
[paragraph, [407.0, 277.0, 329.0, 18.0], EoOFoZ-xCl, 5694517]
[paragraph, [407.0, 295.0, 329.0, 18.0], EoOFoZ-xCl, 5694517]
[paragraph, [407.0, 313.0, 329.0, 18.0], EoOFoZ-xCl, 5694517]
[paragraph, [407.0, 331.0, 329.0, 18.0], EoOFoZ-xCl, 5694517]
[paragraph, [407.0, 349.0, 329.0, 18.0], EoOFoZ-xCl, 5694517]
[paragraph, [407.0, 367.0, 329.0, 18.0], EoOFoZ-xCl, 5694517]
[paragraph, [407.0, 385.0, 329.0, 18.0], EoOFoZ-xCl, 5694517]
[paragraph, [68.0, 176.0, 332.0, 18.0], wQ8r2ZiN0o, 5694517]
[paragraph, [68.0, 194.0, 332.0, 18.0], wQ8r2ZiN0o, 5694517]
[paragraph, [68.0, 212.0, 332.0, 18.0], wQ8r2ZiN0o, 5694517]
[paragraph, [77.0, 232.0, 323.0, 18.0], DZbhqI5Plr, 5694517]
[paragraph, [77.0, 250.0, 323.0, 18.0], DZbhqI5Plr, 5694517]
[paragraph, [77.0, 268.0, 323.0, 18.0], DZbhqI5Plr, 5694517]
[paragraph, [77.0, 286.0, 323.0, 18.0], DZbhqI5Plr, 5694517]
[paragraph, [77.0, 304.0, 323.0, 18.0], DZbhqI5Plr, 5694517]
[paragraph, [77.0, 322.0, 323.0, 18.0], DZbhqI5Plr, 5694517]
[paragraph, [77.0, 340.0, 323.0, 18.0], DZbhqI5Plr, 5694517]
[paragraph, [77.0, 358.0, 323.0, 18.0], DZbhqI5Plr, 5694517]
[paragraph, [77.0, 376.0, 323.0, 18.0], DZbhqI5Plr, 5694517]
[paragraph, [77.0, 394.0, 323.0, 18.0], DZbhqI5Plr, 5694517]
[paragraph, [77.0, 412.0, 323.0, 18.0], DZbhqI5Plr, 5694517]
[paragraph, [77.0, 430.0, 323.0, 18.0], DZbhqI5Plr, 5694517]
[paragraph, [77.0, 448.0, 323.0, 18.0], DZbhqI5Plr, 5694517]
[paragraph, [77.0, 466.0, 323.0, 18.0], DZbhqI5Plr, 5694517]
[paragraph, [406.0, 403.0, 327.0, 18.0], RusRpcv7qo, 5694517]
[paragraph, [406.0, 421.0, 327.0, 18.0], RusRpcv7qo, 5694517]
[paragraph, [406.0, 439.0, 327.0, 18.0], RusRpcv7qo, 5694517]
[paragraph, [406.0, 457.0, 327.0, 18.0], RusRpcv7qo, 5694517]
[paragraph, [406.0, 475.0, 327.0, 18.0], RusRpcv7qo, 5694517]
[paragraph, [406.0, 493.0, 327.0, 18.0], RusRpcv7qo, 5694517]
[paragraph, [406.0, 511.0, 327.0, 18.0], RusRpcv7qo, 5694517]
[paragraph, [406.0, 529.0, 327.0, 18.0], RusRpcv7qo, 5694517]
[paragraph, [406.0, 547.0, 327.0, 18.0], RusRpcv7qo, 5694517]
[paragraph, [406.0, 565.0, 327.0, 18.0], RusRpcv7qo, 5694517]
[paragraph, [406.0, 583.0, 327.0, 18.0], RusRpcv7qo, 5694517]
[paragraph, [406.0, 601.0, 327.0, 18.0], RusRpcv7qo, 5694517]
[paragraph, [406.0, 619.0, 327.0, 18.0], RusRpcv7qo, 5694517]
[paragraph, [406.0, 637.0, 327.0, 18.0], RusRpcv7qo, 5694517]
[paragraph, [406.0, 655.0, 327.0, 18.0], RusRpcv7qo, 5694517]
[paragraph, [406.0, 673.0, 327.0, 18.0], RusRpcv7qo, 5694517]
[paragraph, [406.0, 691.0, 327.0, 18.0], RusRpcv7qo, 5694517]
[paragraph, [741.0, 456.0, 330.0, 18.0], B42u0Jc8n8, 5694517]
[paragraph, [741.0, 474.0, 330.0, 18.0], B42u0Jc8n8, 5694517]
[paragraph, [741.0, 492.0, 330.0, 18.0], B42u0Jc8n8, 5694517]
[paragraph, [741.0, 510.0, 330.0, 18.0], B42u0Jc8n8, 5694517]
[paragraph, [741.0, 528.0, 330.0, 18.0], B42u0Jc8n8, 5694517]
[paragraph, [741.0, 546.0, 330.0, 18.0], B42u0Jc8n8, 5694517]
[paragraph, [741.0, 564.0, 330.0, 18.0], B42u0Jc8n8, 5694517]
[paragraph, [741.0, 582.0, 330.0, 18.0], B42u0Jc8n8, 5694517]
[paragraph, [741.0, 600.0, 330.0, 18.0], B42u0Jc8n8, 5694517]
[paragraph, [741.0, 618.0, 330.0, 18.0], B42u0Jc8n8, 5694517]
[paragraph, [741.0, 636.0, 330.0, 18.0], B42u0Jc8n8, 5694517]
[paragraph, [741.0, 654.0, 330.0, 18.0], B42u0Jc8n8, 5694517]
[paragraph, [68.0, 493.0, 332.0, 18.0], pRxppvdRPU, 5694517]
[paragraph, [68.0, 511.0, 332.0, 18.0], pRxppvdRPU, 5694517]
[paragraph, [68.0, 529.0, 332.0, 18.0], pRxppvdRPU, 5694517]
[paragraph, [68.0, 547.0, 332.0, 18.0], pRxppvdRPU, 5694517]
[paragraph, [68.0, 565.0, 332.0, 18.0], pRxppvdRPU, 5694517]
[paragraph, [68.0, 583.0, 332.0, 18.0], pRxppvdRPU, 5694517]
[paragraph, [68.0, 601.0, 332.0, 18.0], pRxppvdRPU, 5694517]
[paragraph, [68.0, 619.0, 332.0, 18.0], pRxppvdRPU, 5694517]
[paragraph, [68.0, 637.0, 332.0, 18.0], pRxppvdRPU, 5694517]
[paragraph, [68.0, 655.0, 332.0, 18.0], pRxppvdRPU, 5694517]
[paragraph, [68.0, 673.0, 332.0, 18.0], pRxppvdRPU, 5694517]
[paragraph, [68.0, 691.0, 332.0, 18.0], pRxppvdRPU, 5694517]
[paragraph, [766.0, 682.0, 296.0, 18.0], 7_rbgfAsuV, 5694517]
