[843, 595]
[section-title, [50.0, 2.0, 421.0, 30.0], TFBOM5-hjJ, 5715910]
[section-title, [353.0, 73.0, 120.0, 30.0], unWXqDdG8H, 5715910]
[paragraph, [37.0, 109.0, 235.0, 18.0], sUL_gWx_aJ, 5715910]
[paragraph, [37.0, 127.0, 235.0, 18.0], sUL_gWx_aJ, 5715910]
[paragraph, [37.0, 145.0, 235.0, 18.0], sUL_gWx_aJ, 5715910]
[paragraph, [37.0, 163.0, 235.0, 18.0], sUL_gWx_aJ, 5715910]
[paragraph, [37.0, 181.0, 235.0, 18.0], sUL_gWx_aJ, 5715910]
[paragraph, [37.0, 199.0, 235.0, 18.0], sUL_gWx_aJ, 5715910]
[paragraph, [329.0, 111.0, 220.0, 18.0], shoonya_4s9GTFMUV0F2FF, 5715910]
[paragraph, [329.0, 129.0, 220.0, 18.0], shoonya_4s9GTFMUV0F2FF, 5715910]
[paragraph, [329.0, 147.0, 220.0, 18.0], shoonya_4s9GTFMUV0F2FF, 5715910]
[paragraph, [329.0, 165.0, 220.0, 18.0], shoonya_4s9GTFMUV0F2FF, 5715910]
[paragraph, [329.0, 183.0, 220.0, 18.0], shoonya_4s9GTFMUV0F2FF, 5715910]
[paragraph, [329.0, 201.0, 220.0, 18.0], shoonya_4s9GTFMUV0F2FF, 5715910]
[paragraph, [326.0, 328.0, 230.0, 18.0], qL5zEZi95y, 5715910]
[paragraph, [326.0, 346.0, 230.0, 18.0], qL5zEZi95y, 5715910]
[paragraph, [326.0, 364.0, 230.0, 18.0], qL5zEZi95y, 5715910]
[paragraph, [326.0, 382.0, 230.0, 18.0], qL5zEZi95y, 5715910]
[paragraph, [326.0, 400.0, 230.0, 18.0], qL5zEZi95y, 5715910]
[paragraph, [34.0, 329.0, 225.0, 18.0], Gwiuamm9dB, 5715910]
[paragraph, [34.0, 347.0, 225.0, 18.0], Gwiuamm9dB, 5715910]
[paragraph, [34.0, 365.0, 225.0, 18.0], Gwiuamm9dB, 5715910]
[paragraph, [34.0, 383.0, 225.0, 18.0], Gwiuamm9dB, 5715910]
[paragraph, [34.0, 401.0, 225.0, 18.0], Gwiuamm9dB, 5715910]
[paragraph, [34.0, 419.0, 225.0, 18.0], Gwiuamm9dB, 5715910]
[section-title, [47.0, 503.0, 174.0, 30.0], ZDICzsyRqc, 5715910]
[paragraph, [37.0, 536.0, 228.0, 18.0], 5jxeNDcEdD, 5715910]
[paragraph, [37.0, 554.0, 228.0, 18.0], 5jxeNDcEdD, 5715910]
[paragraph, [37.0, 572.0, 228.0, 18.0], 5jxeNDcEdD, 5715910]
[paragraph, [37.0, 590.0, 228.0, 18.0], 5jxeNDcEdD, 5715910]
[paragraph, [37.0, 608.0, 228.0, 18.0], 5jxeNDcEdD, 5715910]
[paragraph, [37.0, 626.0, 228.0, 18.0], 5jxeNDcEdD, 5715910]
[paragraph, [37.0, 644.0, 228.0, 18.0], 5jxeNDcEdD, 5715910]
[paragraph, [332.0, 541.0, 220.0, 18.0], HfqEpUQaeH, 5715910]
[paragraph, [332.0, 559.0, 220.0, 18.0], HfqEpUQaeH, 5715910]
[paragraph, [332.0, 577.0, 220.0, 18.0], HfqEpUQaeH, 5715910]
[paragraph, [332.0, 595.0, 220.0, 18.0], HfqEpUQaeH, 5715910]
