[2339, 1653]
[paragraph, [238.0, 207.0, 1172.0, 36.0], shoonya_3sUBJVFAAPV4RL, 5687223]
[paragraph, [238.0, 243.0, 1172.0, 36.0], shoonya_3sUBJVFAAPV4RL, 5687223]
[paragraph, [238.0, 279.0, 1172.0, 36.0], shoonya_3sUBJVFAAPV4RL, 5687223]
[paragraph, [236.0, 360.0, 1179.0, 36.0], shoonya_2sXHBIXL34DN6J, 5687223]
[paragraph, [236.0, 396.0, 1179.0, 36.0], shoonya_2sXHBIXL34DN6J, 5687223]
[paragraph, [236.0, 432.0, 1179.0, 36.0], shoonya_2sXHBIXL34DN6J, 5687223]
[paragraph, [236.0, 468.0, 1179.0, 36.0], shoonya_2sXHBIXL34DN6J, 5687223]
[paragraph, [236.0, 504.0, 1179.0, 36.0], shoonya_2sXHBIXL34DN6J, 5687223]
[paragraph, [236.0, 540.0, 1179.0, 36.0], shoonya_2sXHBIXL34DN6J, 5687223]
[paragraph, [236.0, 576.0, 1179.0, 36.0], shoonya_2sXHBIXL34DN6J, 5687223]
[paragraph, [236.0, 612.0, 1179.0, 36.0], shoonya_2sXHBIXL34DN6J, 5687223]
[paragraph, [236.0, 648.0, 1179.0, 36.0], shoonya_2sXHBIXL34DN6J, 5687223]
[paragraph, [236.0, 684.0, 1179.0, 36.0], shoonya_2sXHBIXL34DN6J, 5687223]
[paragraph, [236.0, 720.0, 1179.0, 36.0], shoonya_2sXHBIXL34DN6J, 5687223]
[paragraph, [236.0, 756.0, 1179.0, 36.0], shoonya_2sXHBIXL34DN6J, 5687223]
[paragraph, [236.0, 792.0, 1179.0, 36.0], shoonya_2sXHBIXL34DN6J, 5687223]
[paragraph, [236.0, 828.0, 1179.0, 36.0], shoonya_2sXHBIXL34DN6J, 5687223]
[paragraph, [236.0, 864.0, 1179.0, 36.0], shoonya_2sXHBIXL34DN6J, 5687223]
[paragraph, [236.0, 900.0, 1179.0, 36.0], shoonya_2sXHBIXL34DN6J, 5687223]
[paragraph, [236.0, 936.0, 1179.0, 36.0], shoonya_2sXHBIXL34DN6J, 5687223]
[paragraph, [236.0, 972.0, 1179.0, 36.0], shoonya_2sXHBIXL34DN6J, 5687223]
[paragraph, [236.0, 1008.0, 1179.0, 36.0], shoonya_2sXHBIXL34DN6J, 5687223]
[paragraph, [236.0, 1044.0, 1179.0, 36.0], shoonya_2sXHBIXL34DN6J, 5687223]
[paragraph, [236.0, 1116.0, 1182.0, 36.0], shoonya_1sB107O2PQX4JB, 5687223]
[paragraph, [236.0, 1152.0, 1182.0, 36.0], shoonya_1sB107O2PQX4JB, 5687223]
[paragraph, [236.0, 1188.0, 1182.0, 36.0], shoonya_1sB107O2PQX4JB, 5687223]
[paragraph, [236.0, 1224.0, 1182.0, 36.0], shoonya_1sB107O2PQX4JB, 5687223]
[paragraph, [236.0, 1260.0, 1182.0, 36.0], shoonya_1sB107O2PQX4JB, 5687223]
[paragraph, [236.0, 1296.0, 1182.0, 36.0], shoonya_1sB107O2PQX4JB, 5687223]
[paragraph, [236.0, 1332.0, 1182.0, 36.0], shoonya_1sB107O2PQX4JB, 5687223]
[paragraph, [236.0, 1368.0, 1182.0, 36.0], shoonya_1sB107O2PQX4JB, 5687223]
[paragraph, [236.0, 1404.0, 1182.0, 36.0], shoonya_1sB107O2PQX4JB, 5687223]
[paragraph, [443.0, 1490.0, 973.0, 36.0], 5GrPbP7M9w, 5687223]
[paragraph, [234.0, 1565.0, 1177.0, 36.0], shoonya_0sYPSHEQN3AWTI, 5687223]
[paragraph, [234.0, 1601.0, 1177.0, 36.0], shoonya_0sYPSHEQN3AWTI, 5687223]
[paragraph, [234.0, 1637.0, 1177.0, 36.0], shoonya_0sYPSHEQN3AWTI, 5687223]
[paragraph, [234.0, 1673.0, 1177.0, 36.0], shoonya_0sYPSHEQN3AWTI, 5687223]
[paragraph, [234.0, 1709.0, 1177.0, 36.0], shoonya_0sYPSHEQN3AWTI, 5687223]
[paragraph, [234.0, 1745.0, 1177.0, 36.0], shoonya_0sYPSHEQN3AWTI, 5687223]
[paragraph, [234.0, 1781.0, 1177.0, 36.0], shoonya_0sYPSHEQN3AWTI, 5687223]
[paragraph, [234.0, 1817.0, 1177.0, 36.0], shoonya_0sYPSHEQN3AWTI, 5687223]
[paragraph, [234.0, 1853.0, 1177.0, 36.0], shoonya_0sYPSHEQN3AWTI, 5687223]
[paragraph, [234.0, 1889.0, 1177.0, 36.0], shoonya_0sYPSHEQN3AWTI, 5687223]
[paragraph, [234.0, 1925.0, 1177.0, 36.0], shoonya_0sYPSHEQN3AWTI, 5687223]
[paragraph, [234.0, 1961.0, 1177.0, 36.0], shoonya_0sYPSHEQN3AWTI, 5687223]
[paragraph, [234.0, 1997.0, 1177.0, 36.0], shoonya_0sYPSHEQN3AWTI, 5687223]
[paragraph, [234.0, 2033.0, 1177.0, 36.0], shoonya_0sYPSHEQN3AWTI, 5687223]
