[1565, 1152]
[paragraph, [107.0, 124.0, 296.0, 36.0], shoonya_3sW83UMSE5CH8A, 5713135]
[paragraph, [107.0, 160.0, 296.0, 36.0], shoonya_3sW83UMSE5CH8A, 5713135]
[paragraph, [107.0, 196.0, 296.0, 36.0], shoonya_3sW83UMSE5CH8A, 5713135]
[paragraph, [107.0, 232.0, 296.0, 36.0], shoonya_3sW83UMSE5CH8A, 5713135]
[paragraph, [107.0, 268.0, 296.0, 36.0], shoonya_3sW83UMSE5CH8A, 5713135]
[paragraph, [107.0, 304.0, 296.0, 36.0], shoonya_3sW83UMSE5CH8A, 5713135]
[paragraph, [107.0, 340.0, 296.0, 36.0], shoonya_3sW83UMSE5CH8A, 5713135]
[paragraph, [107.0, 376.0, 296.0, 36.0], shoonya_3sW83UMSE5CH8A, 5713135]
[paragraph, [107.0, 412.0, 296.0, 36.0], shoonya_3sW83UMSE5CH8A, 5713135]
[paragraph, [107.0, 448.0, 296.0, 36.0], shoonya_3sW83UMSE5CH8A, 5713135]
[paragraph, [107.0, 484.0, 296.0, 36.0], shoonya_3sW83UMSE5CH8A, 5713135]
[paragraph, [107.0, 520.0, 296.0, 36.0], shoonya_3sW83UMSE5CH8A, 5713135]
[paragraph, [107.0, 556.0, 296.0, 36.0], shoonya_3sW83UMSE5CH8A, 5713135]
[paragraph, [107.0, 592.0, 296.0, 36.0], shoonya_3sW83UMSE5CH8A, 5713135]
[paragraph, [107.0, 628.0, 296.0, 36.0], shoonya_3sW83UMSE5CH8A, 5713135]
[paragraph, [107.0, 664.0, 296.0, 36.0], shoonya_3sW83UMSE5CH8A, 5713135]
[paragraph, [107.0, 700.0, 296.0, 36.0], shoonya_3sW83UMSE5CH8A, 5713135]
[paragraph, [107.0, 736.0, 296.0, 36.0], shoonya_3sW83UMSE5CH8A, 5713135]
[paragraph, [414.0, 125.0, 314.0, 36.0], shoonya_0sTBDO9SL20AXU, 5713135]
[paragraph, [414.0, 161.0, 314.0, 36.0], shoonya_0sTBDO9SL20AXU, 5713135]
[paragraph, [414.0, 197.0, 314.0, 36.0], shoonya_0sTBDO9SL20AXU, 5713135]
[paragraph, [414.0, 233.0, 314.0, 36.0], shoonya_0sTBDO9SL20AXU, 5713135]
[paragraph, [414.0, 269.0, 314.0, 36.0], shoonya_0sTBDO9SL20AXU, 5713135]
[paragraph, [414.0, 305.0, 314.0, 36.0], shoonya_0sTBDO9SL20AXU, 5713135]
[paragraph, [414.0, 341.0, 314.0, 36.0], shoonya_0sTBDO9SL20AXU, 5713135]
[paragraph, [414.0, 377.0, 314.0, 36.0], shoonya_0sTBDO9SL20AXU, 5713135]
[paragraph, [414.0, 413.0, 314.0, 36.0], shoonya_0sTBDO9SL20AXU, 5713135]
[paragraph, [414.0, 449.0, 314.0, 36.0], shoonya_0sTBDO9SL20AXU, 5713135]
[paragraph, [414.0, 485.0, 314.0, 36.0], shoonya_0sTBDO9SL20AXU, 5713135]
[paragraph, [414.0, 521.0, 314.0, 36.0], shoonya_0sTBDO9SL20AXU, 5713135]
[paragraph, [414.0, 557.0, 314.0, 36.0], shoonya_0sTBDO9SL20AXU, 5713135]
[paragraph, [414.0, 593.0, 314.0, 36.0], shoonya_0sTBDO9SL20AXU, 5713135]
[paragraph, [414.0, 629.0, 314.0, 36.0], shoonya_0sTBDO9SL20AXU, 5713135]
[paragraph, [414.0, 665.0, 314.0, 36.0], shoonya_0sTBDO9SL20AXU, 5713135]
[paragraph, [414.0, 701.0, 314.0, 36.0], shoonya_0sTBDO9SL20AXU, 5713135]
[paragraph, [414.0, 737.0, 314.0, 36.0], shoonya_0sTBDO9SL20AXU, 5713135]
[paragraph, [414.0, 773.0, 314.0, 36.0], shoonya_0sTBDO9SL20AXU, 5713135]
[paragraph, [414.0, 809.0, 314.0, 36.0], shoonya_0sTBDO9SL20AXU, 5713135]
[paragraph, [414.0, 845.0, 314.0, 36.0], shoonya_0sTBDO9SL20AXU, 5713135]
[paragraph, [414.0, 881.0, 314.0, 36.0], shoonya_0sTBDO9SL20AXU, 5713135]
[paragraph, [414.0, 917.0, 314.0, 36.0], shoonya_0sTBDO9SL20AXU, 5713135]
[paragraph, [735.0, 131.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 167.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 203.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 239.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 275.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 311.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 347.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 383.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 419.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 455.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 491.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 527.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 563.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 599.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 635.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 671.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 707.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 743.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 779.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 815.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 851.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 887.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 923.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 959.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 995.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 1031.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 1067.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 1103.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 1139.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 1175.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 1211.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 1247.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 1283.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [735.0, 1319.0, 322.0, 36.0], shoonya_4s9K3Z9CA6SCTW, 5713135]
[paragraph, [107.0, 790.0, 304.0, 36.0], shoonya_2sMQ3Z3VVDIFIT, 5713135]
[paragraph, [107.0, 826.0, 304.0, 36.0], shoonya_2sMQ3Z3VVDIFIT, 5713135]
[paragraph, [107.0, 862.0, 304.0, 36.0], shoonya_2sMQ3Z3VVDIFIT, 5713135]
[paragraph, [107.0, 898.0, 304.0, 36.0], shoonya_2sMQ3Z3VVDIFIT, 5713135]
[paragraph, [107.0, 934.0, 304.0, 36.0], shoonya_2sMQ3Z3VVDIFIT, 5713135]
[paragraph, [107.0, 970.0, 304.0, 36.0], shoonya_2sMQ3Z3VVDIFIT, 5713135]
[paragraph, [107.0, 1006.0, 304.0, 36.0], shoonya_2sMQ3Z3VVDIFIT, 5713135]
[paragraph, [107.0, 1042.0, 304.0, 36.0], shoonya_2sMQ3Z3VVDIFIT, 5713135]
[paragraph, [107.0, 1078.0, 304.0, 36.0], shoonya_2sMQ3Z3VVDIFIT, 5713135]
[paragraph, [107.0, 1114.0, 304.0, 36.0], shoonya_2sMQ3Z3VVDIFIT, 5713135]
[paragraph, [107.0, 1150.0, 304.0, 36.0], shoonya_2sMQ3Z3VVDIFIT, 5713135]
[paragraph, [107.0, 1186.0, 304.0, 36.0], shoonya_2sMQ3Z3VVDIFIT, 5713135]
[paragraph, [107.0, 1222.0, 304.0, 36.0], shoonya_2sMQ3Z3VVDIFIT, 5713135]
[paragraph, [107.0, 1258.0, 304.0, 36.0], shoonya_2sMQ3Z3VVDIFIT, 5713135]
[paragraph, [107.0, 1294.0, 304.0, 36.0], shoonya_2sMQ3Z3VVDIFIT, 5713135]
[paragraph, [107.0, 1330.0, 304.0, 36.0], shoonya_2sMQ3Z3VVDIFIT, 5713135]
[paragraph, [107.0, 1366.0, 304.0, 36.0], shoonya_2sMQ3Z3VVDIFIT, 5713135]
[paragraph, [419.0, 971.0, 310.0, 36.0], shoonya_1s110T02B81JB6, 5713135]
[paragraph, [419.0, 1007.0, 310.0, 36.0], shoonya_1s110T02B81JB6, 5713135]
[paragraph, [419.0, 1043.0, 310.0, 36.0], shoonya_1s110T02B81JB6, 5713135]
[paragraph, [419.0, 1079.0, 310.0, 36.0], shoonya_1s110T02B81JB6, 5713135]
[paragraph, [419.0, 1115.0, 310.0, 36.0], shoonya_1s110T02B81JB6, 5713135]
[paragraph, [419.0, 1151.0, 310.0, 36.0], shoonya_1s110T02B81JB6, 5713135]
[paragraph, [419.0, 1187.0, 310.0, 36.0], shoonya_1s110T02B81JB6, 5713135]
[paragraph, [419.0, 1223.0, 310.0, 36.0], shoonya_1s110T02B81JB6, 5713135]
[paragraph, [419.0, 1259.0, 310.0, 36.0], shoonya_1s110T02B81JB6, 5713135]
