[2339, 1653]
[folio, [278.0, 216.0, 235.0, 36.0], oM1j3-8M50, 5655253]
[paragraph, [267.0, 303.0, 599.0, 36.0], shoonya_3s1MTD5Y6X9KJ8, 5655253]
[paragraph, [267.0, 339.0, 599.0, 36.0], shoonya_3s1MTD5Y6X9KJ8, 5655253]
[paragraph, [267.0, 375.0, 599.0, 36.0], shoonya_3s1MTD5Y6X9KJ8, 5655253]
[paragraph, [267.0, 411.0, 599.0, 36.0], shoonya_3s1MTD5Y6X9KJ8, 5655253]
[paragraph, [267.0, 447.0, 599.0, 36.0], shoonya_3s1MTD5Y6X9KJ8, 5655253]
[paragraph, [267.0, 483.0, 599.0, 36.0], shoonya_3s1MTD5Y6X9KJ8, 5655253]
[paragraph, [267.0, 519.0, 599.0, 36.0], shoonya_3s1MTD5Y6X9KJ8, 5655253]
[paragraph, [267.0, 555.0, 599.0, 36.0], shoonya_3s1MTD5Y6X9KJ8, 5655253]
[paragraph, [267.0, 591.0, 599.0, 36.0], shoonya_3s1MTD5Y6X9KJ8, 5655253]
[paragraph, [267.0, 627.0, 599.0, 36.0], shoonya_3s1MTD5Y6X9KJ8, 5655253]
[paragraph, [267.0, 663.0, 599.0, 36.0], shoonya_3s1MTD5Y6X9KJ8, 5655253]
[paragraph, [267.0, 699.0, 599.0, 36.0], shoonya_3s1MTD5Y6X9KJ8, 5655253]
[paragraph, [267.0, 735.0, 599.0, 36.0], shoonya_3s1MTD5Y6X9KJ8, 5655253]
[paragraph, [267.0, 771.0, 599.0, 36.0], shoonya_3s1MTD5Y6X9KJ8, 5655253]
[paragraph, [286.0, 850.0, 1082.0, 36.0], shoonya_1sD2RHDCVL8J3H, 5655253]
[paragraph, [286.0, 886.0, 1082.0, 36.0], shoonya_1sD2RHDCVL8J3H, 5655253]
[paragraph, [286.0, 922.0, 1082.0, 36.0], shoonya_1sD2RHDCVL8J3H, 5655253]
[paragraph, [286.0, 958.0, 1082.0, 36.0], shoonya_1sD2RHDCVL8J3H, 5655253]
[paragraph, [286.0, 994.0, 1082.0, 36.0], shoonya_1sD2RHDCVL8J3H, 5655253]
[paragraph, [286.0, 1030.0, 1082.0, 36.0], shoonya_1sD2RHDCVL8J3H, 5655253]
[paragraph, [286.0, 1066.0, 1082.0, 36.0], shoonya_1sD2RHDCVL8J3H, 5655253]
[paragraph, [286.0, 1102.0, 1082.0, 36.0], shoonya_1sD2RHDCVL8J3H, 5655253]
[paragraph, [286.0, 1138.0, 1082.0, 36.0], shoonya_1sD2RHDCVL8J3H, 5655253]
[section-title, [280.0, 1203.0, 410.0, 52.5], fai3Oqye-r, 5655253]
[paragraph, [283.0, 1295.0, 1083.0, 36.0], shoonya_0sBO1EG6SF5803, 5655253]
[paragraph, [283.0, 1331.0, 1083.0, 36.0], shoonya_0sBO1EG6SF5803, 5655253]
[paragraph, [283.0, 1367.0, 1083.0, 36.0], shoonya_0sBO1EG6SF5803, 5655253]
[paragraph, [283.0, 1403.0, 1083.0, 36.0], shoonya_0sBO1EG6SF5803, 5655253]
[paragraph, [283.0, 1439.0, 1083.0, 36.0], shoonya_0sBO1EG6SF5803, 5655253]
[paragraph, [283.0, 1475.0, 1083.0, 36.0], shoonya_0sBO1EG6SF5803, 5655253]
[paragraph, [283.0, 1511.0, 1083.0, 36.0], shoonya_0sBO1EG6SF5803, 5655253]
[paragraph, [283.0, 1547.0, 1083.0, 36.0], shoonya_0sBO1EG6SF5803, 5655253]
[paragraph, [283.0, 1583.0, 1083.0, 36.0], shoonya_0sBO1EG6SF5803, 5655253]
[paragraph, [283.0, 1619.0, 1083.0, 36.0], shoonya_0sBO1EG6SF5803, 5655253]
[paragraph, [283.0, 1655.0, 1083.0, 36.0], shoonya_0sBO1EG6SF5803, 5655253]
[paragraph, [283.0, 1691.0, 1083.0, 36.0], shoonya_0sBO1EG6SF5803, 5655253]
[paragraph, [283.0, 1727.0, 1083.0, 36.0], shoonya_0sBO1EG6SF5803, 5655253]
[paragraph, [283.0, 1763.0, 1083.0, 36.0], shoonya_0sBO1EG6SF5803, 5655253]
[paragraph, [283.0, 1799.0, 1083.0, 36.0], shoonya_0sBO1EG6SF5803, 5655253]
[paragraph, [283.0, 1835.0, 1083.0, 36.0], shoonya_0sBO1EG6SF5803, 5655253]
[paragraph, [283.0, 1871.0, 1083.0, 36.0], shoonya_0sBO1EG6SF5803, 5655253]
[paragraph, [283.0, 1907.0, 1083.0, 36.0], shoonya_0sBO1EG6SF5803, 5655253]
[paragraph, [283.0, 1943.0, 1083.0, 36.0], shoonya_0sBO1EG6SF5803, 5655253]
[paragraph, [283.0, 1979.0, 1083.0, 36.0], shoonya_0sBO1EG6SF5803, 5655253]
[paragraph, [283.0, 2015.0, 1083.0, 36.0], shoonya_0sBO1EG6SF5803, 5655253]
