[2068, 1551]
[folio, [17.0, 26.0, 207.0, 36.0], shoonya_13sB7JI2D20NKV, 5712506]
[paragraph, [25.0, 107.0, 722.0, 36.0], shoonya_0s1J3HQQ1PXUV5, 5712506]
[paragraph, [25.0, 143.0, 722.0, 36.0], shoonya_0s1J3HQQ1PXUV5, 5712506]
[paragraph, [25.0, 179.0, 722.0, 36.0], shoonya_0s1J3HQQ1PXUV5, 5712506]
[paragraph, [25.0, 215.0, 722.0, 36.0], shoonya_0s1J3HQQ1PXUV5, 5712506]
[paragraph, [25.0, 251.0, 722.0, 36.0], shoonya_0s1J3HQQ1PXUV5, 5712506]
[paragraph, [25.0, 287.0, 722.0, 36.0], shoonya_0s1J3HQQ1PXUV5, 5712506]
[paragraph, [25.0, 323.0, 722.0, 36.0], shoonya_0s1J3HQQ1PXUV5, 5712506]
[paragraph, [25.0, 359.0, 722.0, 36.0], shoonya_0s1J3HQQ1PXUV5, 5712506]
[paragraph, [25.0, 395.0, 722.0, 36.0], shoonya_0s1J3HQQ1PXUV5, 5712506]
[paragraph, [25.0, 431.0, 722.0, 36.0], shoonya_0s1J3HQQ1PXUV5, 5712506]
[paragraph, [25.0, 467.0, 722.0, 36.0], shoonya_0s1J3HQQ1PXUV5, 5712506]
[contact-info, [766.0, 131.0, 685.0, 36.0], ajt5JzvcnJ, 5712506]
[contact-info, [766.0, 167.0, 685.0, 36.0], ajt5JzvcnJ, 5712506]
[contact-info, [766.0, 203.0, 685.0, 36.0], ajt5JzvcnJ, 5712506]
[paragraph, [933.0, 315.0, 531.0, 36.0], shoonya_7sRW11Y3NX8153, 5712506]
[paragraph, [933.0, 351.0, 531.0, 36.0], shoonya_7sRW11Y3NX8153, 5712506]
[paragraph, [933.0, 387.0, 531.0, 36.0], shoonya_7sRW11Y3NX8153, 5712506]
[paragraph, [933.0, 423.0, 531.0, 36.0], shoonya_7sRW11Y3NX8153, 5712506]
[paragraph, [933.0, 459.0, 531.0, 36.0], shoonya_7sRW11Y3NX8153, 5712506]
[paragraph, [933.0, 495.0, 531.0, 36.0], shoonya_7sRW11Y3NX8153, 5712506]
[paragraph, [933.0, 531.0, 531.0, 36.0], shoonya_7sRW11Y3NX8153, 5712506]
[paragraph, [16.0, 513.0, 731.0, 36.0], shoonya_1s2TP8PRAO36WB, 5712506]
[paragraph, [16.0, 549.0, 731.0, 36.0], shoonya_1s2TP8PRAO36WB, 5712506]
[paragraph, [16.0, 585.0, 731.0, 36.0], shoonya_1s2TP8PRAO36WB, 5712506]
[paragraph, [16.0, 621.0, 731.0, 36.0], shoonya_1s2TP8PRAO36WB, 5712506]
[paragraph, [16.0, 657.0, 731.0, 36.0], shoonya_1s2TP8PRAO36WB, 5712506]
[paragraph, [16.0, 693.0, 731.0, 36.0], shoonya_1s2TP8PRAO36WB, 5712506]
[paragraph, [16.0, 729.0, 731.0, 36.0], shoonya_1s2TP8PRAO36WB, 5712506]
[paragraph, [16.0, 765.0, 731.0, 36.0], shoonya_1s2TP8PRAO36WB, 5712506]
[paragraph, [16.0, 801.0, 731.0, 36.0], shoonya_1s2TP8PRAO36WB, 5712506]
[paragraph, [16.0, 837.0, 731.0, 36.0], shoonya_1s2TP8PRAO36WB, 5712506]
[paragraph, [750.0, 589.0, 716.0, 36.0], shoonya_8sT082CUQDIE4D, 5712506]
[paragraph, [750.0, 625.0, 716.0, 36.0], shoonya_8sT082CUQDIE4D, 5712506]
[paragraph, [747.0, 685.0, 723.0, 36.0], shoonya_9sLRHI8MNJ50WD, 5712506]
[paragraph, [747.0, 721.0, 723.0, 36.0], shoonya_9sLRHI8MNJ50WD, 5712506]
[paragraph, [747.0, 757.0, 723.0, 36.0], shoonya_9sLRHI8MNJ50WD, 5712506]
[paragraph, [747.0, 793.0, 723.0, 36.0], shoonya_9sLRHI8MNJ50WD, 5712506]
[paragraph, [747.0, 829.0, 723.0, 36.0], shoonya_9sLRHI8MNJ50WD, 5712506]
[paragraph, [747.0, 865.0, 723.0, 36.0], shoonya_9sLRHI8MNJ50WD, 5712506]
[paragraph, [747.0, 901.0, 723.0, 36.0], shoonya_9sLRHI8MNJ50WD, 5712506]
[paragraph, [747.0, 937.0, 723.0, 36.0], shoonya_9sLRHI8MNJ50WD, 5712506]
[paragraph, [747.0, 973.0, 723.0, 36.0], shoonya_9sLRHI8MNJ50WD, 5712506]
[paragraph, [747.0, 1009.0, 723.0, 36.0], shoonya_9sLRHI8MNJ50WD, 5712506]
[paragraph, [747.0, 1045.0, 723.0, 36.0], shoonya_9sLRHI8MNJ50WD, 5712506]
[paragraph, [747.0, 1081.0, 723.0, 36.0], shoonya_9sLRHI8MNJ50WD, 5712506]
[paragraph, [747.0, 1117.0, 723.0, 36.0], shoonya_9sLRHI8MNJ50WD, 5712506]
[paragraph, [747.0, 1153.0, 723.0, 36.0], shoonya_9sLRHI8MNJ50WD, 5712506]
[paragraph, [747.0, 1189.0, 723.0, 36.0], shoonya_9sLRHI8MNJ50WD, 5712506]
[paragraph, [747.0, 1225.0, 723.0, 36.0], shoonya_9sLRHI8MNJ50WD, 5712506]
[paragraph, [18.0, 906.0, 724.0, 36.0], shoonya_2s5Q2BK14ZMRWP, 5712506]
[paragraph, [18.0, 942.0, 724.0, 36.0], shoonya_2s5Q2BK14ZMRWP, 5712506]
[paragraph, [18.0, 978.0, 724.0, 36.0], shoonya_2s5Q2BK14ZMRWP, 5712506]
[paragraph, [18.0, 1014.0, 724.0, 36.0], shoonya_2s5Q2BK14ZMRWP, 5712506]
[paragraph, [18.0, 1050.0, 724.0, 36.0], shoonya_2s5Q2BK14ZMRWP, 5712506]
[paragraph, [18.0, 1086.0, 724.0, 36.0], shoonya_2s5Q2BK14ZMRWP, 5712506]
[paragraph, [18.0, 1122.0, 724.0, 36.0], shoonya_2s5Q2BK14ZMRWP, 5712506]
[paragraph, [17.0, 1181.0, 732.0, 36.0], shoonya_3sQGKH82OM64HO, 5712506]
[paragraph, [17.0, 1217.0, 732.0, 36.0], shoonya_3sQGKH82OM64HO, 5712506]
[paragraph, [17.0, 1253.0, 732.0, 36.0], shoonya_3sQGKH82OM64HO, 5712506]
[paragraph, [17.0, 1289.0, 732.0, 36.0], shoonya_3sQGKH82OM64HO, 5712506]
