[1275, 750]
[folio, [307.0, 85.0, 151.0, 18.0], 37vVY6lp0j, 5766949]
[folio, [307.0, 103.0, 151.0, 18.0], 37vVY6lp0j, 5766949]
[paragraph, [53.0, 147.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 165.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 183.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 201.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 219.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 237.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 255.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 273.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 291.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 309.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 327.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 345.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 363.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 381.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 399.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 417.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 435.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 453.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 471.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 489.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 507.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 525.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 543.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 561.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 579.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 597.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 615.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 633.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 651.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 669.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 687.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 705.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 723.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 741.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 759.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 777.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 795.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 813.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 831.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 849.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 867.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 885.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 903.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 921.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 939.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 957.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 975.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 993.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 1011.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 1029.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 1047.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 1065.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 1083.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 1101.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 1119.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 1137.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 1155.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
[paragraph, [53.0, 1173.0, 645.0, 18.0], shoonya_1sS8ZFIXZ996PP, 5766949]
