[1654, 2338]
[section-title, [262.0, 116.0, 128.0, 49.5], pJC-FbyonN, 5735473]
[unordered-list, [262.0, 207.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 243.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 279.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 315.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 351.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 387.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 423.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 459.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 495.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 531.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 567.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 603.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 639.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 675.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 711.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 747.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 783.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 819.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 855.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 891.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 927.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 963.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 999.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 1035.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 1071.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 1107.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 1143.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 1179.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
[unordered-list, [262.0, 1215.0, 1681.0, 36.0], P37wkdb_a4, 5735473]
