[2334, 1650]
[paragraph, [151.0, 140.0, 1259.0, 36.0], shoonya_0sVGWO93ZCSMYE, 5652454]
[paragraph, [151.0, 176.0, 1259.0, 36.0], shoonya_0sVGWO93ZCSMYE, 5652454]
[paragraph, [151.0, 212.0, 1259.0, 36.0], shoonya_0sVGWO93ZCSMYE, 5652454]
[paragraph, [151.0, 248.0, 1259.0, 36.0], shoonya_0sVGWO93ZCSMYE, 5652454]
[paragraph, [151.0, 284.0, 1259.0, 36.0], shoonya_0sVGWO93ZCSMYE, 5652454]
[paragraph, [151.0, 320.0, 1259.0, 36.0], shoonya_0sVGWO93ZCSMYE, 5652454]
[paragraph, [151.0, 356.0, 1259.0, 36.0], shoonya_0sVGWO93ZCSMYE, 5652454]
[paragraph, [151.0, 392.0, 1259.0, 36.0], shoonya_0sVGWO93ZCSMYE, 5652454]
[paragraph, [151.0, 428.0, 1259.0, 36.0], shoonya_0sVGWO93ZCSMYE, 5652454]
[paragraph, [151.0, 464.0, 1259.0, 36.0], shoonya_0sVGWO93ZCSMYE, 5652454]
[paragraph, [164.0, 521.0, 1214.0, 36.0], MaWoweBFsW, 5652454]
[paragraph, [164.0, 557.0, 1214.0, 36.0], MaWoweBFsW, 5652454]
[paragraph, [164.0, 593.0, 1214.0, 36.0], MaWoweBFsW, 5652454]
[paragraph, [164.0, 629.0, 1214.0, 36.0], MaWoweBFsW, 5652454]
[paragraph, [164.0, 665.0, 1214.0, 36.0], MaWoweBFsW, 5652454]
[paragraph, [164.0, 701.0, 1214.0, 36.0], MaWoweBFsW, 5652454]
[paragraph, [164.0, 737.0, 1214.0, 36.0], MaWoweBFsW, 5652454]
[paragraph, [164.0, 773.0, 1214.0, 36.0], MaWoweBFsW, 5652454]
[paragraph, [177.0, 826.0, 1260.0, 36.0], GRGT2SnvTh, 5652454]
[paragraph, [177.0, 862.0, 1260.0, 36.0], GRGT2SnvTh, 5652454]
[paragraph, [177.0, 898.0, 1260.0, 36.0], GRGT2SnvTh, 5652454]
[paragraph, [177.0, 934.0, 1260.0, 36.0], GRGT2SnvTh, 5652454]
[paragraph, [168.0, 997.0, 1215.0, 36.0], l5M_QZ0LL7, 5652454]
[paragraph, [168.0, 1033.0, 1215.0, 36.0], l5M_QZ0LL7, 5652454]
[paragraph, [168.0, 1069.0, 1215.0, 36.0], l5M_QZ0LL7, 5652454]
[paragraph, [168.0, 1105.0, 1215.0, 36.0], l5M_QZ0LL7, 5652454]
[paragraph, [168.0, 1141.0, 1215.0, 36.0], l5M_QZ0LL7, 5652454]
[paragraph, [168.0, 1177.0, 1215.0, 36.0], l5M_QZ0LL7, 5652454]
[paragraph, [168.0, 1213.0, 1215.0, 36.0], l5M_QZ0LL7, 5652454]
[paragraph, [168.0, 1249.0, 1215.0, 36.0], l5M_QZ0LL7, 5652454]
[paragraph, [168.0, 1285.0, 1215.0, 36.0], l5M_QZ0LL7, 5652454]
[paragraph, [168.0, 1321.0, 1215.0, 36.0], l5M_QZ0LL7, 5652454]
[paragraph, [168.0, 1357.0, 1215.0, 36.0], l5M_QZ0LL7, 5652454]
[paragraph, [177.0, 1411.0, 1204.0, 36.0], mWJ0LRQP4B, 5652454]
[paragraph, [177.0, 1447.0, 1204.0, 36.0], mWJ0LRQP4B, 5652454]
[paragraph, [177.0, 1483.0, 1204.0, 36.0], mWJ0LRQP4B, 5652454]
[paragraph, [177.0, 1519.0, 1204.0, 36.0], mWJ0LRQP4B, 5652454]
[paragraph, [177.0, 1555.0, 1204.0, 36.0], mWJ0LRQP4B, 5652454]
[paragraph, [177.0, 1591.0, 1204.0, 36.0], mWJ0LRQP4B, 5652454]
[paragraph, [177.0, 1627.0, 1204.0, 36.0], mWJ0LRQP4B, 5652454]
[paragraph, [177.0, 1663.0, 1204.0, 36.0], mWJ0LRQP4B, 5652454]
[paragraph, [177.0, 1699.0, 1204.0, 36.0], mWJ0LRQP4B, 5652454]
[paragraph, [177.0, 1735.0, 1204.0, 36.0], mWJ0LRQP4B, 5652454]
[paragraph, [177.0, 1771.0, 1204.0, 36.0], mWJ0LRQP4B, 5652454]
[paragraph, [177.0, 1807.0, 1204.0, 36.0], mWJ0LRQP4B, 5652454]
[paragraph, [177.0, 1843.0, 1204.0, 36.0], mWJ0LRQP4B, 5652454]
[paragraph, [177.0, 1879.0, 1204.0, 36.0], mWJ0LRQP4B, 5652454]
[paragraph, [177.0, 1915.0, 1204.0, 36.0], mWJ0LRQP4B, 5652454]
[paragraph, [177.0, 1951.0, 1204.0, 36.0], mWJ0LRQP4B, 5652454]
[paragraph, [177.0, 1987.0, 1204.0, 36.0], mWJ0LRQP4B, 5652454]
[paragraph, [177.0, 2023.0, 1204.0, 36.0], mWJ0LRQP4B, 5652454]
[folio, [1116.0, 2105.0, 127.0, 36.0], 7o4Rybtvwl, 5652454]
