[1755, 1240]
[section-title, [525.0, 99.0, 193.0, 49.5], 37ZvCFmJLB, 6478118]
[sub-section-title, [97.0, 255.0, 781.0, 36.0], shoonya_2s4GJ3GGCV29X0, 6478118]
[unordered-list, [83.0, 321.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 357.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 393.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 429.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 465.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 501.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 537.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 573.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 609.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 645.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 681.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 717.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 753.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 789.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 825.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 861.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 897.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 933.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 969.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 1005.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 1041.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 1077.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 1113.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 1149.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[unordered-list, [83.0, 1185.0, 1042.0, 36.0], shoonya_0sR2XOGYR9YOPF, 6478118]
[reference, [81.0, 1264.0, 595.0, 36.0], shoonya_3sSHHEYJZXMXP1, 6478118]
[website-link, [95.0, 1285.0, 570.0, 18.0], XDszss-81l, 6478118]
