[3509, 2480]
[paragraph, [351.0, 370.0, 1772.0, 52.5], shoonya_2sG7PAT4HWM20T, 5724338]
[paragraph, [351.0, 422.5, 1772.0, 52.5], shoonya_2sG7PAT4HWM20T, 5724338]
[paragraph, [351.0, 475.0, 1772.0, 52.5], shoonya_2sG7PAT4HWM20T, 5724338]
[paragraph, [351.0, 527.5, 1772.0, 52.5], shoonya_2sG7PAT4HWM20T, 5724338]
[paragraph, [351.0, 580.0, 1772.0, 52.5], shoonya_2sG7PAT4HWM20T, 5724338]
[paragraph, [351.0, 632.5, 1772.0, 52.5], shoonya_2sG7PAT4HWM20T, 5724338]
[paragraph, [351.0, 685.0, 1772.0, 52.5], shoonya_2sG7PAT4HWM20T, 5724338]
[paragraph, [351.0, 737.5, 1772.0, 52.5], shoonya_2sG7PAT4HWM20T, 5724338]
[paragraph, [351.0, 790.0, 1772.0, 52.5], shoonya_2sG7PAT4HWM20T, 5724338]
[paragraph, [351.0, 842.5, 1772.0, 52.5], shoonya_2sG7PAT4HWM20T, 5724338]
[paragraph, [351.0, 895.0, 1772.0, 52.5], shoonya_2sG7PAT4HWM20T, 5724338]
[paragraph, [351.0, 947.5, 1772.0, 52.5], shoonya_2sG7PAT4HWM20T, 5724338]
[paragraph, [352.0, 1077.0, 1768.0, 52.5], shoonya_1s5KYQZ1XS0XHL, 5724338]
[paragraph, [352.0, 1129.5, 1768.0, 52.5], shoonya_1s5KYQZ1XS0XHL, 5724338]
[paragraph, [352.0, 1182.0, 1768.0, 52.5], shoonya_1s5KYQZ1XS0XHL, 5724338]
[paragraph, [352.0, 1234.5, 1768.0, 52.5], shoonya_1s5KYQZ1XS0XHL, 5724338]
[paragraph, [352.0, 1287.0, 1768.0, 52.5], shoonya_1s5KYQZ1XS0XHL, 5724338]
[paragraph, [352.0, 1339.5, 1768.0, 52.5], shoonya_1s5KYQZ1XS0XHL, 5724338]
[paragraph, [352.0, 1392.0, 1768.0, 52.5], shoonya_1s5KYQZ1XS0XHL, 5724338]
[paragraph, [352.0, 1444.5, 1768.0, 52.5], shoonya_1s5KYQZ1XS0XHL, 5724338]
[paragraph, [352.0, 1497.0, 1768.0, 52.5], shoonya_1s5KYQZ1XS0XHL, 5724338]
[paragraph, [352.0, 1549.5, 1768.0, 52.5], shoonya_1s5KYQZ1XS0XHL, 5724338]
[paragraph, [352.0, 1602.0, 1768.0, 52.5], shoonya_1s5KYQZ1XS0XHL, 5724338]
[paragraph, [352.0, 1654.5, 1768.0, 52.5], shoonya_1s5KYQZ1XS0XHL, 5724338]
[paragraph, [352.0, 1707.0, 1768.0, 52.5], shoonya_1s5KYQZ1XS0XHL, 5724338]
[paragraph, [352.0, 1759.5, 1768.0, 52.5], shoonya_1s5KYQZ1XS0XHL, 5724338]
[paragraph, [352.0, 1812.0, 1768.0, 52.5], shoonya_1s5KYQZ1XS0XHL, 5724338]
[paragraph, [352.0, 1864.5, 1768.0, 52.5], shoonya_1s5KYQZ1XS0XHL, 5724338]
[paragraph, [352.0, 1917.0, 1768.0, 52.5], shoonya_1s5KYQZ1XS0XHL, 5724338]
[paragraph, [352.0, 1969.5, 1768.0, 52.5], shoonya_1s5KYQZ1XS0XHL, 5724338]
[paragraph, [353.0, 2120.0, 1791.0, 52.5], 7GJT5v6_qz, 5724338]
[paragraph, [353.0, 2172.5, 1791.0, 52.5], 7GJT5v6_qz, 5724338]
[paragraph, [353.0, 2225.0, 1791.0, 52.5], 7GJT5v6_qz, 5724338]
[paragraph, [353.0, 2277.5, 1791.0, 52.5], 7GJT5v6_qz, 5724338]
[paragraph, [353.0, 2330.0, 1791.0, 52.5], 7GJT5v6_qz, 5724338]
[paragraph, [353.0, 2382.5, 1791.0, 52.5], 7GJT5v6_qz, 5724338]
[paragraph, [353.0, 2435.0, 1791.0, 52.5], 7GJT5v6_qz, 5724338]
[paragraph, [353.0, 2487.5, 1791.0, 52.5], 7GJT5v6_qz, 5724338]
[paragraph, [353.0, 2540.0, 1791.0, 52.5], 7GJT5v6_qz, 5724338]
[paragraph, [353.0, 2592.5, 1791.0, 52.5], 7GJT5v6_qz, 5724338]
[paragraph, [353.0, 2645.0, 1791.0, 52.5], 7GJT5v6_qz, 5724338]
[paragraph, [353.0, 2697.5, 1791.0, 52.5], 7GJT5v6_qz, 5724338]
[paragraph, [353.0, 2750.0, 1791.0, 52.5], 7GJT5v6_qz, 5724338]
[paragraph, [353.0, 2802.5, 1791.0, 52.5], 7GJT5v6_qz, 5724338]
[paragraph, [353.0, 2855.0, 1791.0, 52.5], 7GJT5v6_qz, 5724338]
[paragraph, [353.0, 2907.5, 1791.0, 52.5], 7GJT5v6_qz, 5724338]
[paragraph, [353.0, 2960.0, 1791.0, 52.5], 7GJT5v6_qz, 5724338]
[paragraph, [353.0, 3012.5, 1791.0, 52.5], 7GJT5v6_qz, 5724338]
[paragraph, [353.0, 3065.0, 1791.0, 52.5], 7GJT5v6_qz, 5724338]
