[1650, 1275]
[section-title, [553.0, 119.0, 602.0, 49.5], dEtyUCDAPu, 6473992]
[section-title, [553.0, 168.5, 602.0, 49.5], dEtyUCDAPu, 6473992]
[section-title, [105.0, 123.0, 412.0, 49.5], shoonya_0sBII7CKTPLN0G, 6473992]
[section-title, [105.0, 172.5, 412.0, 49.5], shoonya_0sBII7CKTPLN0G, 6473992]
[section-title, [105.0, 222.0, 412.0, 49.5], shoonya_0sBII7CKTPLN0G, 6473992]
[ordered-list, [555.0, 280.0, 596.0, 36.0], shoonya_9sNFO04FUJ9ZEE, 6473992]
[ordered-list, [555.0, 316.0, 596.0, 36.0], shoonya_9sNFO04FUJ9ZEE, 6473992]
[ordered-list, [555.0, 352.0, 596.0, 36.0], shoonya_9sNFO04FUJ9ZEE, 6473992]
[ordered-list, [555.0, 388.0, 596.0, 36.0], shoonya_9sNFO04FUJ9ZEE, 6473992]
[ordered-list, [555.0, 424.0, 596.0, 36.0], shoonya_9sNFO04FUJ9ZEE, 6473992]
[ordered-list, [555.0, 460.0, 596.0, 36.0], shoonya_9sNFO04FUJ9ZEE, 6473992]
[ordered-list, [555.0, 496.0, 596.0, 36.0], shoonya_9sNFO04FUJ9ZEE, 6473992]
[ordered-list, [555.0, 532.0, 596.0, 36.0], shoonya_9sNFO04FUJ9ZEE, 6473992]
[ordered-list, [555.0, 568.0, 596.0, 36.0], shoonya_9sNFO04FUJ9ZEE, 6473992]
[ordered-list, [555.0, 604.0, 596.0, 36.0], shoonya_9sNFO04FUJ9ZEE, 6473992]
[paragraph, [102.0, 334.0, 396.0, 36.0], DsjpQhxaYh, 6473992]
[ordered-list, [109.0, 409.0, 399.0, 36.0], shoonya_6sLRVXUIASG7M3, 6473992]
[ordered-list, [109.0, 445.0, 399.0, 36.0], shoonya_6sLRVXUIASG7M3, 6473992]
[ordered-list, [109.0, 481.0, 399.0, 36.0], shoonya_6sLRVXUIASG7M3, 6473992]
[ordered-list, [109.0, 517.0, 399.0, 36.0], shoonya_6sLRVXUIASG7M3, 6473992]
[ordered-list, [109.0, 553.0, 399.0, 36.0], shoonya_6sLRVXUIASG7M3, 6473992]
[ordered-list, [109.0, 589.0, 399.0, 36.0], shoonya_6sLRVXUIASG7M3, 6473992]
[ordered-list, [109.0, 625.0, 399.0, 36.0], shoonya_6sLRVXUIASG7M3, 6473992]
[section-title, [530.0, 741.0, 635.0, 49.5], GtwYwC8C3c, 6473992]
[section-title, [530.0, 790.5, 635.0, 49.5], GtwYwC8C3c, 6473992]
[section-title, [100.0, 744.0, 247.0, 49.5], shoonya_1s35NR941HRYMD, 6473992]
[paragraph, [527.0, 852.0, 639.0, 36.0], YVK3gi99ip, 6473992]
[paragraph, [527.0, 888.0, 639.0, 36.0], YVK3gi99ip, 6473992]
[paragraph, [527.0, 924.0, 639.0, 36.0], YVK3gi99ip, 6473992]
[paragraph, [106.0, 854.0, 385.0, 36.0], F4H2tKkQ0q, 6473992]
[paragraph, [106.0, 890.0, 385.0, 36.0], F4H2tKkQ0q, 6473992]
[paragraph, [106.0, 926.0, 385.0, 36.0], F4H2tKkQ0q, 6473992]
[paragraph, [106.0, 962.0, 385.0, 36.0], F4H2tKkQ0q, 6473992]
[paragraph, [106.0, 998.0, 385.0, 36.0], F4H2tKkQ0q, 6473992]
[ordered-list, [527.0, 1009.0, 637.0, 36.0], GlLcfJTZAC, 6473992]
[ordered-list, [527.0, 1045.0, 637.0, 36.0], GlLcfJTZAC, 6473992]
[ordered-list, [527.0, 1081.0, 637.0, 36.0], GlLcfJTZAC, 6473992]
[ordered-list, [527.0, 1117.0, 637.0, 36.0], GlLcfJTZAC, 6473992]
[ordered-list, [527.0, 1153.0, 637.0, 36.0], GlLcfJTZAC, 6473992]
[ordered-list, [527.0, 1189.0, 637.0, 36.0], GlLcfJTZAC, 6473992]
[ordered-list, [527.0, 1225.0, 637.0, 36.0], GlLcfJTZAC, 6473992]
[ordered-list, [527.0, 1261.0, 637.0, 36.0], GlLcfJTZAC, 6473992]
[ordered-list, [527.0, 1297.0, 637.0, 36.0], GlLcfJTZAC, 6473992]
[ordered-list, [527.0, 1333.0, 637.0, 36.0], GlLcfJTZAC, 6473992]
[ordered-list, [527.0, 1369.0, 637.0, 36.0], GlLcfJTZAC, 6473992]
[ordered-list, [527.0, 1405.0, 637.0, 36.0], GlLcfJTZAC, 6473992]
[ordered-list, [105.0, 1056.0, 371.0, 36.0], dM45mbdefo, 6473992]
[ordered-list, [105.0, 1092.0, 371.0, 36.0], dM45mbdefo, 6473992]
[ordered-list, [105.0, 1128.0, 371.0, 36.0], dM45mbdefo, 6473992]
[ordered-list, [105.0, 1164.0, 371.0, 36.0], dM45mbdefo, 6473992]
[ordered-list, [105.0, 1200.0, 371.0, 36.0], dM45mbdefo, 6473992]
[ordered-list, [105.0, 1236.0, 371.0, 36.0], dM45mbdefo, 6473992]
[ordered-list, [105.0, 1272.0, 371.0, 36.0], dM45mbdefo, 6473992]
[ordered-list, [105.0, 1308.0, 371.0, 36.0], dM45mbdefo, 6473992]
[ordered-list, [105.0, 1344.0, 371.0, 36.0], dM45mbdefo, 6473992]
[ordered-list, [105.0, 1380.0, 371.0, 36.0], dM45mbdefo, 6473992]
[ordered-list, [105.0, 1416.0, 371.0, 36.0], dM45mbdefo, 6473992]
[ordered-list, [105.0, 1452.0, 371.0, 36.0], dM45mbdefo, 6473992]
