[2339, 1656]
[paragraph, [185.0, 182.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 218.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 254.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 290.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 326.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 362.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 398.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 434.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 470.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 506.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 542.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 578.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 614.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 650.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 686.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 722.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 758.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 794.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 830.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 866.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 902.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 938.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 974.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 1010.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 1046.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 1082.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [185.0, 1118.0, 1286.0, 36.0], shoonya_0sS9B1T8ZHJQ5L, 5752375]
[paragraph, [187.0, 1227.0, 1287.0, 36.0], shoonya_1sYXPNTUXAL8YZ, 5752375]
[paragraph, [187.0, 1263.0, 1287.0, 36.0], shoonya_1sYXPNTUXAL8YZ, 5752375]
[paragraph, [187.0, 1299.0, 1287.0, 36.0], shoonya_1sYXPNTUXAL8YZ, 5752375]
[paragraph, [187.0, 1335.0, 1287.0, 36.0], shoonya_1sYXPNTUXAL8YZ, 5752375]
[paragraph, [187.0, 1371.0, 1287.0, 36.0], shoonya_1sYXPNTUXAL8YZ, 5752375]
