[2339, 1653]
[folio, [282.0, 200.0, 171.0, 36.0], rrKVFERBY_, 5655248]
[paragraph, [281.0, 298.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 334.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 370.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 406.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 442.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 478.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 514.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 550.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 586.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 622.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 658.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 694.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 730.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 766.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 802.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 838.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 874.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 910.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 946.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 982.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1018.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1054.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1090.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1126.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1162.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1198.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1234.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1270.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1306.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1342.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1378.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1414.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1450.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1486.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1522.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1558.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1594.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1630.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1666.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1702.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1738.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1774.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1810.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1846.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1882.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1918.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1954.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 1990.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 2026.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
[paragraph, [281.0, 2062.0, 1085.0, 36.0], shoonya_0s2ENBUE1NYPEL, 5655248]
