[2339, 1654]
[folio, [113.0, 46.0, 733.0, 36.0], sUECjM1cMV, 5750705]
[folio, [113.0, 82.0, 733.0, 36.0], sUECjM1cMV, 5750705]
[paragraph, [77.0, 97.0, 1499.0, 36.0], yfXcq4K1so, 5750705]
[paragraph, [77.0, 133.0, 1499.0, 36.0], yfXcq4K1so, 5750705]
[paragraph, [77.0, 169.0, 1499.0, 36.0], yfXcq4K1so, 5750705]
[paragraph, [77.0, 205.0, 1499.0, 36.0], yfXcq4K1so, 5750705]
[paragraph, [77.0, 241.0, 1499.0, 36.0], yfXcq4K1so, 5750705]
[paragraph, [77.0, 277.0, 1499.0, 36.0], yfXcq4K1so, 5750705]
[paragraph, [246.0, 305.0, 1183.0, 36.0], pAkyy9mPiU, 5750705]
[paragraph, [246.0, 341.0, 1183.0, 36.0], pAkyy9mPiU, 5750705]
[paragraph, [246.0, 377.0, 1183.0, 36.0], pAkyy9mPiU, 5750705]
[reference, [1020.0, 445.0, 384.0, 36.0], shoonya_0sZ1SLIEFZ7AAP, 5750705]
[paragraph, [126.0, 500.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 536.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 572.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 608.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 644.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 680.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 716.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 752.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 788.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 824.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 860.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 896.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 932.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 968.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1004.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1040.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1076.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1112.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1148.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1184.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1220.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1256.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1292.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1328.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1364.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1400.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1436.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1472.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1508.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1544.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1580.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1616.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1652.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1688.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1724.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1760.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1796.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1832.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1868.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1904.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1940.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 1976.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 2012.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 2048.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 2084.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 2120.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 2156.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 2192.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
[paragraph, [126.0, 2228.0, 1474.0, 36.0], shoonya_1sF14JKWPJ8IRO, 5750705]
