[2339, 1653]
[ordered-list, [345.0, 239.0, 466.0, 36.0], SzzKKH7ZMY, 5687349]
[ordered-list, [345.0, 275.0, 466.0, 36.0], SzzKKH7ZMY, 5687349]
[ordered-list, [345.0, 311.0, 466.0, 36.0], SzzKKH7ZMY, 5687349]
[ordered-list, [345.0, 347.0, 466.0, 36.0], SzzKKH7ZMY, 5687349]
[ordered-list, [345.0, 383.0, 466.0, 36.0], SzzKKH7ZMY, 5687349]
[ordered-list, [345.0, 419.0, 466.0, 36.0], SzzKKH7ZMY, 5687349]
[ordered-list, [345.0, 455.0, 466.0, 36.0], SzzKKH7ZMY, 5687349]
[ordered-list, [345.0, 491.0, 466.0, 36.0], SzzKKH7ZMY, 5687349]
[paragraph, [247.0, 551.0, 1157.0, 36.0], shoonya_1sBM54OIPUPEDK, 5687349]
[paragraph, [247.0, 587.0, 1157.0, 36.0], shoonya_1sBM54OIPUPEDK, 5687349]
[paragraph, [247.0, 623.0, 1157.0, 36.0], shoonya_1sBM54OIPUPEDK, 5687349]
[paragraph, [247.0, 659.0, 1157.0, 36.0], shoonya_1sBM54OIPUPEDK, 5687349]
[paragraph, [247.0, 695.0, 1157.0, 36.0], shoonya_1sBM54OIPUPEDK, 5687349]
[paragraph, [247.0, 731.0, 1157.0, 36.0], shoonya_1sBM54OIPUPEDK, 5687349]
[paragraph, [247.0, 767.0, 1157.0, 36.0], shoonya_1sBM54OIPUPEDK, 5687349]
[paragraph, [766.0, 826.0, 636.0, 36.0], tOwVN9arhf, 5687349]
[paragraph, [247.0, 898.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 934.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 970.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1006.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1042.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1078.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1114.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1150.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1186.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1222.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1258.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1294.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1330.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1366.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1402.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1438.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1474.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1510.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1546.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1582.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1618.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1654.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1690.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1726.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1762.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1798.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1834.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1870.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1906.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1942.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 1978.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 2014.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 2050.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
[paragraph, [247.0, 2086.0, 1157.0, 36.0], pfKwGJI4cc, 5687349]
