[1275, 750]
[folio, [302.0, 85.0, 140.0, 18.0], g5t7LX1yJf, 5767071]
[folio, [302.0, 103.0, 140.0, 18.0], g5t7LX1yJf, 5767071]
[paragraph, [74.0, 152.0, 606.0, 18.0], shoonya_5s9DN48VSWN894, 5767071]
[paragraph, [74.0, 170.0, 606.0, 18.0], shoonya_5s9DN48VSWN894, 5767071]
[paragraph, [74.0, 188.0, 606.0, 18.0], shoonya_5s9DN48VSWN894, 5767071]
[paragraph, [74.0, 206.0, 606.0, 18.0], shoonya_5s9DN48VSWN894, 5767071]
[paragraph, [74.0, 224.0, 606.0, 18.0], shoonya_5s9DN48VSWN894, 5767071]
[paragraph, [74.0, 242.0, 606.0, 18.0], shoonya_5s9DN48VSWN894, 5767071]
[paragraph, [74.0, 260.0, 606.0, 18.0], shoonya_5s9DN48VSWN894, 5767071]
[paragraph, [74.0, 278.0, 606.0, 18.0], shoonya_5s9DN48VSWN894, 5767071]
[paragraph, [74.0, 296.0, 606.0, 18.0], shoonya_5s9DN48VSWN894, 5767071]
[paragraph, [74.0, 314.0, 606.0, 18.0], shoonya_5s9DN48VSWN894, 5767071]
[paragraph, [74.0, 332.0, 606.0, 18.0], shoonya_5s9DN48VSWN894, 5767071]
[paragraph, [74.0, 350.0, 606.0, 18.0], shoonya_5s9DN48VSWN894, 5767071]
[paragraph, [74.0, 368.0, 606.0, 18.0], shoonya_5s9DN48VSWN894, 5767071]
[paragraph, [74.0, 386.0, 606.0, 18.0], shoonya_5s9DN48VSWN894, 5767071]
[paragraph, [74.0, 404.0, 606.0, 18.0], shoonya_5s9DN48VSWN894, 5767071]
[section-title, [159.0, 461.0, 435.0, 30.0], shoonya_3sUVKMP10MDEBH, 5767071]
[paragraph, [73.0, 531.0, 596.0, 18.0], shoonya_1sCEFWIZ0TGLZ9, 5767071]
[paragraph, [73.0, 549.0, 596.0, 18.0], shoonya_1sCEFWIZ0TGLZ9, 5767071]
[paragraph, [73.0, 567.0, 596.0, 18.0], shoonya_1sCEFWIZ0TGLZ9, 5767071]
[paragraph, [73.0, 585.0, 596.0, 18.0], shoonya_1sCEFWIZ0TGLZ9, 5767071]
[paragraph, [73.0, 603.0, 596.0, 18.0], shoonya_1sCEFWIZ0TGLZ9, 5767071]
[paragraph, [73.0, 621.0, 596.0, 18.0], shoonya_1sCEFWIZ0TGLZ9, 5767071]
[paragraph, [73.0, 639.0, 596.0, 18.0], shoonya_1sCEFWIZ0TGLZ9, 5767071]
[paragraph, [73.0, 657.0, 596.0, 18.0], shoonya_1sCEFWIZ0TGLZ9, 5767071]
[paragraph, [73.0, 675.0, 596.0, 18.0], shoonya_1sCEFWIZ0TGLZ9, 5767071]
[paragraph, [73.0, 693.0, 596.0, 18.0], shoonya_1sCEFWIZ0TGLZ9, 5767071]
[paragraph, [73.0, 711.0, 596.0, 18.0], shoonya_1sCEFWIZ0TGLZ9, 5767071]
[paragraph, [73.0, 729.0, 596.0, 18.0], shoonya_1sCEFWIZ0TGLZ9, 5767071]
[paragraph, [73.0, 747.0, 596.0, 18.0], shoonya_1sCEFWIZ0TGLZ9, 5767071]
[paragraph, [73.0, 765.0, 596.0, 18.0], shoonya_1sCEFWIZ0TGLZ9, 5767071]
[paragraph, [73.0, 783.0, 596.0, 18.0], shoonya_1sCEFWIZ0TGLZ9, 5767071]
[paragraph, [73.0, 801.0, 596.0, 18.0], shoonya_1sCEFWIZ0TGLZ9, 5767071]
[paragraph, [73.0, 819.0, 596.0, 18.0], shoonya_1sCEFWIZ0TGLZ9, 5767071]
[paragraph, [73.0, 837.0, 596.0, 18.0], shoonya_1sCEFWIZ0TGLZ9, 5767071]
[paragraph, [73.0, 855.0, 596.0, 18.0], shoonya_1sCEFWIZ0TGLZ9, 5767071]
[paragraph, [73.0, 873.0, 596.0, 18.0], shoonya_1sCEFWIZ0TGLZ9, 5767071]
[paragraph, [73.0, 891.0, 596.0, 18.0], shoonya_1sCEFWIZ0TGLZ9, 5767071]
[paragraph, [73.0, 909.0, 596.0, 18.0], shoonya_1sCEFWIZ0TGLZ9, 5767071]
[paragraph, [89.0, 948.0, 487.0, 18.0], shoonya_4sGVU49FN9YWVU, 5767071]
[paragraph, [89.0, 966.0, 487.0, 18.0], shoonya_4sGVU49FN9YWVU, 5767071]
[paragraph, [89.0, 984.0, 487.0, 18.0], shoonya_4sGVU49FN9YWVU, 5767071]
[paragraph, [89.0, 1002.0, 487.0, 18.0], shoonya_4sGVU49FN9YWVU, 5767071]
[paragraph, [89.0, 1020.0, 487.0, 18.0], shoonya_4sGVU49FN9YWVU, 5767071]
[paragraph, [413.0, 1047.0, 250.0, 18.0], shoonya_2sD2CGNJUEBGIS, 5767071]
[paragraph, [413.0, 1065.0, 250.0, 18.0], shoonya_2sD2CGNJUEBGIS, 5767071]
[paragraph, [59.0, 1092.0, 607.0, 18.0], BmVra-NIxx, 5767071]
[paragraph, [59.0, 1110.0, 607.0, 18.0], BmVra-NIxx, 5767071]
[paragraph, [59.0, 1128.0, 607.0, 18.0], BmVra-NIxx, 5767071]
[paragraph, [59.0, 1146.0, 607.0, 18.0], BmVra-NIxx, 5767071]
[paragraph, [59.0, 1164.0, 607.0, 18.0], BmVra-NIxx, 5767071]
