[842, 595]
[chapter-title, [158.0, 198.0, 278.0, 30.0], shoonya_5sEILJFZ7XRP71, 5739790]
[paragraph, [77.0, 308.0, 444.0, 18.0], shoonya_1s3UZLIZNAIHHW, 5739790]
[paragraph, [77.0, 326.0, 444.0, 18.0], shoonya_1s3UZLIZNAIHHW, 5739790]
[paragraph, [77.0, 344.0, 444.0, 18.0], shoonya_1s3UZLIZNAIHHW, 5739790]
[paragraph, [77.0, 362.0, 444.0, 18.0], shoonya_1s3UZLIZNAIHHW, 5739790]
[paragraph, [77.0, 380.0, 444.0, 18.0], shoonya_1s3UZLIZNAIHHW, 5739790]
[paragraph, [77.0, 398.0, 444.0, 18.0], shoonya_1s3UZLIZNAIHHW, 5739790]
[paragraph, [78.0, 429.0, 443.0, 18.0], shoonya_2s6PHY839NCR9I, 5739790]
[paragraph, [78.0, 447.0, 443.0, 18.0], shoonya_2s6PHY839NCR9I, 5739790]
[paragraph, [78.0, 465.0, 443.0, 18.0], shoonya_2s6PHY839NCR9I, 5739790]
[paragraph, [78.0, 483.0, 443.0, 18.0], shoonya_2s6PHY839NCR9I, 5739790]
[paragraph, [76.0, 513.0, 218.0, 18.0], shoonya_0sCFE23ZT9Z42Z, 5739790]
[paragraph, [76.0, 531.0, 218.0, 18.0], shoonya_0sCFE23ZT9Z42Z, 5739790]
[paragraph, [76.0, 549.0, 218.0, 18.0], shoonya_0sCFE23ZT9Z42Z, 5739790]
[paragraph, [76.0, 567.0, 218.0, 18.0], shoonya_0sCFE23ZT9Z42Z, 5739790]
[paragraph, [76.0, 585.0, 218.0, 18.0], shoonya_0sCFE23ZT9Z42Z, 5739790]
[paragraph, [76.0, 603.0, 218.0, 18.0], shoonya_0sCFE23ZT9Z42Z, 5739790]
[paragraph, [76.0, 621.0, 218.0, 18.0], shoonya_0sCFE23ZT9Z42Z, 5739790]
[paragraph, [76.0, 639.0, 218.0, 18.0], shoonya_0sCFE23ZT9Z42Z, 5739790]
[paragraph, [76.0, 657.0, 218.0, 18.0], shoonya_0sCFE23ZT9Z42Z, 5739790]
[paragraph, [76.0, 675.0, 218.0, 18.0], shoonya_0sCFE23ZT9Z42Z, 5739790]
[paragraph, [76.0, 693.0, 218.0, 18.0], shoonya_0sCFE23ZT9Z42Z, 5739790]
[paragraph, [76.0, 711.0, 218.0, 18.0], shoonya_0sCFE23ZT9Z42Z, 5739790]
[paragraph, [302.0, 513.0, 217.0, 18.0], shoonya_4sTWEDHYSOHKSC, 5739790]
[paragraph, [302.0, 531.0, 217.0, 18.0], shoonya_4sTWEDHYSOHKSC, 5739790]
[paragraph, [302.0, 549.0, 217.0, 18.0], shoonya_4sTWEDHYSOHKSC, 5739790]
[paragraph, [302.0, 567.0, 217.0, 18.0], shoonya_4sTWEDHYSOHKSC, 5739790]
[paragraph, [302.0, 585.0, 217.0, 18.0], shoonya_4sTWEDHYSOHKSC, 5739790]
[paragraph, [302.0, 603.0, 217.0, 18.0], shoonya_4sTWEDHYSOHKSC, 5739790]
[paragraph, [301.0, 634.0, 218.0, 18.0], shoonya_3sXQUF9ZAWZPKH, 5739790]
[paragraph, [301.0, 652.0, 218.0, 18.0], shoonya_3sXQUF9ZAWZPKH, 5739790]
[paragraph, [301.0, 670.0, 218.0, 18.0], shoonya_3sXQUF9ZAWZPKH, 5739790]
[paragraph, [301.0, 688.0, 218.0, 18.0], shoonya_3sXQUF9ZAWZPKH, 5739790]
[paragraph, [301.0, 706.0, 218.0, 18.0], shoonya_3sXQUF9ZAWZPKH, 5739790]
[website-link, [231.0, 800.0, 143.0, 18.0], CVuyQ9mBS3, 5739790]
