[2339, 1653]
[folio, [1269.0, 328.0, 140.0, 36.0], 3e7x2rDBmn, 5736012]
[folio, [245.0, 330.0, 280.0, 36.0], u6q2q2wH-F, 5736012]
[paragraph, [231.0, 380.0, 587.0, 36.0], -jlVlk0i00, 5736012]
[paragraph, [231.0, 416.0, 587.0, 36.0], -jlVlk0i00, 5736012]
[paragraph, [231.0, 452.0, 587.0, 36.0], -jlVlk0i00, 5736012]
[paragraph, [828.0, 384.0, 581.0, 36.0], shoonya_9sHS33GZTTMD4B, 5736012]
[paragraph, [828.0, 420.0, 581.0, 36.0], shoonya_9sHS33GZTTMD4B, 5736012]
[paragraph, [828.0, 456.0, 581.0, 36.0], shoonya_9sHS33GZTTMD4B, 5736012]
[paragraph, [828.0, 492.0, 581.0, 36.0], shoonya_9sHS33GZTTMD4B, 5736012]
[paragraph, [828.0, 528.0, 581.0, 36.0], shoonya_9sHS33GZTTMD4B, 5736012]
[paragraph, [828.0, 564.0, 581.0, 36.0], shoonya_9sHS33GZTTMD4B, 5736012]
[paragraph, [828.0, 600.0, 581.0, 36.0], shoonya_9sHS33GZTTMD4B, 5736012]
[paragraph, [828.0, 636.0, 581.0, 36.0], shoonya_9sHS33GZTTMD4B, 5736012]
[paragraph, [828.0, 672.0, 581.0, 36.0], shoonya_9sHS33GZTTMD4B, 5736012]
[paragraph, [828.0, 708.0, 581.0, 36.0], shoonya_9sHS33GZTTMD4B, 5736012]
[author, [568.0, 527.0, 244.0, 36.0], OnigN-Vfg5, 5736012]
[reference, [238.0, 572.0, 580.0, 36.0], shoonya_8sDFQM7CU5XZSV, 5736012]
[reference, [238.0, 608.0, 580.0, 36.0], shoonya_8sDFQM7CU5XZSV, 5736012]
[section-title, [232.0, 698.0, 405.0, 52.5], cZRRL45dW9, 5736012]
[paragraph, [827.0, 747.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 783.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 819.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 855.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 891.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 927.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 963.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 999.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 1035.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 1071.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 1107.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 1143.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 1179.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 1215.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 1251.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 1287.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 1323.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 1359.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 1395.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 1431.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 1467.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 1503.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 1539.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 1575.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 1611.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 1647.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 1683.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 1719.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [827.0, 1755.0, 587.0, 36.0], Ed_RgcD45f, 5736012]
[paragraph, [485.0, 834.0, 332.0, 36.0], shoonya_0sQK7ZK1N9DVOG, 5736012]
[paragraph, [485.0, 870.0, 332.0, 36.0], shoonya_0sQK7ZK1N9DVOG, 5736012]
[paragraph, [485.0, 906.0, 332.0, 36.0], shoonya_0sQK7ZK1N9DVOG, 5736012]
[paragraph, [485.0, 942.0, 332.0, 36.0], shoonya_0sQK7ZK1N9DVOG, 5736012]
[paragraph, [485.0, 978.0, 332.0, 36.0], shoonya_0sQK7ZK1N9DVOG, 5736012]
[paragraph, [485.0, 1014.0, 332.0, 36.0], shoonya_0sQK7ZK1N9DVOG, 5736012]
[paragraph, [485.0, 1050.0, 332.0, 36.0], shoonya_0sQK7ZK1N9DVOG, 5736012]
[paragraph, [485.0, 1086.0, 332.0, 36.0], shoonya_0sQK7ZK1N9DVOG, 5736012]
[paragraph, [485.0, 1122.0, 332.0, 36.0], shoonya_0sQK7ZK1N9DVOG, 5736012]
[sidebar, [55.0, 1092.0, 140.0, 36.0], XjO6eD17RA, 5736012]
[sidebar, [55.0, 1128.0, 140.0, 36.0], XjO6eD17RA, 5736012]
[paragraph, [237.0, 1182.0, 579.0, 36.0], shoonya_1s02ML8UDTBZU5, 5736012]
[paragraph, [237.0, 1218.0, 579.0, 36.0], shoonya_1s02ML8UDTBZU5, 5736012]
[paragraph, [237.0, 1254.0, 579.0, 36.0], shoonya_1s02ML8UDTBZU5, 5736012]
[paragraph, [237.0, 1290.0, 579.0, 36.0], shoonya_1s02ML8UDTBZU5, 5736012]
[paragraph, [237.0, 1326.0, 579.0, 36.0], shoonya_1s02ML8UDTBZU5, 5736012]
[paragraph, [237.0, 1362.0, 579.0, 36.0], shoonya_1s02ML8UDTBZU5, 5736012]
[paragraph, [237.0, 1398.0, 579.0, 36.0], shoonya_1s02ML8UDTBZU5, 5736012]
[paragraph, [237.0, 1434.0, 579.0, 36.0], shoonya_1s02ML8UDTBZU5, 5736012]
[paragraph, [237.0, 1470.0, 579.0, 36.0], shoonya_1s02ML8UDTBZU5, 5736012]
[paragraph, [237.0, 1506.0, 579.0, 36.0], shoonya_1s02ML8UDTBZU5, 5736012]
[paragraph, [237.0, 1542.0, 579.0, 36.0], shoonya_1s02ML8UDTBZU5, 5736012]
[paragraph, [237.0, 1578.0, 579.0, 36.0], shoonya_1s02ML8UDTBZU5, 5736012]
[paragraph, [237.0, 1614.0, 579.0, 36.0], shoonya_1s02ML8UDTBZU5, 5736012]
[paragraph, [236.0, 1675.0, 579.0, 36.0], shoonya_4sKCHM7KXKYWBM, 5736012]
[paragraph, [236.0, 1711.0, 579.0, 36.0], shoonya_4sKCHM7KXKYWBM, 5736012]
[paragraph, [236.0, 1747.0, 579.0, 36.0], shoonya_4sKCHM7KXKYWBM, 5736012]
[paragraph, [236.0, 1783.0, 579.0, 36.0], shoonya_4sKCHM7KXKYWBM, 5736012]
[paragraph, [236.0, 1819.0, 579.0, 36.0], shoonya_4sKCHM7KXKYWBM, 5736012]
[paragraph, [236.0, 1855.0, 579.0, 36.0], shoonya_4sKCHM7KXKYWBM, 5736012]
[paragraph, [236.0, 1891.0, 579.0, 36.0], shoonya_4sKCHM7KXKYWBM, 5736012]
[paragraph, [827.0, 1809.0, 587.0, 36.0], ig8vTN6vhx, 5736012]
[paragraph, [827.0, 1845.0, 587.0, 36.0], ig8vTN6vhx, 5736012]
[paragraph, [827.0, 1881.0, 587.0, 36.0], ig8vTN6vhx, 5736012]
[folio, [1184.0, 1968.0, 229.0, 36.0], R4xL-DhAOL, 5736012]
