[872, 605]
[folio, [432.0, 30.0, 123.0, 18.0], aMPoWx2_ah, 6456755]
[paragraph, [50.0, 71.0, 251.0, 18.0], shoonya_0sCRW6A34JZDOL, 6456755]
[paragraph, [304.0, 71.0, 250.0, 18.0], rV5SgSlXnJ, 6456755]
[paragraph, [304.0, 89.0, 250.0, 18.0], rV5SgSlXnJ, 6456755]
[paragraph, [304.0, 107.0, 250.0, 18.0], rV5SgSlXnJ, 6456755]
[paragraph, [304.0, 125.0, 250.0, 18.0], rV5SgSlXnJ, 6456755]
[paragraph, [304.0, 143.0, 250.0, 18.0], rV5SgSlXnJ, 6456755]
[paragraph, [304.0, 161.0, 250.0, 18.0], rV5SgSlXnJ, 6456755]
[paragraph, [304.0, 179.0, 250.0, 18.0], rV5SgSlXnJ, 6456755]
[paragraph, [304.0, 197.0, 250.0, 18.0], rV5SgSlXnJ, 6456755]
[paragraph, [304.0, 215.0, 250.0, 18.0], rV5SgSlXnJ, 6456755]
[paragraph, [50.0, 100.0, 253.0, 18.0], DQ1UxCV1UQ, 6456755]
[paragraph, [50.0, 118.0, 253.0, 18.0], DQ1UxCV1UQ, 6456755]
[paragraph, [50.0, 136.0, 253.0, 18.0], DQ1UxCV1UQ, 6456755]
[paragraph, [65.0, 157.0, 83.0, 18.0], OI5zsdAPlL, 6456755]
[paragraph, [49.0, 178.0, 253.0, 18.0], PyouLwjizF, 6456755]
[paragraph, [49.0, 196.0, 253.0, 18.0], PyouLwjizF, 6456755]
[paragraph, [50.0, 225.0, 253.0, 18.0], Enzg2WN3D5, 6456755]
[paragraph, [50.0, 243.0, 253.0, 18.0], Enzg2WN3D5, 6456755]
[paragraph, [50.0, 261.0, 253.0, 18.0], Enzg2WN3D5, 6456755]
[paragraph, [305.0, 255.0, 249.0, 18.0], zecxxl6Gpp, 6456755]
[paragraph, [305.0, 273.0, 249.0, 18.0], zecxxl6Gpp, 6456755]
[paragraph, [305.0, 291.0, 249.0, 18.0], zecxxl6Gpp, 6456755]
[paragraph, [305.0, 309.0, 249.0, 18.0], zecxxl6Gpp, 6456755]
[paragraph, [305.0, 327.0, 249.0, 18.0], zecxxl6Gpp, 6456755]
[paragraph, [305.0, 345.0, 249.0, 18.0], zecxxl6Gpp, 6456755]
[paragraph, [305.0, 363.0, 249.0, 18.0], zecxxl6Gpp, 6456755]
[paragraph, [49.0, 285.0, 251.0, 18.0], gHwvJ0iw77, 6456755]
[paragraph, [49.0, 303.0, 251.0, 18.0], gHwvJ0iw77, 6456755]
[paragraph, [48.0, 333.0, 254.0, 18.0], NICHQ964Z6, 6456755]
[paragraph, [48.0, 351.0, 254.0, 18.0], NICHQ964Z6, 6456755]
[paragraph, [48.0, 369.0, 254.0, 18.0], NICHQ964Z6, 6456755]
[paragraph, [72.0, 388.0, 203.0, 18.0], -zXSTf8bkK, 6456755]
[paragraph, [72.0, 406.0, 203.0, 18.0], -zXSTf8bkK, 6456755]
[paragraph, [72.0, 424.0, 203.0, 18.0], -zXSTf8bkK, 6456755]
[paragraph, [72.0, 442.0, 203.0, 18.0], -zXSTf8bkK, 6456755]
[section-title, [372.0, 441.0, 109.0, 30.0], Kuf3Th8w2D, 6456755]
[paragraph, [46.0, 475.0, 253.0, 18.0], pzwRgvyn5k, 6456755]
[paragraph, [46.0, 493.0, 253.0, 18.0], pzwRgvyn5k, 6456755]
[paragraph, [46.0, 511.0, 253.0, 18.0], pzwRgvyn5k, 6456755]
[paragraph, [302.0, 504.0, 245.0, 18.0], BYsYhEeZjE, 6456755]
[paragraph, [302.0, 522.0, 245.0, 18.0], BYsYhEeZjE, 6456755]
[paragraph, [72.0, 531.0, 223.0, 18.0], J4NiIaaI_b, 6456755]
[paragraph, [72.0, 549.0, 223.0, 18.0], J4NiIaaI_b, 6456755]
[paragraph, [72.0, 567.0, 223.0, 18.0], J4NiIaaI_b, 6456755]
[paragraph, [72.0, 585.0, 223.0, 18.0], J4NiIaaI_b, 6456755]
[paragraph, [72.0, 603.0, 223.0, 18.0], J4NiIaaI_b, 6456755]
[paragraph, [300.0, 546.0, 229.0, 18.0], aIIhZF-voV, 6456755]
[paragraph, [299.0, 569.0, 174.0, 18.0], eEF_KdXAA0, 6456755]
[reference, [452.0, 586.0, 92.0, 18.0], O9f3XlYD6D, 6456755]
[paragraph, [300.0, 603.0, 247.0, 18.0], u2k6e-jUfB, 6456755]
[paragraph, [300.0, 621.0, 247.0, 18.0], u2k6e-jUfB, 6456755]
[paragraph, [50.0, 621.0, 250.0, 18.0], XqI8Lm3TcE, 6456755]
[paragraph, [50.0, 639.0, 250.0, 18.0], XqI8Lm3TcE, 6456755]
[paragraph, [50.0, 657.0, 250.0, 18.0], XqI8Lm3TcE, 6456755]
[paragraph, [50.0, 675.0, 250.0, 18.0], XqI8Lm3TcE, 6456755]
[paragraph, [298.0, 644.0, 250.0, 18.0], t_xgCApy91, 6456755]
[paragraph, [298.0, 662.0, 250.0, 18.0], t_xgCApy91, 6456755]
[paragraph, [298.0, 680.0, 250.0, 18.0], t_xgCApy91, 6456755]
[reference, [298.0, 705.0, 253.0, 18.0], ipdb31sRDt, 6456755]
[reference, [298.0, 723.0, 253.0, 18.0], ipdb31sRDt, 6456755]
[reference, [298.0, 741.0, 253.0, 18.0], ipdb31sRDt, 6456755]
[reference, [298.0, 759.0, 253.0, 18.0], ipdb31sRDt, 6456755]
[reference, [298.0, 777.0, 253.0, 18.0], ipdb31sRDt, 6456755]
[reference, [298.0, 795.0, 253.0, 18.0], ipdb31sRDt, 6456755]
[reference, [298.0, 813.0, 253.0, 18.0], ipdb31sRDt, 6456755]
[reference, [48.0, 707.0, 250.0, 18.0], 5ktN1jcROV, 6456755]
[reference, [48.0, 725.0, 250.0, 18.0], 5ktN1jcROV, 6456755]
[reference, [48.0, 743.0, 250.0, 18.0], 5ktN1jcROV, 6456755]
[reference, [48.0, 761.0, 250.0, 18.0], 5ktN1jcROV, 6456755]
[reference, [48.0, 779.0, 250.0, 18.0], 5ktN1jcROV, 6456755]
[reference, [48.0, 797.0, 250.0, 18.0], 5ktN1jcROV, 6456755]
[reference, [48.0, 815.0, 250.0, 18.0], 5ktN1jcROV, 6456755]
