[1238, 769]
[paragraph, [80.0, 54.0, 626.0, 18.0], shoonya_1sQU8NZM27I4IC, 6469997]
[paragraph, [80.0, 72.0, 626.0, 18.0], shoonya_1sQU8NZM27I4IC, 6469997]
[paragraph, [80.0, 90.0, 626.0, 18.0], shoonya_1sQU8NZM27I4IC, 6469997]
[paragraph, [80.0, 117.0, 625.0, 18.0], shoonya_2sNXJ3TM07YDTN, 6469997]
[paragraph, [80.0, 135.0, 625.0, 18.0], shoonya_2sNXJ3TM07YDTN, 6469997]
[paragraph, [80.0, 153.0, 625.0, 18.0], shoonya_2sNXJ3TM07YDTN, 6469997]
[paragraph, [80.0, 171.0, 625.0, 18.0], shoonya_2sNXJ3TM07YDTN, 6469997]
[paragraph, [80.0, 189.0, 625.0, 18.0], shoonya_2sNXJ3TM07YDTN, 6469997]
[paragraph, [80.0, 207.0, 625.0, 18.0], shoonya_2sNXJ3TM07YDTN, 6469997]
[paragraph, [75.0, 238.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 256.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 274.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 292.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 310.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 328.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 346.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 364.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 382.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 400.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 418.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 436.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 454.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 472.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 490.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 508.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 526.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 544.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 562.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 580.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 598.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 616.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 634.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 652.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 670.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 688.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 706.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 724.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 742.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 760.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 778.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 796.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 814.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 832.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 850.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 868.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 886.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 904.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 922.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 940.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 958.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 976.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 994.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 1012.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 1030.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[paragraph, [75.0, 1048.0, 627.0, 18.0], shoonya_0sFW2OJ4MD3D29, 6469997]
[folio, [118.0, 1085.0, 199.0, 18.0], KT8ya0YvWd, 6469997]
